cluster index	CF_componentindex	CF_NrNodes	CF_kingdom	CF_kingdom_score	CF_superclass	CF_superclass_score	CF_class	CF_class_score	CF_subclass	CF_subclass_score	CF_Dparent	CF_Dparent_score	CF_MFramework	CF_MFramework_score
10958	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
10960	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
11321	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
11410	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
11531	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
11580	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
11656	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
11676	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
11713	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
11804	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
11896	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
12079	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
12203	253	38	Organic compounds	0.9736842105263158	Organoheterocyclic compounds	0.4046992481203007	Indoles and derivatives	0.10152464494569757		0.23237259816207181	N-alkylindoles	0.05884502923976608	Aromatic heteropolycyclic compounds	0.4247598162071847
2791	S749	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
2792	1550	4	Organic compounds	1.0	Lipids and lipid-like molecules	0.35119047619047616	Prenol lipids	0.23809523809523808		0.20535714285714285	Sesquiterpenoids	0.125	Aliphatic homomonocyclic compounds	0.1488095238095238
3292	1550	4	Organic compounds	1.0	Lipids and lipid-like molecules	0.35119047619047616	Prenol lipids	0.23809523809523808		0.20535714285714285	Sesquiterpenoids	0.125	Aliphatic homomonocyclic compounds	0.1488095238095238
5099	1550	4	Organic compounds	1.0	Lipids and lipid-like molecules	0.35119047619047616	Prenol lipids	0.23809523809523808		0.20535714285714285	Sesquiterpenoids	0.125	Aliphatic homomonocyclic compounds	0.1488095238095238
