,SMILES
9557,[C@]12(NC3=N[C@@]4(C[C@@H]5N3[C@H](C1)CC5)O[C@@H](C=CCC4)CC)[C@@H](CC[C@@H](O2)C)O
9558,C[C@]12CC[C@@H]3c4ccc(cc4CC=C3[C@@H]1CCC2=O)O
9559,Cc1cc[n+](cc1C)Cc1ccccc1[N+](=O)[O-]
9560,CCC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(N1C(=O)[C@](C(C)C)(N=C([C@@H]1C=C3c4cccc5c4c(C[C@H]3N(C)C1)c[nH]5)O)O2)O
9561,C[C@@H]1c2c(sc(n2)NCC=C)C[C@]2([C@H]1[C@H]([C@H](CC2)[C@H](C)C(=O)NCCOC)O)C
9562,COC1=C(C(=O)C(=O)C(=C1)C1=CC=CC=C1)C1=CC=CC=C1
9563,C[NH2+]C[C@@]1(CC[C@@H](C1)C[C@H](O)OC)Oc1cc(cc(c1O)NC(=[NH2+])NC)C1(CCCC1)C/C=C/C(=O)C1(CCCC1)Cc1ccc(c(c1)OC)O
9564,C[C@H](CCCC(C)C)[C@@H]1CC[C@H]2[C@@H]1CC[C@@H]1[C@@H]2C=C[C@]2([C@@H]1CC[C@@H](C2)O)Cl
9565,CC1=C[C@H]([C@@H](C[C@H]1CC(=O)N1CCOCC1)C(C)C)CNC(=O)Nc1ccccc1
9566,CSCC[C@@H](C(=O)NC[C@H]1CC[C@@H](CC1)C(=O)[O-])[NH3+]
9567,CCCC[C@@H]([C@@H](/C=C/C/1=C(/[C@@H]([C@H](CCc2ccccc2CC1)CCCCCC(=O)[O-])[NH2+]C[C@](C)(Cc1ccc(cc1)O)O)\C[C@@H](CO)O)O)O
9568,[C@@]12([C@]3([C@@H]([C@@]4([C@@H](CC3)C([C@H](CC4)OS(=O)(=O)[O-])(C)C)C)CC=C1[C@H]1[C@]([C@@H](C2)O)(C(=O)O)CCC(C1)(C)C)C)C
9569,CC(CCC(O)C(C)(O)CO)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3=O
9570,CCCC(=O)N1CC[C@]2(CCCC[C@H]2[C@@H]1c1cc(ccc1OC)OC)O
9571,CNCC1CCCCC1(O)c1cccc(OC)c1
9572,c1ccc(cc1)n1cc(cn1)O
9573,C(=O)(O)CCC/C=C/C/C=C/C=C/C(=O)CCCCC
9574,CCOC(=O)N1CCN(CC1)C[C@@H]1[C@@H]2[C@@H](C[C@]3(CCC[C@@H]([C@@]43[C@H]2O4)C)C)OC1=O
9575,c1ccc(cc1)N1C(=O)[C@@H]2[C@@H](CCN2C(=O)CCCC(=O)[O-])NC1=O
9576,[C@@H]([C@H](/C=C/CCCC/C=C/CCCCCCC)O)(NC(=O)CCCCCCCCCCCCCCC)CO
9577,CCCCCCCOC(=O)c1cccc(c1)[N+](=O)[O-]
9578,CCCCCCC(C(=O)O)N
9579,[C@@]1(CC(=C(/C(=N/C)/C1)OC)N[C@H](C(=O)O)CO)(CO)O
9580,Cc1c2ccc(c(c2oc(=O)c1CCC(=O)NCCCO)C)O
9581,[C@H]1([C@@H](CC[C@@H](N1)CCCCCCCCCCCCC(=O)C)O)CO
9582,C=CC(C(F)(F)F)(C(F)(F)F)NC(=O)Nc1ccc(c(c1)Cl)F
9583,C[NH2+]CC(=O)N[C@H]1CCN2[C@@H](C1)C(=O)Nc1ccc(cc1C2=O)c1ccc(cc1)SC
9584,[H][C@]12C[C@](O)(CC3=CC=C(O[C@@]4([H])[C@]5([H])CC[C@@H](C)C[C@@]5([H])[C@]5([H])C=C[C@H](\C=C/C)[C@]([H])(C1=O)[C@@]45[H])C=C3)NC2=O
9585,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC
9586,[C@]123[C@H]4[C@H]([C@H]([C@@H]1[C@](CN4CC)(CC[C@@H]3OC)COC)OC(=O)C)[C@@]1([C@@H]3[C@H]2C[C@@H]([C@@H]3OC(=O)C)[C@H](C1)OC)OC
9587,[H][C@@](CC1=CC=CC=C1)(NC(=O)CC(C)(C)N)C(O)=O
9588,CCOC(=O)c1cc2c(nc3ccccn3c2=O)[n+](c1N)CCc1ccccc1
9589,c1(c(cc(cc1CC=C(C)C)C(=O)O[C@H]1C[C@@H]2N([C@H](C1)CC2)C)CC=C(C)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
9590,C1(=C([C@H](OC1=O)/C=C(/CCC/C(=C/C=C/C(=C/CCc1cocc1)/C)/C)\C)O)C
9591,[C@@H]1([C@@H]([C@H]([C@@H](O[C@@H]1CO)O)O)O)Oc1c(=O)ccn(c1)C[C@@H](C(=O)O)N
9592,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)Oc1c(cc(cc1)CO)CC=C(C)C
9593,CC(C)[C@@H](C(=O)N[C@H]1C[C@](C[C@H]([C@@H]1O)O)(C(=O)N[C@H](Cc1ccccc1)C(=O)N)O)[NH2+]C
9594,COCCOc1ccnc(c1)c1nc(on1)[C@@H]1CCC[N@@H+]1Cc1ccc(cc1)S(=O)(=O)C
9595,Cc1ccccc1NC(=N)Nc1ccccc1C
9596,CC(C)CC(N(C)C(=O)C(NC(C)=O)C(C)C)C(=O)N\C=C/C1=C(CC=C(C)C)NC2=CC=CC=C12
9597,C[C@@H](CNc1cccc(c1)CCCCCCC[C@@H](CC(=O)CCc1ccc(c(c1)OCCCC(C)C)OC)O)O
9598,COc1ccc(c(c1)O)c1c(cno1)c1ccccc1
9599,C[N@@+]1(CCc2c(c(c3c(c2C(=O)/C=C/c2ccccc2OC)OCO3)OC)C1)CC(=O)OC
9600,C[C@]1([C@@H]2CC[C@](O1)(C[C@H]2[NH3+])[C@@H]1C[C@@H](CC2(C1)CCCC2)Cc1ccc([nH+]c1)N)C1CCCC1
9601,CCCCC[C@@H]1[C@H](C/C=C\C=C\[C@H](C/C=C\CCCC(=O)[O-])OO)O1
9602,CC1(C)C2=CC[C@H]3[C@]4(C)C[C@H]([C@@H]([C@@]4(C)CC(=O)[C@@]3(C)[C@@H]2C=C(C1=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)[C@](C)(C(=O)C[C@@H](C(C)(C)O)OC)O)O
9603,CC1CC(C)C2=C(C1)C=CC(CO)=C2\C=C\C=C\C(O)=O
9604,CN1CC2(C1)CN(Cc1cccc(c1)OC)[C@H](CO)c1c2c2ccc(cc2n1C)OC
9605,CC(=O)N1C(CC(=N1)c1ccc(cc1)OC)c1ccccc1
9606,CN(CC[C@H]1CN(CC[C@H]1CC(=O)[O-])C(=O)C1CCCCC1)c1ccccc1
9607,CCCCC[C@H]1C[C@H]([C@@H](C=C1)CCCCC[C@@H]([C@@H](CC[C@]1(C[C@H](C2(C1)CCCC2)CC1=C[CH+]N=C1)O)O)C(=O)[O-])O
9608,Cc1c(c(=O)n(c2ccccc2)n1C)NC
9609,CSCC[C@H](C(=O)[O-])NC(=O)CCCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O
9610,CN(CC[C@@H](CC(=N[C@H]1C=C[C@H](n2ccc(=N)nc2O)O[C@@H]1C(=O)O)O)[NH3+])C(=N)N
9611,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)Oc1ccc(cc1)CCCC[C@H](CCc1ccc(cc1)O)O
9612,[H][C@]12CC3=C(NC4=CC=C([C@H](O)C5OC5(C)C)C(CC=C(C)C)=C34)[C@]1(C)[C@@]1(C)CCC(=O)C(C)(C)[C@]1(O)CC2
9613,[C@]123[C@@H]4[C@H](C=C3)C(=CO[C@@H]4O[C@H]1[C@@H](C(=O)O2)CC)C(=O)O
9614,CC(C)=CCC1=C(C)C=C2O[C@H](CC2=C1OC1=CC(C)=CC(O)=C1)C(C)(C)O
9615,C[C@H]1C2CC3CC1(CO)OCC23CC(=O)\C=C(/C)C(N)=O
9616,C(=CCC=CC(CC1CCC(CC(=O)O)O1)O)CCCCCO
9617,CC1=C[C@H]([C@@H](C[C@H]1CC(=O)NCc1ccc(cc1)OC)C(C)C)CNC(=O)CCOC
9618,CC[C@@H](C)C(=O)Nc1ncc2c(n1)C[C@@H](CC2=O)c1ccc(cc1)C(C)C
9619,CC(=O)c1ccc(cc1)NC(=O)N1CCN([C@@H](C1)C(=O)N[C@H]1CCCNC1=O)C(=O)C
9620,C1([C@@H]2[C@@H]([C@H](C(=C)CC2)CC[C@H](CC(=O)O)C)CC[C@@H]1O)(C)C
9621,c1cc(ccc1N1[C@@H]2[C@@H](C[C@H]([C@@H]([C@@H]2NC1=S)O)O)C(=O)NCC[NH+]1CCCCC1)F
9622,CC[C@H]1CN(CC[C@H]1CC(=O)Nc1ccccc1)C(=O)C(C)(C)C
9623,CCCCC1(CCCC1)/C=C/C(=O)CCc1ccc(c(c1)OCCc1ccc(cc1)O)O
9624,COc1ccccc1N1CCN(CC1)C(=O)C[C@@H]1CC[NH2+]C[C@@H]1Cc1cc(on1)C[NH+]1CCCCC1
9625,c1(c(ccc(c1)/C=C/C(=O)OCCCCCCCCCCC[C@H](CCCCCCCCCC)C)O)OC
9626,C[C@@H]1[C@H]([C@@H](C=C[C@]21C[C@@H]([C@@]1([C@]32CCCCC[C@]24CCC(=O)C([C@H]2[C@@H]([C@H](C1=C4C(=O)C3)O)/C=C/c1ccccc1)(C)C)C)O)[NH+]=C(N)N)[C@@H](/C=C(\C)/C(=O)[O-])O
9627,C[C@@]12CCC[C@@](C1)([C@@H]1C[C@@]34[C@]1(CC[C@H]([C@@H]3CCC4)[NH2+]C)[C@H](C2)O)O
9628,Cn1c(cc(n1)c1ccc(cc1)F)[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2COC(=O)Nc1ccc(cc1)OC
9629,CCCCC[C@H](CC(=O)C[C@H](CC(C)C)c1ccc(c(c1)OC)O)OC(=O)C
9630,COC(=O)c1ccc(cc1)NC(=O)CCCC[C@@H]1CCSS1
9631,CC(C)Cc1ccc(cc1)[C@@H](CC(=O)[O-])[NH3+]
9632,C1C[C@H]2CNC3[C@@H]4C[C@H]2[C@@]3(C1)[C@@H]1C[C@@H]2CC[C@H]4[C@H]1C2
9633,CC[NH+](CC)CC(=O)Nc1c(c(cs1)c1ccccc1)C(=O)OCC
9634,C[C@H]1[C@H]2[C@H](CC3=CC=CC=C3)NC(=O)[C@@]22OC(=O)\C=C/[C@@](C)(O)C(=O)[C@@H](C)C\C=C/[C@H]2[C@@H]2O[C@]12C
9635,C[C@]12CC[C@@H](CC1=CC[C@@H]1[C@H]2CC[C@]2([C@@H]1C/C(=C\c1ccccc1)/C2=O)C)O
9636,c1ccc2c(c1)CC1(CCCCC1)O[C@H]2O
9637,CCC(C(c1ccc(c2c1ccc(n2)O)O)O)NC(C)C
9638,CC(=CCNc1c2c(ncn2)n(CC[C@@H](C(=O)[O-])N)cn1)C
9639,C/C=C\1/CC(=C)[C@](CO)(C(=O)OCC2=CCN3CC[C@H]([C@@H]23)OC1=O)O
9640,CCCC[C@@H](CC)COC(=O)[C@@](C(F)(F)F)(OC([C@@](C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F
9641,[C@H]1([C@H]([C@@H](C(=O)O)N)C)C(=C)C1
9642,C[C@H]1CCC[C@@H](O)\C=C/[C@H](O)\C=C\C(=O)O1
9643,C[NH+](C)CCNC(=O)C[C@H]1[C@@H]([C@@H]([C@H](O1)CNC(=O)NC1CCCCC1)O)O
9644,C(C(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC)OP(=O)(O)OCCN
9645,CCCCCCCCC=CCCCCCCCC(=O)O
9646,CN1CC[C@@]23C=C(C(=O)C[C@@H]2[C@@H]1Cc1ccc(c(c31)O)OC)OC
9647,Cc1ccc(cc1)NC(=NN=C(c1cn(C)nc1C)O)S
9648,CCOC(=O)C1=C(C)NC(=C(C1c1ccccc1C=CC(=O)OC(C)(C)C)C(=O)OCC)C
9649,c1(C(=O)CN(C)C)ccccc1
9650,c1ccc2=C([C@@H]3C[C@@]4(CC[C@@H]3C=c2c1)c1cccc(c1)C[C@H]([C@H](C/C=C/C[C@@H]4C(=O)[O-])CCCCCC[C@H]1CCC(=C1)CO)c1ccc(cc1)O)O
9651,C[C@@]1(CCC(=O)O1)c1csc(n1)Nc1ccccc1OC
9652,CC=Cc1cc2c(nc1)O[C@H](CN(C)CC1CCCC1)[C@@H](C)CN([C@@H](C)CO)C2=O
9653,Cc1cccc(c1)N=C(Nc1ccc(c(c1)S(=O)(=O)Nc1ccccc1OC)N1CCCCC1)O
9654,C[C@H](CCc1ccc(cc1)CC[C@@H](C)O)O
9655,Cc1c(oc2c1cc1c(c(c(=O)oc1c2C)CC(=O)NCCOC)C)C
9656,c1cc(ccc1c1coc2cc(cc(c2c1=O)O)O)[O-]
9657,[C@@]([C@H]1CC(=O)C(=CC1)C)(C/C=C/C(OO)(C)C)(O)C
9658,C[C@@H]1CC[C@H]2[C@@H](C(=O)O[C@@]32[C@H]1CC[C@@]1([C@H]3O1)C)CN1C[C@H](O[C@H](C1)C)C
9659,c1ccc(cc1)c1ccc(cc1)NO
9660,C[NH2+]Cc1cn(nn1)C[C@@H]1[C@H]([C@H]([C@@H](O1)CC(=O)NCC[NH+](C)C)O)O
9661,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)CC1CC1)NC(=O)Cc1ccccc1
9662,C1(=O)[C@@H]([C@H]([C@H](C1)O)CCC(=O)O)CCC(=O)CCCCC(=O)O
9663,c12c(c(O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O)O)O)cc(c1O)C)CC=C(C2)C
9664,C[C@H](C(=O)OC)NC(=O)[C@H]1CN(CCN1C(=O)C1CCCCC1)C(=O)c1ccc(cc1)N(C)C
9665,C[N@H+]1[C@@H]2CCN([C@@H]2C(=O)NC[C@@H]1CCC(=O)N1CC[C@@H](CC1)C(=O)OC)C1CCOCC1
9666,[C@@]1(C2=CCC[C@@]([C@H]2CC[C@H]1C)(C(=O)O)C)(CC[C@H](CCO)C)C
9667,CC(C)(C)c1ccc(cc1)c1cc(no1)C[C@H]1C[NH2+]CC[C@H]1CC(=O)NCc1ccco1
9668,CC(C)CCCCCOc1ccc(cc1)[C@@H]1C(=O)NC(=O)N1
9669,COc1ccc(cc1)N1[C@@H]2[C@@H](C[C@H]([C@@H]([C@@H]2NC1=S)O)O)C(=O)NC1CCCC1
9670,C1CCc2c(csc2CC1)C(=NCc1ccco1)O
9671,[C@]12([C@@](CC[C@H](C2)C(=C)C(=O)OC)(CC[C@@H](C1=C)O)C)OO
9672,c12c(C=CC(O1)(C)C)ccc(c2)/C=C/c1c(cc(cc1)OC)OC
9673,CCC[C@@H](C[C@@H](C[C@@H](CCc1cc(c(c(c1)OC1CCCC1)O)CN1CCCC1=O)OC(=O)C)O)CO
9674,C[C@H]1[C@@H](c2ccccc2)OC(=O)N1C
9675,CC(C)[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)N2C(=O)C3=CC=CC=C3N=C12
9676,CCc1cc[n+](cc1)Cc1ccccc1[N+](=O)[O-]
9677,[C@@]12([C@@H](O1)C[C@@H]1C(=C)C(=O)O[C@](CC1)(C(=O)CC[C@@](/C=C/C2)(OO)C)C)C
9678,CCOc1ccc2c(c(c(=O)oc2c1)c1ccccc1)C
9679,COC(=O)c1cccc(c1)N=C(Cn1c2ccccc2nn1)O
9680,C[C@H]1c2cccc(c2C(=C2[C@@H]1[C@@H]([C@H]1[C@@H](C(=O)/C(=C(/N)\O)/C(=O)[C@]1(C2=O)O)N(C)C)O)[O-])O
9681,COc1cc2c(cc1OCCCC1CCOCC1)c(ncn2)Nc1ccc(c(c1)Cl)F
9682,CCOC(=O)N(c1ccccc1)Nc1ccc(cc1N)N
9683,CCOc1ccc2c(c1)c(c1ccc(cc1[nH+]2)N)N
9684,c1(=O)c(c(oc(c1C)CCCCCCCCCC)OC)CC
9685,N1([C@@H]2[C@@H](C[C@H]1C[C@H](C2)OC(=O)C(C)C)OC(=O)C)C
9686,c1(oc(cc1)C/C=C\C/C=C\C/C=C\C/C=C/CC)CC(=O)O
9687,CN1C(=O)N(C\C=C(/C)CCC=C(C)C)C2=C1C(=O)NC(=O)N2C
9688,COc1ccc(cc1OC)/C=C/C(=O)Nc1ccccc1C(=O)[O-]
9689,[C@@H]1([C@]2(OC([C@@H](CC2)Br)(C)C)C)O[C@H]2[C@](CC1)(O[C@H](CC2)C(=C)CC[C@@H]([C@@]1(O[C@H](CC1)C(O)(C)C)C)O)C
9690,N1([C@@H](c2cc(c(cc2CC1)O)O)C)C[C@]1(O)[C@H]([C@@H]([C@@H](CO1)O)O)O
9691,CCCCCCCC(=O)CCCCCC\C=C\C(C(=O)NC(CC1=CC=C(O)C=C1)C(O)=O)C(O)(CC(O)=O)C(O)=O
9692,CC(C)C(=C)CC[C@H]([C@H]1[C@@H](C[C@@]2([C@@]1(CCC1=C2CC[C@H]([C@]1(C)CCC(=O)OC)C(=C)C)C)C)O)C(=O)[O-]
9693,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C
9694,CN(C)CCCN=c1[nH]c(c(c(=NCCO)[nH]1)N(=O)=O)N
9695,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)CC1CCCCC1)c1ccc(cc1)F
9696,COc1ccc(cc1)Nc1nc(c(c(=NCCO)[nH]1)N(=O)=O)N
9697,CC1=C[C@H]([C@@H](C[C@H]1Cc1nnc(o1)c1cccnc1)C(C)C)CO
9698,C1CCC(CC1)NC(=O)N[C@@H]1C=C(C[C@H]([C@@H]1O)O)C(=O)NCC(=O)N
9699,CCN(CC)C(=O)CC[C@H]1CNC(=O)[C@@H]2[C@H]([N@@H+]1C)CCN2Cc1ccc(cc1)O
9700,[C@@]1([C@H]2N(C/C(=C\C(C)C)/C1)CCC2)(O)C
9701,C[C@H](Cc1cccc(c1)O)C[NH2+]CCc1ccc(c(c1)O)O
9702,[C@@]123[C@]45[C@]1([C@@H](C[C@H]4C(=C)C)O)CC[C@]2([C@]1([C@@H](CC3)[C@@]2([C@H](CC1)C(C=C2)(C)C)C)C)C(=O)O5
9703,c1cnccc1C[NH2+][C@@H]1[C@H]2CO[C@H](O2)[C@@H]([C@H]1[O-])[N@@H+]1CC[C@H](CC1)C(=O)N
9704,c12c(c(c(c(c1O)C(=O)O)C)CC=C(C)C)OC(C=C2)(C)C
9705,[C@@H](NC(=O)[C@@H](NC(=O)Cc1ccccc1)C)(C(C)C)C(=O)O
9706,CC(C)CNC(=O)CNC(=O)Cn1cnc2ccccc2c1=O
9707,C[C@H]1CC[C@H](c2c1ccc(C)n2)C(C)(C)O
9708,C[C@H](C(=O)NCCOC)Oc1ccc2c(c1)c1ccnc3c1n2c(=O)c1c3cccc1
9709,O[C@@]12[C@H]3[C@H]([C@@H]4[C@]5(CC[C@@H]([C@]4([C@H]4[C@@H]1[C@H]([C@H](C4)[C@H](C2)OC)OC)[C@@H]3N(C5)CC)OC)OC(=O)C)OC
9710,C[N@H+]1[C@@H]2CCN([C@@H]2C(=O)NC[C@@H]1CCC(=O)N1CC[C@@H](CC1)C(=O)OC)Cc1ccc(cc1)O
9711,CO[C@H]1CCN2[C@@H](C1)[C@]13C[C@H]2C=CC1=CC(=O)O3
9712,CCCCCCCCCCCC[C@H](/C=C/CCC(=O)[O-])O
9713,C/C(=C\C=C\C=C(/C)\C=O)/C=C/C=C(\C)/C=C/[C@]12C(C)(C)C[C@@H](C[C@@]1(C)O2)O
9714,[C@@]123[C@@](C(=O)C(=C[C@@H]1O2)[C@H]1[C@@]([C@H](CC1)[C@@H](/C=C/C(C)C)C)(CCO)C)(CC[C@@H](C3)O)C
9715,CC(C)NC(=O)N[C@H]1CCN2[C@@H]1C(=O)N[C@@H](C2=O)Cc1ccccc1
9716,[C@@H]1(O[C@@H]2[C@@H]([C@@H]([C@H](C[C@@H]2N)N)O)O)[C@@H]([C@H](C[C@H](O1)CN)O)N
9717,[C@@]12([C@H]([C@H]3[C@@H]([C@@]4([C@H](C/C(=N/O)/CC4)CC3)C)CC2)CC[C@@H]1C(=O)C)C
9718,CCCc1cc(=O)oc2c1cc(c(c2)OC(=O)[C@H](C(C)C)NC(=O)OCc1ccccc1)Cl
9719,CC(C)[NH2+][C@H]1CC([C@H]2[C@@]1(CC[C@](C2)(C)O)CCC(=O)NCc1ccc(cc1)OC)(C)C
9720,[C@@]123[C@@]4(c5c(O3)cc3c(c5)N([C@@H]5[C@@]63[C@H]([C@@H]3C[C@@H]5N(CC6)C/C/3=C/C)C(=O)OC)C)c3c(N1[C@@H]([C@@H]1C[C@H]2N(CC4)C/C/1=C/C)C(=O)OC)cccc3
9721,CC=CCC(C)C(C1C(=O)NC(C(C)O)C(=O)N(C)CC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O
9722,Cc1ccc2c(c1)C([C@]1(N2CCC(=O)N1)/C=C/c1ccc(c(c1)OC)OC(C)C)(C)C
9723,C[C@H]1[C@@H]([C@@H](CC(=C)[C@@H]2CC([C@@H]2CC1=O)(C)C)O)O
9724,CCCCc1cc(=O)oc2c1c1c(c(c2)C)c(co1)c1ccc(cc1)Cl
9725,CC(C)Oc1ccc(cc1)/C=C(/C(=O)NCCCCCC(=O)[O-])\NC(=O)c1ccccc1
9726,[C@@H]12[C@@]3([C@@H](C[C@@H]1N1[C@@H]([C@H]2C)[C@H](C[C@@H](C1)C)O)[C@H]1[C@H](CC3)[C@@]2([C@@H](CC1)C[C@H](CC2)O)C)C
9727,CC(C1CCC2C1(C)CCC3C2C(O)CC4C3(C)CCC(O)C4)CCC(NC(C(O)=O)CC5=CC=CC=C5)=O
9728,[C@@H]([C@H](/C(=C\C=C\C(=C\c1nc(oc1)C)\C)/C)O)([C@H](C[C@H]([C@H](/C=C/C=C(/C(=O)O)\C)C)O)O)C
9729,c1ccc(cc1)CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)c1cccs1
9730,c12N(C(=C(Oc1cc(cc2)OC)C)O)C=O
9731,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)CC1CCCCC1)NC(=O)CCCCCC(=Nc1ccccc1N)O
9732,C[N+](C)(C)CCOP(=O)([O-])Oc1ccc(cc1)N
9733,C[N@@H+]1C[C@H](C[C@H]1c1nc(no1)c1ccc(cc1)Cl)NC(=O)c1ccc(cc1)OC
9734,c1ccc2c(c1)CCN1[C@@H]2C/C(=N\O)/C2=C1CCCC2=O
9735,C\C=C\C=C\C=C\C=C\C1=CC=CC=C1\C=C\C=C\C(O)=O
9736,C[N+]1(CC[C@@]23C=C[C@@H](C[C@@H]2Oc2c3c(ccc2OC)C1)O)C
9737,CCn1c(c2ccncc2)nnc1SCC(=O)OC
9738,CC(=O)N1CCN(CC1)CC[C@@H]1CC[C@@H]([C@H](O1)C(=O)N(C)Cc1ccccc1)O
9739,C[C@@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]1[C@@H]([C@@H]([C@@H]([C@H]([C@H]1O)N(C)C(=O)CNC=N)OC)O)N)N)N
9740,CCOC(=O)C1=C(c2ccccc2)OC(=C(C#N)C1c1ccncc1)N
9741,CO[C@H]1C[C@@H](O)CC(=O)O[C@H](C)CC=CC(=O)C1
9742,Cc1n[nH]c(=N)[nH]c2c1c(=O)n(c1c2cccc1)c1ccccc1
9743,c12c3c([C@H](OC3=O)CO[N+](=O)[O-])c(cc1[C@H](C(C2)(C)C)O)C
9744,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OCC[C@H](CCC=C(C)C)C
9745,C1(=O)c2c(C[C@@H](O1)[C@@H](NC(=N)[C@@H]([C@@H]([C@@H](CC(=O)O)N)O)O)CC(C)C)cccc2O
9746,c1ccc(cc1)N1CC[NH+](CC1)CC[C@H]1CN(CC[C@H]1CC(=O)[O-])C(=O)C1CC1
9747,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4
9748,CCOc1cc(c/c(=N\c2ccc(c(c2)C)C)/c2c1c(oc2C)C)c1ccc(cc1)O
9749,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@]1(C)[C@@]1(C)CC[C@H](OC(C)=O)[C@@](C)(CCC=C(C)C)[C@]1([H])[C@H](O)C2
9750,CCC/C=C\1/c2ccccc2C(=O)O1
9751,COCC(=O)N1CCN(C[C@@H]1C(=O)N[C@H](Cc1cccnc1)C(=O)OC)C(=O)c1cccnc1
9752,COC(=O)[C@H](C)NC(=O)C1=C(O)C(C)=C(O)C(C)=C1C
9753,[H][C@]1(CC\C(C)=C\[C@@H](O)C\C(C)=C\[C@@H]1O)[C@@H](C)CO
9754,C=C1C(=O)OC[C@H]2C(=C[C@@H]3CC(C)(C)C[C@]123)C(=O)O
9755,Cc1ccc(cc1)[C@@H](CCN(Cc1ccc(cc1)OC)C(=O)C)c1ccc(cc1)OC(C)C
9756,C[C@H](C[C@H]([C@@H]1[C@@](O1)(C)[C@@H]1CCC[C@H]1c1cccc(c1)O)O)C1=C2CC[C@H]3[C@@]([C@]2(CC1=O)C)(CC[C@@H]1[C@]3(C[C@H](C(=O)C1(C)C)c1cccc(c1)O)C)C
9757,COC(=O)CCCNC(=O)CC[C@H]1C(=O)Nc2ccccc2C(=O)N1
9758,CCCCC[C@@H](/C=C/C(=C(\C[C@@H](CO)O)/[C@H](CCCCC1(CCCC1)CC(=O)[O-])[NH2+]C[C@](C)(Cc1ccc(cc1)O)O)/CCc1ccccc1)O
9759,C([C@@H]1CNC(=N)N1)[C@@H](C(=O)O)[NH3+]
9760,COc1ccc(cc1)C1CC(=NN1C(=O)COC(=O)C1CCC(=N1)O)c1ccc2ccccc2c1
9761,C(=O)([C@H](Cc1ccccc1)N)OCC
9762,CC(=O)NC[C@@H]1[C@H]([C@H]([C@@H](O1)CC(=O)N1CCN(CC1)c1ccccc1OC)O)O
9763,COc1ccc(cc1)c1ccc(=O)n2c1[C@@H]1C[C@H](C2)CN(C1)C(=O)CCC(=O)[O-]
9764,C(CCCCC(=O)N1CCCC1)C/C=C/c1ccc2c(c1)OCO2
9765,C[C@@H]1CN([C@@H](C)CO)C(=O)c2ccccc2c2ccccc2CO[C@H]1CN(C)C(=Nc1ccc2c(c1)OCO2)O
9766,C[C@@H](CCCCC/C=C/C(=O)CCc1ccc(c(c1)OCCc1ccc(c(c1)Cc1ccc(cc1)[C@@H]([NH3+])N)O)O)O
9767,CC(C)NC(=O)[C@H]1C[N@H+]2CC[C@@H]1C[C@@H]2Cn1cc(nn1)c1ccc(cc1)c1ccccc1
9768,Cc1c2cc3c(cc2oc(=O)c1CC(=O)N(C)[C@@H]1CC[N@H+](CC1)C)OC(CC3)(C)C
9769,CN(CCc1ccccn1)[C@@H]1[C@H]([C@@H]([C@H]2CO[C@@H]1O2)[NH2+]CC1CCCCC1)O
9770,Cc1ccc2c(cc(=O)oc2c1)c1c(c2ccc(cc2o1)OC)C
9771,CO[C@H]1C[C@H](CO)OC(=O)\C=C(C)/C\C=C(C)/CC\C=C\1
9772,C[N@H+]1C[C@H](C[C@H]1c1nc(no1)Cc1ccccc1)NC(=O)Cc1ccc(cc1)OC
