OTU,ESV
Otu12004,esv_15089
Otu12005,esv_15049
Otu12006,esv_15034
Otu12007,esv_15035
Otu12008,esv_15036
Otu12009,esv_15038
Otu12010,esv_15039
Otu12011,esv_15040
Otu12012,esv_15042
Otu12013,esv_15043
Otu12014,esv_15044
Otu12015,esv_15045
Otu12016,esv_15046
Otu12017,esv_15047
Otu12018,esv_15048
Otu12019,esv_15467
Otu12020,esv_15050
Otu12021,esv_15051
Otu12022,esv_15052
Otu12023,esv_15053
Otu12024,esv_15054
Otu12025,esv_15055
Otu12026,esv_15057
Otu12027,esv_15058
Otu12028,esv_15059
Otu12029,esv_15060
Otu12030,esv_15061
Otu12031,esv_15062
Otu12032,esv_15395
Otu12033,esv_15380
Otu12034,esv_15381
Otu12035,esv_15382
Otu12036,esv_15383
Otu12037,esv_15384
Otu12038,esv_15385
Otu12039,esv_15386
Otu12040,esv_15387
Otu12041,esv_15388
Otu12042,esv_15390
Otu12043,esv_15391
Otu12044,esv_15392
Otu12046,esv_15379
Otu12047,esv_15397
Otu12048,esv_15398
Otu12050,esv_15402
Otu12051,esv_15403
Otu12052,esv_15404
Otu12054,esv_15406
Otu12055,esv_15408
Otu12056,esv_15409
Otu12057,esv_15410
Otu12058,esv_15411
Otu12059,esv_15361
Otu12060,esv_15346
Otu12061,esv_15348
Otu12062,esv_15349
Otu12063,esv_15350
Otu12064,esv_15352
Otu12065,esv_15353
Otu12066,esv_15354
Otu12067,esv_15355
Otu12068,esv_15356
Otu12069,esv_15357
Otu12070,esv_15358
Otu12071,esv_15359
Otu12072,esv_15360
Otu12073,esv_15412
Otu12074,esv_15362
Otu12075,esv_15363
Otu12076,esv_15365
Otu12077,esv_15366
Otu12078,esv_15367
Otu12079,esv_15368
Otu12080,esv_15369
Otu12081,esv_15370
Otu12082,esv_15375
Otu12083,esv_15376
Otu12084,esv_15377
Otu12085,esv_15378
Otu12086,esv_15455
Otu12087,esv_15442
Otu12088,esv_15443
Otu12089,esv_15444
Otu12090,esv_15445
Otu12093,esv_15448
Otu12094,esv_15449
Otu12095,esv_15450
Otu12096,esv_15451
Otu12097,esv_15452
Otu12098,esv_15453
Otu12100,esv_15441
Otu12101,esv_15456
Otu12102,esv_15457
Otu12103,esv_15458
Otu12104,esv_15459
Otu12106,esv_15461
Otu12108,esv_15463
Otu12110,esv_15465
Otu12111,esv_15466
Otu12112,esv_15209
Otu12113,esv_15427
Otu12114,esv_15413
Otu12115,esv_15414
Otu12116,esv_15415
Otu12118,esv_15417
Otu12120,esv_15419
Otu12121,esv_15420
Otu12122,esv_15421
Otu12123,esv_15422
Otu12124,esv_15423
Otu12125,esv_15425
Otu12126,esv_15426
Otu12128,esv_15428
Otu12129,esv_15430
Otu12132,esv_15433
Otu12133,esv_15434
Otu12134,esv_15435
Otu12135,esv_15436
Otu12137,esv_15438
Otu12138,esv_15439
Otu12139,esv_15440
Otu12140,esv_15260
Otu12141,esv_15245
Otu12142,esv_15246
Otu12143,esv_15247
Otu12144,esv_15248
Otu12145,esv_15250
Otu12146,esv_15251
Otu12147,esv_15253
Otu12148,esv_15254
Otu12149,esv_15255
Otu12150,esv_15256
Otu12151,esv_15257
Otu12152,esv_15258
Otu12153,esv_15259
Otu12154,esv_15243
Otu12155,esv_15262
Otu12156,esv_15263
Otu12157,esv_15264
Otu12158,esv_15267
Otu12159,esv_15268
Otu12160,esv_15269
Otu12161,esv_15271
Otu12162,esv_15272
Otu12163,esv_15273
Otu12164,esv_15276
Otu12165,esv_15277
Otu12166,esv_15278
Otu12167,esv_15226
Otu12168,esv_15343
Otu12169,esv_15211
Otu12170,esv_15212
Otu12171,esv_15213
Otu12172,esv_15214
Otu12174,esv_15217
Otu12175,esv_15218
Otu12176,esv_15219
Otu12177,esv_15220
Otu12178,esv_15221
Otu12179,esv_15223
Otu12180,esv_15225
Otu12181,esv_15341
Otu12182,esv_15227
Otu12183,esv_15228
Otu12184,esv_15230
Otu12185,esv_15231
Otu12186,esv_15232
Otu12187,esv_15235
Otu12188,esv_15236
Otu12189,esv_15237
Otu12190,esv_15238
Otu12191,esv_15239
Otu12193,esv_15242
Otu12194,esv_15328
Otu12195,esv_15315
Otu12196,esv_15316
Otu12197,esv_15317
Otu12198,esv_15318
Otu12199,esv_15319
Otu12201,esv_15321
Otu12202,esv_15322
Otu12204,esv_15324
Otu12205,esv_15325
Otu12206,esv_15326
Otu12207,esv_15327
Otu12208,esv_15281
Otu12209,esv_15329
Otu12210,esv_15330
Otu12212,esv_15332
Otu12213,esv_15333
Otu12214,esv_15334
Otu12215,esv_15335
Otu12216,esv_15336
Otu12217,esv_15337
Otu12218,esv_15338
Otu12219,esv_15339
Otu12220,esv_15279
Otu12221,esv_15313
Otu12222,esv_15314
Otu12223,esv_15283
Otu12225,esv_15285
Otu12226,esv_15286
Otu12227,esv_15288
Otu12228,esv_15290
Otu12230,esv_15292
Otu12231,esv_15294
Otu12232,esv_15296
Otu12233,esv_15297
Otu12234,esv_15298
Otu12235,esv_15300
Otu12236,esv_15299
Otu12237,esv_15312
Otu12238,esv_15310
Otu12239,esv_15308
Otu12240,esv_15307
Otu12241,esv_15306
Otu12242,esv_15305
Otu12243,esv_15304
Otu12244,esv_15303
Otu12245,esv_15302
Otu12246,esv_15301
Otu12247,esv_16360
Otu12248,esv_16361
Otu12249,esv_16363
Otu12250,esv_16364
Otu12251,esv_16365
Otu12252,esv_16366
Otu12253,esv_16367
Otu12254,esv_16368
Otu12255,esv_16369
Otu12257,esv_16371
Otu12258,esv_16372
Otu12259,esv_16373
Otu12261,esv_16375
Otu12264,esv_16349
Otu12265,esv_16341
Otu12266,esv_16342
Otu12267,esv_16343
Otu12268,esv_16344
Otu12269,esv_16345
Otu12270,esv_16346
Otu12271,esv_16347
Otu12272,esv_16348
Otu12273,esv_16359
Otu12274,esv_16350
Otu12275,esv_16351
Otu12276,esv_16352
Otu12277,esv_16353
Otu12279,esv_16356
Otu12280,esv_16357
Otu12281,esv_16358
Otu12282,esv_16406
Otu12283,esv_16398
Otu12284,esv_16399
Otu12285,esv_16400
Otu12286,esv_16401
Otu12287,esv_16402
Otu12288,esv_16403
Otu12289,esv_16404
Otu12290,esv_16405
Otu12291,esv_16397
Otu12294,esv_16409
Otu12296,esv_16412
Otu12297,esv_16413
Otu12298,esv_16414
Otu12299,esv_16416
Otu12300,esv_16387
Otu12301,esv_16379
Otu12302,esv_16380
Otu12303,esv_16381
Otu12304,esv_16382
Otu12306,esv_16384
Otu12307,esv_16385
Otu12308,esv_16386
Otu12309,esv_16378
Otu12310,esv_16388
Otu12311,esv_16389
Otu12312,esv_16392
Otu12313,esv_16393
Otu12314,esv_16394
Otu12315,esv_16395
Otu12316,esv_16396
Otu12317,esv_16273
Otu12318,esv_16265
Otu12319,esv_16266
Otu12320,esv_16267
Otu12321,esv_16268
Otu12322,esv_16269
Otu12323,esv_16270
Otu12324,esv_16271
Otu12325,esv_16272
Otu12326,esv_16264
Otu12327,esv_16274
Otu12328,esv_16275
Otu12329,esv_16277
Otu12331,esv_16279
Otu12333,esv_16282
Otu12334,esv_16283
Otu12335,esv_16255
Otu12336,esv_16247
Otu12337,esv_16248
Otu12338,esv_16249
Otu12339,esv_16250
Otu12340,esv_16251
Otu12341,esv_16252
Otu12342,esv_16253
Otu12344,esv_16284
Otu12345,esv_16257
Otu12346,esv_16258
Otu12347,esv_16259
Otu12349,esv_16261
Otu12350,esv_16262
Otu12351,esv_16263
Otu12352,esv_16325
Otu12353,esv_16308
Otu12354,esv_16309
Otu12355,esv_16315
Otu12356,esv_16316
Otu12357,esv_16317
Otu12358,esv_16318
Otu12359,esv_16319
Otu12360,esv_16324
Otu12361,esv_16307
Otu12362,esv_16326
Otu12363,esv_16327
Otu12364,esv_16328
Otu12365,esv_16330
Otu12366,esv_16334
Otu12367,esv_16335
Otu12368,esv_16337
Otu12369,esv_16338
Otu12370,esv_16295
Otu12371,esv_16285
Otu12372,esv_16286
Otu12373,esv_16288
Otu12374,esv_16289
Otu12375,esv_16290
Otu12376,esv_16292
Otu12378,esv_16294
Otu12379,esv_16339
Otu12380,esv_16296
Otu12381,esv_16298
Otu12383,esv_16301
Otu12384,esv_16302
Otu12385,esv_16303
Otu12386,esv_16306
Otu12387,esv_16536
Otu12388,esv_16526
Otu12389,esv_16528
Otu12390,esv_16529
Otu12391,esv_16530
Otu12392,esv_16532
Otu12393,esv_16533
Otu12394,esv_16534
Otu12395,esv_16535
Otu12396,esv_16525
Otu12398,esv_16538
Otu12399,esv_16539
Otu12401,esv_16541
Otu12403,esv_16543
Otu12404,esv_16544
Otu12405,esv_16517
Otu12406,esv_16509
Otu12407,esv_16510
Otu12408,esv_16511
Otu12409,esv_16512
Otu12411,esv_16514
Otu12413,esv_16516
Otu12414,esv_16545
Otu12415,esv_16518
Otu12416,esv_16519
Otu12417,esv_16520
Otu12418,esv_16521
Otu12419,esv_16522
Otu12420,esv_16523
Otu12421,esv_16524
Otu12422,esv_16572
Otu12423,esv_16564
Otu12424,esv_16565
Otu12425,esv_16566
Otu12426,esv_16567
Otu12427,esv_16568
Otu12428,esv_16569
Otu12429,esv_16570
Otu12430,esv_16571
Otu12432,esv_16573
Otu12433,esv_16574
Otu12434,esv_16575
Otu12435,esv_16577
Otu12436,esv_16578
Otu12437,esv_16579
Otu12438,esv_16580
Otu12439,esv_16581
Otu12442,esv_16547
Otu12443,esv_16548
Otu12444,esv_16549
Otu12446,esv_16552
Otu12447,esv_16553
Otu12448,esv_16554
Otu12449,esv_16508
Otu12450,esv_16556
Otu12451,esv_16557
Otu12452,esv_16558
Otu12453,esv_16559
Otu12454,esv_16560
Otu12456,esv_16562
Otu12457,esv_16453
Otu12458,esv_16442
Otu12459,esv_16443
Otu12460,esv_16445
Otu12461,esv_16446
Otu12462,esv_16447
Otu12463,esv_16448
Otu12464,esv_16449
Otu12465,esv_16452
Otu12466,esv_16441
Otu12467,esv_16454
Otu12468,esv_16455
Otu12469,esv_16456
Otu12470,esv_16457
Otu12471,esv_16460
Otu12472,esv_16461
Otu12473,esv_16462
Otu12474,esv_16463
Otu12475,esv_16432
Otu12476,esv_16420
Otu12477,esv_16421
Otu12478,esv_16423
Otu12479,esv_16424
Otu12480,esv_16425
Otu12481,esv_16428
Otu12482,esv_16429
Otu12483,esv_16430
Otu12484,esv_16466
Otu12485,esv_16433
Otu12487,esv_16436
Otu12488,esv_16437
Otu12489,esv_16438
Otu12490,esv_16439
Otu12491,esv_16440
Otu12492,esv_16498
Otu12493,esv_16487
Otu12494,esv_16489
Otu12495,esv_16491
Otu12496,esv_16493
Otu12497,esv_16494
Otu12498,esv_16495
Otu12499,esv_16496
Otu12500,esv_16497
Otu12501,esv_16486
Otu12502,esv_16499
Otu12503,esv_16500
Otu12504,esv_16501
Otu12505,esv_16502
Otu12507,esv_16505
Otu12508,esv_16506
Otu12510,esv_16475
Otu12511,esv_16467
Otu12512,esv_16468
Otu12513,esv_16469
Otu12514,esv_16470
Otu12515,esv_16471
Otu12516,esv_16472
Otu12517,esv_16473
Otu12518,esv_16474
Otu12519,esv_16419
Otu12520,esv_16476
Otu12521,esv_16477
Otu12522,esv_16478
Otu12523,esv_16480
Otu12524,esv_16481
Otu12525,esv_16483
Otu12526,esv_16484
Otu12527,esv_16047
Otu12528,esv_16039
Otu12529,esv_16040
Otu12530,esv_16041
Otu12531,esv_16042
Otu12532,esv_16043
Otu12533,esv_16044
Otu12534,esv_16045
Otu12535,esv_16046
Otu12536,esv_16038
Otu12538,esv_16049
Otu12539,esv_16052
Otu12540,esv_16053
Otu12541,esv_16054
Otu12542,esv_16055
Otu12543,esv_16056
Otu12544,esv_16058
Otu12545,esv_16029
Otu12546,esv_16021
Otu12548,esv_16023
Otu12549,esv_16024
Otu12550,esv_16025
Otu12551,esv_16026
Otu12552,esv_16027
Otu12553,esv_16028
Otu12554,esv_16059
Otu12555,esv_16030
Otu12556,esv_16031
Otu12557,esv_16032
Otu12558,esv_16033
Otu12559,esv_16035
Otu12560,esv_16036
Otu12561,esv_16037
Otu12562,esv_16086
Otu12563,esv_16078
Otu12564,esv_16079
Otu12565,esv_16080
Otu12566,esv_16081
Otu12567,esv_16082
Otu12568,esv_16083
Otu12569,esv_16084
Otu12570,esv_16085
Otu12571,esv_16077
Otu12572,esv_16089
Otu12573,esv_16090
Otu12574,esv_16091
Otu12575,esv_16092
Otu12576,esv_16093
Otu12577,esv_16094
Otu12578,esv_16095
Otu12579,esv_16097
Otu12580,esv_16069
Otu12581,esv_16060
Otu12582,esv_16062
Otu12583,esv_16063
Otu12584,esv_16064
Otu12585,esv_16065
Otu12586,esv_16066
Otu12587,esv_16067
Otu12588,esv_16068
Otu12589,esv_16020
Otu12590,esv_16070
Otu12591,esv_16071
Otu12592,esv_16072
Otu12593,esv_16073
Otu12594,esv_16074
Otu12595,esv_16075
Otu12596,esv_16076
Otu12597,esv_15970
Otu12598,esv_15961
Otu12599,esv_15962
Otu12600,esv_15963
Otu12601,esv_15964
Otu12602,esv_15965
Otu12603,esv_15966
Otu12604,esv_15967
Otu12605,esv_15969
Otu12606,esv_15960
Otu12607,esv_15971
Otu12608,esv_15972
Otu12609,esv_15974
Otu12610,esv_15975
Otu12611,esv_15976
Otu12612,esv_15978
Otu12613,esv_15979
Otu12614,esv_15980
Otu12615,esv_15952
Otu12616,esv_16582
Otu12618,esv_15946
Otu12619,esv_15947
Otu12620,esv_15948
Otu12621,esv_15949
Otu12622,esv_15950
Otu12623,esv_15951
Otu12624,esv_15981
Otu12625,esv_15953
Otu12627,esv_15955
Otu12628,esv_15956
Otu12629,esv_15957
Otu12630,esv_15958
Otu12631,esv_15959
Otu12632,esv_16010
Otu12633,esv_16001
Otu12634,esv_16002
Otu12635,esv_16003
Otu12636,esv_16004
Otu12637,esv_16005
Otu12638,esv_16007
Otu12641,esv_16000
Otu12642,esv_16011
Otu12643,esv_16012
Otu12644,esv_16013
Otu12645,esv_16014
Otu12646,esv_16015
Otu12647,esv_16016
Otu12648,esv_16017
Otu12649,esv_16019
Otu12650,esv_15992
Otu12651,esv_15982
Otu12652,esv_15983
Otu12653,esv_15984
Otu12655,esv_15988
Otu12656,esv_15989
Otu12657,esv_15990
Otu12659,esv_16098
Otu12661,esv_15994
Otu12662,esv_15995
Otu12663,esv_15996
Otu12664,esv_15997
Otu12666,esv_15999
Otu12667,esv_16200
Otu12668,esv_16192
Otu12669,esv_16193
Otu12670,esv_16194
Otu12671,esv_16195
Otu12672,esv_16196
Otu12673,esv_16197
Otu12674,esv_16198
Otu12675,esv_16199
Otu12676,esv_16191
Otu12677,esv_16201
Otu12679,esv_16203
Otu12680,esv_16204
Otu12681,esv_16205
Otu12682,esv_16206
Otu12683,esv_16207
Otu12684,esv_16208
Otu12686,esv_16175
Otu12687,esv_16176
Otu12688,esv_16177
Otu12689,esv_16178
Otu12690,esv_16179
Otu12691,esv_16180
Otu12692,esv_16181
Otu12693,esv_16182
Otu12694,esv_16209
Otu12695,esv_16184
Otu12696,esv_16185
Otu12697,esv_16186
Otu12698,esv_16187
Otu12700,esv_16189
Otu12701,esv_16190
Otu12702,esv_16237
Otu12703,esv_16229
Otu12704,esv_16230
Otu12705,esv_16231
Otu12706,esv_16232
Otu12707,esv_16233
Otu12708,esv_16234
Otu12709,esv_16235
Otu12710,esv_16236
Otu12711,esv_16228
Otu12712,esv_16238
Otu12714,esv_16240
Otu12715,esv_16241
Otu12716,esv_16242
Otu12717,esv_16243
Otu12718,esv_16244
Otu12721,esv_16210
Otu12722,esv_16211
Otu12723,esv_16213
Otu12724,esv_16214
Otu12725,esv_16215
Otu12726,esv_16216
Otu12727,esv_16217
Otu12728,esv_16218
Otu12729,esv_16173
Otu12730,esv_16220
Otu12731,esv_16221
Otu12733,esv_16223
Otu12734,esv_16225
Otu12735,esv_16226
Otu12736,esv_16227
Otu12737,esv_16126
Otu12738,esv_16118
Otu12739,esv_16119
Otu12740,esv_16120
Otu12741,esv_16121
Otu12742,esv_16122
Otu12743,esv_16123
Otu12744,esv_16124
Otu12745,esv_16125
Otu12746,esv_16117
Otu12747,esv_16127
Otu12748,esv_16128
Otu12749,esv_16129
Otu12750,esv_16130
Otu12751,esv_16132
Otu12752,esv_16133
Otu12754,esv_16135
Otu12755,esv_16108
Otu12756,esv_16099
Otu12757,esv_16101
Otu12758,esv_16102
Otu12759,esv_16103
Otu12760,esv_16104
Otu12761,esv_16105
Otu12762,esv_16106
Otu12763,esv_16107
Otu12764,esv_16136
Otu12765,esv_16109
Otu12766,esv_16110
Otu12767,esv_16111
Otu12768,esv_16113
Otu12769,esv_16114
Otu12770,esv_16115
Otu12772,esv_16164
Otu12773,esv_16155
Otu12774,esv_16156
Otu12775,esv_16157
Otu12776,esv_16159
Otu12777,esv_16160
Otu12778,esv_16161
Otu12779,esv_16162
Otu12780,esv_16163
Otu12781,esv_16154
Otu12782,esv_16165
Otu12783,esv_16166
Otu12784,esv_16167
Otu12785,esv_16168
Otu12786,esv_16169
Otu12787,esv_16170
Otu12788,esv_16171
Otu12789,esv_16172
Otu12790,esv_16145
Otu12791,esv_16137
Otu12792,esv_16138
Otu12793,esv_16139
Otu12794,esv_16140
Otu12795,esv_16141
Otu12796,esv_16142
Otu12797,esv_16143
Otu12798,esv_16144
Otu12799,esv_16246
Otu12800,esv_16146
Otu12801,esv_16148
Otu12802,esv_16149
Otu12803,esv_16150
Otu12804,esv_16151
Otu12805,esv_16152
Otu12806,esv_16153
Otu12807,esv_16980
Otu12808,esv_16972
Otu12809,esv_16973
Otu12810,esv_16974
Otu12811,esv_16975
Otu12812,esv_16976
Otu12813,esv_16977
Otu12817,esv_16981
Otu12818,esv_16982
Otu12819,esv_16983
Otu12820,esv_16984
Otu12821,esv_16985
Otu12822,esv_16986
Otu12823,esv_16987
Otu12824,esv_16988
Otu12825,esv_16963
Otu12826,esv_16953
Otu12827,esv_16954
Otu12828,esv_16956
Otu12829,esv_16957
Otu12830,esv_16958
Otu12831,esv_16959
Otu12832,esv_16960
Otu12833,esv_16962
Otu12834,esv_16989
Otu12836,esv_16965
Otu12839,esv_16968
Otu12841,esv_16970
Otu12842,esv_17015
Otu12843,esv_17007
Otu12844,esv_17008
Otu12845,esv_17009
Otu12846,esv_17010
Otu12847,esv_17011
Otu12849,esv_17013
Otu12850,esv_17014
Otu12851,esv_17006
Otu12852,esv_17016
Otu12853,esv_17017
Otu12854,esv_17018
Otu12855,esv_17019
Otu12856,esv_17021
Otu12857,esv_17022
Otu12858,esv_17024
Otu12859,esv_17025
Otu12860,esv_16998
Otu12861,esv_16990
Otu12862,esv_16991
Otu12866,esv_16995
Otu12867,esv_16996
Otu12868,esv_16997
Otu12869,esv_16952
Otu12870,esv_16999
Otu12871,esv_17000
Otu12872,esv_17001
Otu12873,esv_17002
Otu12874,esv_17003
Otu12875,esv_17004
Otu12876,esv_17005
Otu12877,esv_16909
Otu12878,esv_16900
Otu12880,esv_16902
Otu12881,esv_16903
Otu12882,esv_16904
Otu12883,esv_16905
Otu12884,esv_16907
Otu12885,esv_16908
Otu12886,esv_16899
Otu12887,esv_16910
Otu12889,esv_16912
Otu12891,esv_16914
Otu12892,esv_16915
Otu12893,esv_16916
Otu12895,esv_16891
Otu12896,esv_16883
Otu12897,esv_16884
Otu12898,esv_16885
Otu12899,esv_16886
Otu12900,esv_16887
Otu12901,esv_16888
Otu12902,esv_16889
Otu12903,esv_16890
Otu12904,esv_16918
Otu12905,esv_16892
Otu12906,esv_16893
Otu12907,esv_16894
Otu12908,esv_16895
Otu12910,esv_16897
Otu12911,esv_16898
Otu12912,esv_16944
Otu12913,esv_16936
Otu12914,esv_16937
Otu12915,esv_16938
Otu12916,esv_16939
Otu12917,esv_16940
Otu12919,esv_16942
Otu12922,esv_16945
Otu12923,esv_16946
Otu12924,esv_16947
Otu12925,esv_16948
Otu12926,esv_16949
Otu12927,esv_16950
Otu12928,esv_16951
Otu12929,esv_16927
Otu12931,esv_16920
Otu12932,esv_16921
Otu12933,esv_16922
Otu12934,esv_16923
Otu12935,esv_16924
Otu12936,esv_16925
Otu12937,esv_16926
Otu12938,esv_17026
Otu12939,esv_16928
Otu12940,esv_16929
Otu12941,esv_16930
Otu12942,esv_16931
Otu12944,esv_16933
Otu12946,esv_17145
Otu12947,esv_17093
Otu12948,esv_17094
Otu12949,esv_17150
Otu12950,esv_17095
Otu12951,esv_17149
Otu12952,esv_17148
Otu12953,esv_17096
Otu12954,esv_17147
Otu12955,esv_17151
Otu12957,esv_17098
Otu12958,esv_17144
Otu12959,esv_17100
Otu12960,esv_17143
Otu12962,esv_17102
Otu12963,esv_17142
Otu12964,esv_17088
Otu12965,esv_17166
Otu12966,esv_17084
Otu12967,esv_17163
Otu12968,esv_17085
Otu12969,esv_17086
Otu12971,esv_17087
Otu12972,esv_17160
Otu12973,esv_17104
Otu12974,esv_17158
Otu12975,esv_17089
Otu12976,esv_17156
Otu12977,esv_17090
Otu12978,esv_17152
Otu12979,esv_17091
Otu12980,esv_17092
Otu12981,esv_17122
Otu12982,esv_17133
Otu12983,esv_17117
Otu12984,esv_17132
Otu12985,esv_17118
Otu12986,esv_17131
Otu12987,esv_17119
Otu12988,esv_17121
Otu12989,esv_17130
Otu12990,esv_17116
Otu12991,esv_17129
Otu12992,esv_17123
Otu12993,esv_17124
Otu12994,esv_17128
Otu12995,esv_17127
Otu12996,esv_17125
Otu12997,esv_17126
Otu12998,esv_17110
Otu12999,esv_17141
Otu13001,esv_17106
Otu13002,esv_17140
Otu13003,esv_17107
Otu13004,esv_17139
Otu13005,esv_17138
Otu13006,esv_17137
Otu13007,esv_17167
Otu13008,esv_17136
Otu13010,esv_17113
Otu13011,esv_17135
Otu13012,esv_17114
Otu13014,esv_17134
Otu13015,esv_17052
Otu13016,esv_17044
Otu13017,esv_17045
Otu13018,esv_17046
Otu13019,esv_17047
Otu13020,esv_17048
Otu13021,esv_17049
Otu13022,esv_17050
Otu13023,esv_17051
Otu13024,esv_17043
Otu13025,esv_17053
Otu13026,esv_17054
Otu13027,esv_17055
Otu13028,esv_17056
Otu13029,esv_17057
Otu13030,esv_17058
Otu13031,esv_17059
Otu13033,esv_17035
Otu13034,esv_17027
Otu13035,esv_17028
Otu13036,esv_17029
Otu13037,esv_17030
Otu13038,esv_17031
Otu13040,esv_17033
Otu13041,esv_17034
Otu13042,esv_17061
Otu13044,esv_17037
Otu13045,esv_17038
Otu13046,esv_17039
Otu13047,esv_17040
Otu13048,esv_17041
Otu13049,esv_17042
Otu13050,esv_17174
Otu13051,esv_17075
Otu13052,esv_17178
Otu13053,esv_17177
Otu13054,esv_17076
Otu13055,esv_17077
Otu13056,esv_17175
Otu13057,esv_17078
Otu13058,esv_17079
Otu13059,esv_17180
Otu13060,esv_17080
Otu13061,esv_17172
Otu13062,esv_17081
Otu13064,esv_17082
Otu13065,esv_17083
Otu13066,esv_17168
Otu13067,esv_17184
Otu13068,esv_17062
Otu13069,esv_17063
Otu13070,esv_17064
Otu13071,esv_17065
Otu13072,esv_17066
Otu13073,esv_17067
Otu13074,esv_17068
Otu13076,esv_16583
Otu13077,esv_17070
Otu13078,esv_17182
Otu13082,esv_17181
Otu13083,esv_17074
Otu13084,esv_16603
Otu13085,esv_16606
Otu13086,esv_16699
Otu13087,esv_16700
Otu13088,esv_16605
Otu13089,esv_16701
Otu13090,esv_16604
Otu13091,esv_16702
Otu13092,esv_16703
Otu13094,esv_16602
Otu13095,esv_16601
Otu13097,esv_16704
Otu13098,esv_16599
Otu13100,esv_16598
Otu13101,esv_16706
Otu13102,esv_16695
Otu13103,esv_16691
Otu13104,esv_16692
Otu13105,esv_16615
Otu13106,esv_16614
Otu13107,esv_16693
Otu13108,esv_16613
Otu13109,esv_16694
Otu13110,esv_16612
Otu13116,esv_16609
Otu13118,esv_16698
Otu13119,esv_16585
Otu13121,esv_16588
Otu13122,esv_16720
Otu13123,esv_16721
Otu13124,esv_16587
Otu13125,esv_16722
Otu13126,esv_16723
Otu13127,esv_16586
Otu13129,esv_16724
Otu13130,esv_16584
Otu13131,esv_16725
Otu13133,esv_16882
Otu13134,esv_16727
Otu13135,esv_16728
Otu13136,esv_16594
Otu13137,esv_16707
Otu13138,esv_16708
Otu13139,esv_16709
Otu13140,esv_16710
Otu13141,esv_16596
Otu13143,esv_16595
Otu13144,esv_16713
Otu13145,esv_16616
Otu13146,esv_16593
Otu13147,esv_16714
Otu13149,esv_16715
Otu13150,esv_16591
Otu13151,esv_16590
Otu13153,esv_16665
Otu13154,esv_16641
Otu13155,esv_16661
Otu13157,esv_16662
Otu13158,esv_16663
Otu13160,esv_16638
Otu13161,esv_16664
Otu13162,esv_16660
Otu13163,esv_16637
Otu13164,esv_16636
Otu13165,esv_16666
Otu13166,esv_16667
Otu13167,esv_16668
Otu13168,esv_16670
Otu13169,esv_16635
Otu13170,esv_16671
Otu13171,esv_16656
Otu13172,esv_16651
Otu13173,esv_16653
Otu13174,esv_16650
Otu13175,esv_16649
Otu13176,esv_16647
Otu13177,esv_16654
Otu13178,esv_16655
Otu13180,esv_16672
Otu13181,esv_16645
Otu13182,esv_16657
Otu13183,esv_16658
Otu13184,esv_16644
Otu13185,esv_16643
Otu13186,esv_16659
Otu13187,esv_16642
Otu13188,esv_16620
Otu13189,esv_16626
Otu13190,esv_16685
Otu13191,esv_16625
Otu13192,esv_16624
Otu13193,esv_16686
Otu13194,esv_16623
Otu13196,esv_16621
Otu13197,esv_16684
Otu13199,esv_16688
Otu13200,esv_16619
Otu13201,esv_16689
Otu13202,esv_16618
Otu13203,esv_16617
Otu13204,esv_16690
Otu13205,esv_16629
Otu13206,esv_16634
Otu13207,esv_16673
Otu13208,esv_16633
Otu13210,esv_16674
Otu13211,esv_16631
Otu13212,esv_16675
Otu13213,esv_16630
Otu13214,esv_16881
Otu13215,esv_16628
Otu13216,esv_16676
Otu13218,esv_16677
Otu13219,esv_16678
Otu13220,esv_16679
Otu13221,esv_16683
Otu13223,esv_16797
Otu13224,esv_16798
Otu13225,esv_16799
Otu13227,esv_16801
Otu13228,esv_16802
Otu13229,esv_16803
Otu13230,esv_16804
Otu13231,esv_16805
Otu13232,esv_16806
Otu13233,esv_16807
Otu13234,esv_16808
Otu13235,esv_16796
Otu13236,esv_16810
Otu13237,esv_16811
Otu13238,esv_16812
Otu13239,esv_16813
Otu13240,esv_16814
Otu13241,esv_16815
Otu13242,esv_16816
Otu13243,esv_16817
Otu13245,esv_16819
Otu13246,esv_16820
Otu13247,esv_16783
Otu13248,esv_16768
Otu13249,esv_16769
Otu13250,esv_16770
Otu13251,esv_16773
Otu13252,esv_16774
Otu13253,esv_16775
Otu13254,esv_16776
Otu13255,esv_16778
Otu13256,esv_16779
Otu13257,esv_16780
Otu13258,esv_16781
Otu13259,esv_16782
Otu13260,esv_16821
Otu13261,esv_16784
Otu13264,esv_16787
Otu13265,esv_16789
Otu13266,esv_16790
Otu13267,esv_16791
Otu13268,esv_16792
Otu13269,esv_16793
Otu13271,esv_16795
Otu13272,esv_16868
Otu13273,esv_16851
Otu13274,esv_16852
Otu13275,esv_16853
Otu13276,esv_16854
Otu13277,esv_16860
Otu13278,esv_16861
Otu13279,esv_16862
Otu13280,esv_16863
Otu13282,esv_16865
Otu13283,esv_16866
Otu13284,esv_16867
Otu13285,esv_16850
Otu13286,esv_16869
Otu13287,esv_16870
Otu13288,esv_16872
Otu13289,esv_16873
Otu13290,esv_16874
Otu13291,esv_16875
Otu13292,esv_16876
Otu13293,esv_16877
Otu13295,esv_16879
Otu13296,esv_16880
Otu13298,esv_16822
Otu13299,esv_16823
Otu13301,esv_16825
Otu13303,esv_16827
Otu13305,esv_16830
Otu13306,esv_16831
Otu13307,esv_16832
Otu13308,esv_16833
