ESV,Doman,Phylum,Class,Order,Family,Genus,,,,,
esv_10701,Bacteria(100),Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_unclassified,,,,,
esv_19850,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_5658,Bacteria(100),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,,,,,
esv_18322,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,
esv_18482,Bacteria(100),Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Captivus,,,,,
esv_11336,Bacteria(100),Gemmatimonadetes,PAUC43f_marine_benthic_group,PAUC43f_marine_benthic_group_or,PAUC43f_marine_benthic_group_fa,PAUC43f_marine_benthic_group_ge,,,,,
esv_19107,Archaea(100),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_10333,Bacteria(100),Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,uncultured,,,,,
esv_668,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_13286,Bacteria(100),Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,,,,,
esv_14424,Archaea(100),Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge,,,,,
esv_15516,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,,,,,
esv_7474,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_18945,Archaea(100),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_5787,Bacteria(98),Planctomycetes,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,,,,,
esv_12855,Bacteria(92),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_11477,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_6440,Bacteria(100),Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,,,,,
esv_10255,Bacteria(100),Firmicutes,Bacilli,Bacillales,Bacillales_unclassified,Bacillales_unclassified,,,,,
esv_1037,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,,,,
esv_14955,Bacteria(100),Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,,,,,
esv_850,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,,,,
esv_7055,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,,,,,
esv_8220,Bacteria(98),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_1012,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_13663,Bacteria(100),Chloroflexi,JG30-KF-CM66,JG30-KF-CM66_or,JG30-KF-CM66_fa,JG30-KF-CM66_ge,,,,,
esv_5467,Bacteria(100),Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,
esv_7693,Bacteria(100),Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexaceae_unclassified,,,,,
esv_6484,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,,,,
esv_8250,Bacteria(100),Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_fa,SAR86_clade_ge,,,,,
esv_18846,Bacteria(89),Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,,,,,
esv_5123,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales_unclassified,Flavobacteriales_unclassified,,,,,
esv_1970,Bacteria(100),Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,,,,,
esv_4399,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,,,,,
esv_8577,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaeraceae_unclassified,,,,,
esv_11158,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,,,,,
esv_260,Bacteria(100),Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,uncultured,,,,,
esv_14832,Bacteria(99),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,,,,
esv_16797,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,S25-593_ge,,,,,
esv_1627,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium,,,,,
esv_19842,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,,,,,
esv_14881,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_unclassified,,,,,
esv_10279,Bacteria(100),Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,,,,
esv_10734,Bacteria(100),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_17769,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,,,,,
esv_15898,Bacteria(100),Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter,,,,,
esv_9520,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,,,,
esv_10961,Bacteria(100),Proteobacteria,Deltaproteobacteria,PB19,PB19_fa,PB19_ge,,,,,
esv_13087,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_2787,Bacteria(100),Proteobacteria,Deltaproteobacteria,PB19,PB19_fa,PB19_ge,,,,,
esv_13480,Bacteria(100),Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,Hydrogenedensaceae_ge,,,,,
esv_10639,Bacteria(100),Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,
esv_18921,Bacteria(99),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_13367,Archaea(100),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_1687,Bacteria(100),Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,,,,
esv_20229,Bacteria(100),Planctomycetes,OM190,OM190_or,OM190_fa,OM190_ge,,,,,
esv_17851,Bacteria(99),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_19091,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_4196,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_15032,Bacteria(100),Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionales_unclassified,Micavibrionales_unclassified,,,,,
esv_16835,Archaea(100),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_16317,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Nitrincolaceae_unclassified,,,,,
esv_10405,Bacteria(99),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_8389,Bacteria(100),Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,,,,
esv_13886,Bacteria(100),Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,,,,,
esv_11911,Bacteria(100),Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,,,,
esv_5892,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,,,,
esv_2683,Bacteria(100),Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,,,,
esv_16496,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Chroococcidiopsis_PCC-6712,,,,,
esv_17930,Bacteria(100),Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobotulus,,,,,
esv_4138,Bacteria(100),Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacteraceae_ge,,,,,
esv_11251,Bacteria(100),Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11_clade_unclassified,,,,,
esv_19642,Bacteria(100),Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,,,,,
esv_14109,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_16036,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_unclassified,,,,,
esv_10770,Bacteria(100),Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,,,,,
esv_6739,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,,,,,
esv_20485,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,,,,,
esv_15651,Bacteria(100),Cyanobacteria,Melainabacteria,Gastranaerophilales,Gastranaerophilales_fa,Gastranaerophilales_ge,,,,,
esv_8919,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_unclassified,Rhizobiales_unclassified,,,,,
esv_9832,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Pelagibacterium,,,,,
esv_11592,Archaea(100),Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriales_unclassified,Halobacteriales_unclassified,,,,,
esv_10993,Bacteria(100),Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,PS1_clade_ge,,,,,
esv_13769,Bacteria(100),Planctomycetes,Phycisphaerae,MSBL9,SG8-4,SG8-4_ge,,,,,
esv_5666,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,,,,,
esv_4999,Bacteria(99),Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,,,,,
esv_2534,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Trichodesmium_IMS101,,,,,
esv_2917,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,
esv_11485,Bacteria(100),Proteobacteria,Deltaproteobacteria,NB1-j,NB1-j_fa,NB1-j_ge,,,,,
esv_20475,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,,,,,
esv_6873,Bacteria(99),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_1486,Bacteria(100),Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,,,,
esv_15115,Bacteria(100),Patescibacteria,Gracilibacteria,Gracilibacteria_unclassified,Gracilibacteria_unclassified,Gracilibacteria_unclassified,,,,,
esv_11348,Bacteria(100),Gemmatimonadetes,BD2-11_terrestrial_group,BD2-11_terrestrial_group_or,BD2-11_terrestrial_group_fa,BD2-11_terrestrial_group_ge,,,,,
esv_19932,Bacteria(99),Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,,,,,
esv_18517,Bacteria(100),Proteobacteria,Deltaproteobacteria,Myxococcales,PS-B29,PS-B29_ge,,,,,
esv_434,Bacteria(100),Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II_ge,,,,,
esv_17499,Archaea(95),Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,,,,,
esv_20050,Archaea(88),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_9255,Bacteria(100),Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,,,,,
esv_2438,Bacteria(100),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified,,,,,
esv_14462,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_10280,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_ge,,,,,
esv_9373,Bacteria(100),Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,100),,,,100)
esv_17716,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,,,,,
esv_881,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_15490,Bacteria(100),Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,,,,,
esv_10597,Bacteria(100),Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,,,,,
esv_9727,Bacteria(100),Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,,,,,
esv_9663,Bacteria(99),Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritaleaceae_unclassified,,,,,
esv_6194,Bacteria(100),Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,
esv_15523,Bacteria(99),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_20063,Bacteria(94),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_14928,Bacteria(100),Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,,,,,
esv_3207,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,,,,,
esv_15599,Bacteria(99),Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,,,,,
esv_8532,Bacteria(100),Planctomycetes,Pla3_lineage,Pla3_lineage_or,Pla3_lineage_fa,Pla3_lineage_ge,,,,,
esv_7646,Bacteria(100),Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinimicrobium,,,,,
esv_5856,Bacteria(100),Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,,,,
esv_4659,Bacteria(100),Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,,,,,
esv_3829,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,,,,,
esv_12602,Bacteria(100),Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularcula,,,,,
esv_8617,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_3240,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia,,,,,
esv_3268,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gramella,,,,,
esv_12626,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02_marine_group,,,,,
esv_6252,Bacteria(100),Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,,,,,
esv_15613,Bacteria(100),Proteobacteria,Deltaproteobacteria,NB1-j,NB1-j_fa,NB1-j_ge,,,,,
esv_20120,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group,,,,,
esv_6133,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,,,,,
esv_6430,Archaea(100),Euryarchaeota,Thermoplasmata,Marine_Group_III,Marine_Group_III_fa,Marine_Group_III_ge,,,,,
esv_4013,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_14130,Bacteria(100),Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,,,,,
esv_9085,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,,,,,
esv_7633,Bacteria(100),Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,100),,,,100)
esv_2963,Bacteria(100),Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,MWH-UniP1_aquatic_group,,,,,
esv_19861,Bacteria(100),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_15965,Bacteria(99),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,,,,,
esv_19863,Bacteria(98),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_15409,Bacteria(100),Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,,,,
esv_16677,Bacteria(100),Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,,,,,
esv_4219,Bacteria(100),Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrionaceae_unclassified,,,,,
esv_12900,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_211,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,,,,
esv_17044,Bacteria(100),Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,,,,,
esv_1961,Bacteria(100),Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,100),,,,100)
esv_12551,Bacteria(100),Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,,,,,
esv_12476,Bacteria(98),Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,,,,,
esv_10443,Bacteria(98),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_1893,Bacteria(100),Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,
esv_930,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,,,,,
esv_18931,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_830,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,,,,,
esv_7069,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,,,,,
esv_10892,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter,,,,,
esv_6788,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,,,,
esv_1977,Bacteria(100),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified,,,,,
esv_2039,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,,,,,
esv_17995,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_3929,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,,,,,
esv_15623,Bacteria(100),Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,,,,,
esv_18891,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_13193,Bacteria(100),Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,,,,
esv_15560,Bacteria(100),Planctomycetes,BD7-11,BD7-11_or,BD7-11_fa,BD7-11_ge,,,,,
esv_2791,Bacteria(100),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,
esv_8359,Bacteria(100),Margulisbacteria,Margulisbacteria_cl,Margulisbacteria_or,Margulisbacteria_fa,Margulisbacteria_ge,,,,,
esv_15836,Bacteria(100),Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,,,,,
esv_493,Archaea(100),Euryarchaeota,Thermoplasmata,Marine_Group_II,Marine_Group_II_fa,Marine_Group_II_ge,,,,,
esv_13485,Bacteria(100),Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,,,,,
esv_8972,Bacteria(99),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_16914,Bacteria(100),Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,uncultured,,,,,
esv_12405,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,,,,,
esv_12197,Bacteria(98),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_8816,Bacteria(99),Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiales_unclassified,Chlamydiales_unclassified,,,,,
esv_18668,Bacteria(100),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,,,,,
esv_17437,Archaea(98),Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,,,,,
esv_3673,Bacteria(100),Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularculaceae_unclassified,,,,,
esv_8982,Bacteria(100),Planctomycetes,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,,,,,
esv_513,Bacteria(100),Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,Marinimicrobia_,100),,,,100)
esv_19963,Bacteria(100),Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,,,,,
esv_10170,Bacteria(100),Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Tanticharoenia,,,,,
esv_19614,Bacteria(100),Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,
esv_9200,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_19181,Bacteria(100),Cyanobacteria,Oxyphotobacteria,Nostocales,Cyanobacteriaceae,Symphothece_PCC-7002,,,,,
esv_20161,Bacteria(97),Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,,,,,
esv_3550,Bacteria(100),Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacteraceae_unclassified,,,,,
esv_7313,Bacteria(100),Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,,,,,
esv_3654,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,,,,
esv_19900,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured,,,,,
esv_17429,Bacteria(98),Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,,,,,
esv_16907,Bacteria(93),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_18613,Bacteria(100),Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,,,,,
esv_1482,Bacteria(100),Proteobacteria,Deltaproteobacteria,SAR324_clade,SAR324_clade,SAR324_clade,100),,,,100)
esv_4072,Bacteria(100),Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified,,,,,
esv_15346,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_20316,Bacteria(97),Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,,,,,
esv_9977,Bacteria(100),Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacteriaceae_unclassified,,,,,
esv_10890,Bacteria(100),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,,,,,
esv_5050,Bacteria(100),Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,,,,,
esv_19220,Bacteria(100),Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured,,,,,
