Tree#,Groups,WScore
1,ABC_005_v1-ABC_070_v1,0.602255
1,ABC_006-ABC_070_v1,0.585384
1,ABC_006_v1-ABC_070_v1,0.59038
1,ABC_007-ABC_070_v1,0.594185
1,ABC_007_v1-ABC_070_v1,0.582885
1,ABC_008-ABC_070_v1,0.585427
1,ABC_008_v1-ABC_070_v1,0.582241
1,ABC_009-ABC_070_v1,0.611272
1,ABC_009_v1-ABC_070_v1,0.609636
1,ABC_010-ABC_070_v1,0.516436
1,ABC_010_v1-ABC_070_v1,0.518906
1,ABC_011-ABC_070_v1,0.528611
1,ABC_011_v1-ABC_070_v1,0.533346
1,ABC_012-ABC_070_v1,0.562731
1,ABC_012_v1-ABC_070_v1,0.564437
1,ABC_013-ABC_070_v1,0.566738
1,ABC_013_v1-ABC_070_v1,0.56844
1,ABC_014-ABC_070_v1,0.528499
1,ABC_014_v1-ABC_070_v1,0.5361
1,ABC_015-ABC_070_v1,0.515873
1,ABC_015_v1-ABC_070_v1,0.522837
1,ABC_016-ABC_070_v1,0.550962
1,ABC_016_v1-ABC_070_v1,0.552889
1,ABC_017-ABC_070_v1,0.594958
1,ABC_017_v1-ABC_070_v1,0.607009
1,ABC_018-ABC_070_v1,0.552454
1,ABC_018_v1-ABC_070_v1,0.534882
1,ABC_055-ABC_070_v1,0.401971
1,ABC_055_v1-ABC_070_v1,0.327102
1,ABC_056-ABC_070_v1,0.378848
1,ABC_056_v1-ABC_070_v1,0.362035
1,ABC_057-ABC_070_v1,0.295305
1,ABC_057_v1-ABC_070_v1,0.314536
1,ABC_059-ABC_070_v1,0.360507
1,ABC_059_v1-ABC_070_v1,0.481131
1,ABC_060-ABC_070_v1,0.377202
1,ABC_060_v1-ABC_070_v1,0.383348
1,ABC_061-ABC_070_v1,0.221925
1,ABC_061_v1-ABC_070_v1,0.236035
1,ABC_062-ABC_070_v1,0.33955
1,ABC_062_v1-ABC_070_v1,0.249077
1,ABC_063-ABC_070_v1,0.205744
1,ABC_063_v1-ABC_070_v1,0.240782
1,ABC_064-ABC_070_v1,0.417048
1,ABC_064_v1-ABC_070_v1,0.423643
1,ABC_065-ABC_070_v1,0.429086
1,ABC_065_v1-ABC_070_v1,0.393932
1,ABC_066-ABC_070_v1,0.422913
1,ABC_066_v1-ABC_070_v1,0.389734
1,ABC_067-ABC_070_v1,0.326887
1,ABC_067_v1-ABC_070_v1,0.34624
1,ABC_068-ABC_070_v1,0.327823
1,ABC_068_v1-ABC_070_v1,0.331533
1,ABC_069-ABC_070_v1,0.317501
1,ABC_069_v1-ABC_070_v1,0.317552
1,ABC_070-ABC_070_v1,0.080995
1,A1_a_T00-ABC_071,0.56103
1,A1_a_T00_v1-ABC_071,0.584907
1,A1_a_T36-ABC_071,0.407127
1,A1_a_T36_v1-ABC_071,0.440003
1,A1_c_T00-ABC_071,0.545769
1,A1_c_T00_v1-ABC_071,0.530974
1,A1_c_T36-ABC_071,0.437035
1,A1_c_T36_v1-ABC_071,0.446708
1,A1_w_T00-ABC_071,0.573172
1,A1_w_T00_v1-ABC_071,0.558455
1,A1_w_T36-ABC_071,0.529563
1,A1_w_T36_v1-ABC_071,0.496798
1,A1_x_T00-ABC_071,0.642173
1,A1_x_T00_v1-ABC_071,0.630799
1,A1_x_T_48-ABC_071,0.700714
1,A1_x_T_48_v1-ABC_071,0.680218
1,A2_a_T00-ABC_071,0.610637
1,A2_a_T00_v1-ABC_071,0.618826
1,A2_a_T36-ABC_071,0.386149
1,A2_a_T36_v1-ABC_071,0.415354
1,A2_c_T00-ABC_071,0.574377
1,A2_c_T00_v1-ABC_071,0.590028
1,A2_c_T36-ABC_071,0.434006
1,A2_c_T36_v1-ABC_071,0.372512
1,A2_w_T00-ABC_071,0.610673
1,A2_w_T00_v1-ABC_071,0.596399
1,A2_w_T36-ABC_071,0.471333
1,A2_w_T36_v1-ABC_071,0.470868
1,A2_x_T00-ABC_071,0.683428
1,A2_x_T00_v1-ABC_071,0.66384
1,A2_x_T_48-ABC_071,0.75136
1,A2_x_T_48_v1-ABC_071,0.760345
1,A3_a_T00-ABC_071,0.531289
1,A3_a_T00_v1-ABC_071,0.544121
1,A3_a_T36-ABC_071,0.444962
1,A3_a_T36_v1-ABC_071,0.465758
1,A3_c_T00-ABC_071,0.508296
1,A3_c_T00_v1-ABC_071,0.475429
1,A3_c_T36-ABC_071,0.475818
1,A3_c_T36_v1-ABC_071,0.48459
1,A3_w_T00-ABC_071,0.549681
1,A3_w_T00_v1-ABC_071,0.550832
1,A3_w_T36-ABC_071,0.527992
1,A3_w_T36_v1-ABC_071,0.524959
1,A3_x_T00-ABC_071,0.650428
1,A3_x_T00_v1-ABC_071,0.633101
1,A3_x_T_48-ABC_071,0.697541
1,A3_x_T_48_v1-ABC_071,0.711882
1,ABC_001-ABC_071,0.648513
1,ABC_001_v1-ABC_071,0.635205
1,ABC_002-ABC_071,0.631259
1,ABC_002_v1-ABC_071,0.631661
1,ABC_003-ABC_071,0.63299
1,ABC_003_v1-ABC_071,0.624805
1,ABC_005-ABC_071,0.652481
1,ABC_005_v1-ABC_071,0.652172
1,ABC_006-ABC_071,0.634627
1,ABC_006_v1-ABC_071,0.637534
1,ABC_007-ABC_071,0.643834
1,ABC_007_v1-ABC_071,0.631611
1,ABC_008-ABC_071,0.634163
1,ABC_008_v1-ABC_071,0.630646
1,ABC_009-ABC_071,0.658685
1,ABC_009_v1-ABC_071,0.655207
1,ABC_010-ABC_071,0.512039
1,ABC_010_v1-ABC_071,0.515961
1,ABC_011-ABC_071,0.552819
1,ABC_011_v1-ABC_071,0.565162
1,ABC_012-ABC_071,0.61174
1,ABC_012_v1-ABC_071,0.615104
1,ABC_013-ABC_071,0.614727
1,ABC_013_v1-ABC_071,0.616327
1,ABC_014-ABC_071,0.559162
1,ABC_014_v1-ABC_071,0.564949
1,ABC_015-ABC_071,0.510627
1,ABC_015_v1-ABC_071,0.515984
1,ABC_016-ABC_071,0.596065
1,ABC_016_v1-ABC_071,0.599047
1,ABC_017-ABC_071,0.642615
1,ABC_017_v1-ABC_071,0.656099
1,ABC_018-ABC_071,0.595691
1,ABC_018_v1-ABC_071,0.579488
1,ABC_055-ABC_071,0.447063
1,ABC_055_v1-ABC_071,0.296948
1,ABC_056-ABC_071,0.355666
1,ABC_056_v1-ABC_071,0.341859
1,ABC_057-ABC_071,0.27354
1,ABC_057_v1-ABC_071,0.289929
1,ABC_059-ABC_071,0.324142
1,ABC_059_v1-ABC_071,0.443926
1,ABC_060-ABC_071,0.337151
1,ABC_060_v1-ABC_071,0.333052
1,ABC_061-ABC_071,0.246485
1,ABC_061_v1-ABC_071,0.246894
1,ABC_062-ABC_071,0.357638
1,ABC_062_v1-ABC_071,0.255085
1,ABC_063-ABC_071,0.218147
1,ABC_063_v1-ABC_071,0.180075
1,ABC_064-ABC_071,0.429341
1,ABC_064_v1-ABC_071,0.427758
1,ABC_065-ABC_071,0.401657
1,ABC_065_v1-ABC_071,0.350404
1,ABC_066-ABC_071,0.382724
1,ABC_066_v1-ABC_071,0.353959
1,ABC_067-ABC_071,0.281419
1,ABC_067_v1-ABC_071,0.294826
1,ABC_068-ABC_071,0.30101
1,ABC_068_v1-ABC_071,0.310036
1,ABC_069-ABC_071,0.308307
1,ABC_069_v1-ABC_071,0.306894
1,ABC_070-ABC_071,0.188005
1,ABC_070_v1-ABC_071,0.162683
1,A1_a_T00-ABC_071_v1,0.551747
1,A1_a_T00_v1-ABC_071_v1,0.577938
1,A1_a_T36-ABC_071_v1,0.399648
1,A1_a_T36_v1-ABC_071_v1,0.432297
1,A1_c_T00-ABC_071_v1,0.53712
1,A1_c_T00_v1-ABC_071_v1,0.521416
1,A1_c_T36-ABC_071_v1,0.431974
1,A1_c_T36_v1-ABC_071_v1,0.442295
1,A1_w_T00-ABC_071_v1,0.56378
1,A1_w_T00_v1-ABC_071_v1,0.551269
1,A1_w_T36-ABC_071_v1,0.522016
1,A1_w_T36_v1-ABC_071_v1,0.491538
1,A1_x_T00-ABC_071_v1,0.634786
1,A1_x_T00_v1-ABC_071_v1,0.622939
1,A1_x_T_48-ABC_071_v1,0.692893
1,A1_x_T_48_v1-ABC_071_v1,0.673965
1,A2_a_T00-ABC_071_v1,0.60044
1,A2_a_T00_v1-ABC_071_v1,0.609525
1,A2_a_T36-ABC_071_v1,0.388319
1,A2_a_T36_v1-ABC_071_v1,0.409019
1,A2_c_T00-ABC_071_v1,0.565069
1,A2_c_T00_v1-ABC_071_v1,0.579171
1,A2_c_T36-ABC_071_v1,0.428699
1,A2_c_T36_v1-ABC_071_v1,0.375783
1,A2_w_T00-ABC_071_v1,0.601255
1,A2_w_T00_v1-ABC_071_v1,0.586429
1,A2_w_T36-ABC_071_v1,0.460896
1,A2_w_T36_v1-ABC_071_v1,0.459918
1,A2_x_T00-ABC_071_v1,0.674765
1,A2_x_T00_v1-ABC_071_v1,0.656799
1,A2_x_T_48-ABC_071_v1,0.743562
1,A2_x_T_48_v1-ABC_071_v1,0.754723
1,A3_a_T00-ABC_071_v1,0.524582
1,A3_a_T00_v1-ABC_071_v1,0.537299
1,A3_a_T36-ABC_071_v1,0.438717
1,A3_a_T36_v1-ABC_071_v1,0.458129
1,A3_c_T00-ABC_071_v1,0.498702
1,A3_c_T00_v1-ABC_071_v1,0.465638
1,A3_c_T36-ABC_071_v1,0.474045
1,A3_c_T36_v1-ABC_071_v1,0.482994
1,A3_w_T00-ABC_071_v1,0.541091
1,A3_w_T00_v1-ABC_071_v1,0.542465
1,A3_w_T36-ABC_071_v1,0.516303
1,A3_w_T36_v1-ABC_071_v1,0.513925
1,A3_x_T00-ABC_071_v1,0.644112
1,A3_x_T00_v1-ABC_071_v1,0.624954
1,A3_x_T_48-ABC_071_v1,0.691601
1,A3_x_T_48_v1-ABC_071_v1,0.70405
1,ABC_001-ABC_071_v1,0.642746
1,ABC_001_v1-ABC_071_v1,0.624652
1,ABC_002-ABC_071_v1,0.620923
1,ABC_002_v1-ABC_071_v1,0.623784
1,ABC_003-ABC_071_v1,0.623935
1,ABC_003_v1-ABC_071_v1,0.614727
1,ABC_005-ABC_071_v1,0.64629
1,ABC_005_v1-ABC_071_v1,0.646976
1,ABC_006-ABC_071_v1,0.625433
1,ABC_006_v1-ABC_071_v1,0.631099
1,ABC_007-ABC_071_v1,0.636734
1,ABC_007_v1-ABC_071_v1,0.622596
1,ABC_008-ABC_071_v1,0.624409
1,ABC_008_v1-ABC_071_v1,0.620411
1,ABC_009-ABC_071_v1,0.649481
1,ABC_009_v1-ABC_071_v1,0.647005
1,ABC_010-ABC_071_v1,0.503749
1,ABC_010_v1-ABC_071_v1,0.507864
1,ABC_011-ABC_071_v1,0.545896
1,ABC_011_v1-ABC_071_v1,0.559343
1,ABC_012-ABC_071_v1,0.606709
1,ABC_012_v1-ABC_071_v1,0.608767
1,ABC_013-ABC_071_v1,0.607522
1,ABC_013_v1-ABC_071_v1,0.607219
1,ABC_014-ABC_071_v1,0.552858
1,ABC_014_v1-ABC_071_v1,0.555571
1,ABC_015-ABC_071_v1,0.501356
1,ABC_015_v1-ABC_071_v1,0.508248
1,ABC_016-ABC_071_v1,0.587762
1,ABC_016_v1-ABC_071_v1,0.588234
1,ABC_017-ABC_071_v1,0.633577
1,ABC_017_v1-ABC_071_v1,0.646457
1,ABC_018-ABC_071_v1,0.585611
1,ABC_018_v1-ABC_071_v1,0.571079
1,ABC_055-ABC_071_v1,0.454467
1,ABC_055_v1-ABC_071_v1,0.298533
1,ABC_056-ABC_071_v1,0.348418
1,ABC_056_v1-ABC_071_v1,0.336956
1,ABC_057-ABC_071_v1,0.275372
1,ABC_057_v1-ABC_071_v1,0.292364
1,ABC_059-ABC_071_v1,0.324348
1,ABC_059_v1-ABC_071_v1,0.441713
1,ABC_060-ABC_071_v1,0.329904
1,ABC_060_v1-ABC_071_v1,0.323996
1,ABC_061-ABC_071_v1,0.231614
1,ABC_061_v1-ABC_071_v1,0.234563
1,ABC_062-ABC_071_v1,0.34191
1,ABC_062_v1-ABC_071_v1,0.239082
1,ABC_063-ABC_071_v1,0.228789
1,ABC_063_v1-ABC_071_v1,0.189947
1,ABC_064-ABC_071_v1,0.420316
1,ABC_064_v1-ABC_071_v1,0.419733
1,ABC_065-ABC_071_v1,0.393402
1,ABC_065_v1-ABC_071_v1,0.348361
1,ABC_066-ABC_071_v1,0.380988
1,ABC_066_v1-ABC_071_v1,0.352401
1,ABC_067-ABC_071_v1,0.281055
1,ABC_067_v1-ABC_071_v1,0.293187
1,ABC_068-ABC_071_v1,0.297312
1,ABC_068_v1-ABC_071_v1,0.29826
1,ABC_069-ABC_071_v1,0.300275
1,ABC_069_v1-ABC_071_v1,0.303219
1,ABC_070-ABC_071_v1,0.196666
1,ABC_070_v1-ABC_071_v1,0.168709
1,ABC_071-ABC_071_v1,0.057073
1,A1_a_T00-ABC_072,0.756269
1,A1_a_T00_v1-ABC_072,0.773518
1,A1_a_T36-ABC_072,0.719925
1,A1_a_T36_v1-ABC_072,0.733547
1,A1_c_T00-ABC_072,0.735953
1,A1_c_T00_v1-ABC_072,0.727752
1,A1_c_T36-ABC_072,0.742105
1,A1_c_T36_v1-ABC_072,0.749066
1,A1_w_T00-ABC_072,0.748121
1,A1_w_T00_v1-ABC_072,0.743711
1,A1_w_T36-ABC_072,0.768651
1,A1_w_T36_v1-ABC_072,0.757071
1,A1_x_T00-ABC_072,0.782177
1,A1_x_T00_v1-ABC_072,0.772665
1,A1_x_T_48-ABC_072,0.818901
1,A1_x_T_48_v1-ABC_072,0.808406
1,A2_a_T00-ABC_072,0.775385
1,A2_a_T00_v1-ABC_072,0.773657
1,A2_a_T36-ABC_072,0.721256
1,A2_a_T36_v1-ABC_072,0.733116
1,A2_c_T00-ABC_072,0.739596
1,A2_c_T00_v1-ABC_072,0.744123
1,A2_c_T36-ABC_072,0.73193
1,A2_c_T36_v1-ABC_072,0.711912
1,A2_w_T00-ABC_072,0.763209
1,A2_w_T00_v1-ABC_072,0.759324
1,A2_w_T36-ABC_072,0.767966
1,A2_w_T36_v1-ABC_072,0.765581
1,A2_x_T00-ABC_072,0.80296
1,A2_x_T00_v1-ABC_072,0.79717
1,A2_x_T_48-ABC_072,0.838816
1,A2_x_T_48_v1-ABC_072,0.844165
1,A3_a_T00-ABC_072,0.710931
1,A3_a_T00_v1-ABC_072,0.725875
1,A3_a_T36-ABC_072,0.731908
1,A3_a_T36_v1-ABC_072,0.733089
1,A3_c_T00-ABC_072,0.676905
1,A3_c_T00_v1-ABC_072,0.654343
1,A3_c_T36-ABC_072,0.725656
1,A3_c_T36_v1-ABC_072,0.731127
1,A3_w_T00-ABC_072,0.710712
1,A3_w_T00_v1-ABC_072,0.708837
1,A3_w_T36-ABC_072,0.742205
1,A3_w_T36_v1-ABC_072,0.742059
1,A3_x_T00-ABC_072,0.773268
1,A3_x_T00_v1-ABC_072,0.773523
1,A3_x_T_48-ABC_072,0.800318
1,A3_x_T_48_v1-ABC_072,0.80606
1,ABC_001-ABC_072,0.80931
1,ABC_001_v1-ABC_072,0.80132
1,ABC_002-ABC_072,0.792281
1,ABC_002_v1-ABC_072,0.805064
1,ABC_003-ABC_072,0.800564
1,ABC_003_v1-ABC_072,0.801266
1,ABC_005-ABC_072,0.80947
1,ABC_005_v1-ABC_072,0.800233
1,ABC_006-ABC_072,0.799508
1,ABC_006_v1-ABC_072,0.802449
1,ABC_007-ABC_072,0.808894
1,ABC_007_v1-ABC_072,0.802696
1,ABC_008-ABC_072,0.805638
1,ABC_008_v1-ABC_072,0.800702
1,ABC_009-ABC_072,0.823494
1,ABC_009_v1-ABC_072,0.822524
1,ABC_010-ABC_072,0.659781
1,ABC_010_v1-ABC_072,0.663113
1,ABC_011-ABC_072,0.69813
1,ABC_011_v1-ABC_072,0.703092
1,ABC_012-ABC_072,0.758047
1,ABC_012_v1-ABC_072,0.751905
1,ABC_013-ABC_072,0.779413
1,ABC_013_v1-ABC_072,0.783947
1,ABC_014-ABC_072,0.710215
1,ABC_014_v1-ABC_072,0.709474
1,ABC_015-ABC_072,0.66024
1,ABC_015_v1-ABC_072,0.660032
1,ABC_016-ABC_072,0.757609
1,ABC_016_v1-ABC_072,0.757748
1,ABC_017-ABC_072,0.811818
1,ABC_017_v1-ABC_072,0.814697
1,ABC_018-ABC_072,0.759385
1,ABC_018_v1-ABC_072,0.754299
1,ABC_055-ABC_072,0.769076
1,ABC_055_v1-ABC_072,0.506862
1,ABC_056-ABC_072,0.523659
1,ABC_056_v1-ABC_072,0.522653
1,ABC_057-ABC_072,0.500338
1,ABC_057_v1-ABC_072,0.4999
1,ABC_059-ABC_072,0.435694
1,ABC_059_v1-ABC_072,0.505259
1,ABC_060-ABC_072,0.505221
1,ABC_060_v1-ABC_072,0.504937
1,ABC_061-ABC_072,0.558216
1,ABC_061_v1-ABC_072,0.557328
1,ABC_062-ABC_072,0.563618
1,ABC_062_v1-ABC_072,0.546674
1,ABC_063-ABC_072,0.579951
1,ABC_063_v1-ABC_072,0.550266
1,ABC_064-ABC_072,0.649391
1,ABC_064_v1-ABC_072,0.630782
1,ABC_065-ABC_072,0.530065
1,ABC_065_v1-ABC_072,0.540345
1,ABC_066-ABC_072,0.454496
1,ABC_066_v1-ABC_072,0.451408
1,ABC_067-ABC_072,0.52366
1,ABC_067_v1-ABC_072,0.523711
1,ABC_068-ABC_072,0.539415
1,ABC_068_v1-ABC_072,0.537098
1,ABC_069-ABC_072,0.540543
1,ABC_069_v1-ABC_072,0.546579
1,ABC_070-ABC_072,0.532404
1,ABC_070_v1-ABC_072,0.52174
1,ABC_071-ABC_072,0.457614
1,ABC_071_v1-ABC_072,0.453261
1,A1_a_T00-ABC_072_v1,0.74603
1,A1_a_T00_v1-ABC_072_v1,0.76173
1,A1_a_T36-ABC_072_v1,0.711003
1,A1_a_T36_v1-ABC_072_v1,0.724143
1,A1_c_T00-ABC_072_v1,0.722593
1,A1_c_T00_v1-ABC_072_v1,0.715484
1,A1_c_T36-ABC_072_v1,0.733131
1,A1_c_T36_v1-ABC_072_v1,0.740922
1,A1_w_T00-ABC_072_v1,0.736124
1,A1_w_T00_v1-ABC_072_v1,0.73042
1,A1_w_T36-ABC_072_v1,0.758279
1,A1_w_T36_v1-ABC_072_v1,0.746716
1,A1_x_T00-ABC_072_v1,0.772491
1,A1_x_T00_v1-ABC_072_v1,0.761432
1,A1_x_T_48-ABC_072_v1,0.80888
1,A1_x_T_48_v1-ABC_072_v1,0.79844
1,A2_a_T00-ABC_072_v1,0.765372
1,A2_a_T00_v1-ABC_072_v1,0.76309
1,A2_a_T36-ABC_072_v1,0.710175
1,A2_a_T36_v1-ABC_072_v1,0.723374
1,A2_c_T00-ABC_072_v1,0.727941
1,A2_c_T00_v1-ABC_072_v1,0.73153
1,A2_c_T36-ABC_072_v1,0.724171
1,A2_c_T36_v1-ABC_072_v1,0.704169
1,A2_w_T00-ABC_072_v1,0.75154
1,A2_w_T00_v1-ABC_072_v1,0.747135
1,A2_w_T36-ABC_072_v1,0.757225
1,A2_w_T36_v1-ABC_072_v1,0.757051
1,A2_x_T00-ABC_072_v1,0.795275
1,A2_x_T00_v1-ABC_072_v1,0.786315
1,A2_x_T_48-ABC_072_v1,0.834334
1,A2_x_T_48_v1-ABC_072_v1,0.842071
1,A3_a_T00-ABC_072_v1,0.701984
1,A3_a_T00_v1-ABC_072_v1,0.713349
1,A3_a_T36-ABC_072_v1,0.722565
1,A3_a_T36_v1-ABC_072_v1,0.723249
1,A3_c_T00-ABC_072_v1,0.665276
1,A3_c_T00_v1-ABC_072_v1,0.641263
1,A3_c_T36-ABC_072_v1,0.718491
1,A3_c_T36_v1-ABC_072_v1,0.724257
1,A3_w_T00-ABC_072_v1,0.697626
1,A3_w_T00_v1-ABC_072_v1,0.694966
1,A3_w_T36-ABC_072_v1,0.731414
1,A3_w_T36_v1-ABC_072_v1,0.731086
1,A3_x_T00-ABC_072_v1,0.763524
1,A3_x_T00_v1-ABC_072_v1,0.76174
1,A3_x_T_48-ABC_072_v1,0.793913
1,A3_x_T_48_v1-ABC_072_v1,0.79985
1,ABC_001-ABC_072_v1,0.800511
1,ABC_001_v1-ABC_072_v1,0.79153
1,ABC_002-ABC_072_v1,0.78231
1,ABC_002_v1-ABC_072_v1,0.795577
1,ABC_003-ABC_072_v1,0.791418
1,ABC_003_v1-ABC_072_v1,0.791111
1,ABC_005-ABC_072_v1,0.800339
1,ABC_005_v1-ABC_072_v1,0.790926
1,ABC_006-ABC_072_v1,0.790305
1,ABC_006_v1-ABC_072_v1,0.792787
1,ABC_007-ABC_072_v1,0.799225
1,ABC_007_v1-ABC_072_v1,0.79265
1,ABC_008-ABC_072_v1,0.795913
1,ABC_008_v1-ABC_072_v1,0.791281
1,ABC_009-ABC_072_v1,0.813693
1,ABC_009_v1-ABC_072_v1,0.812308
1,ABC_010-ABC_072_v1,0.649285
1,ABC_010_v1-ABC_072_v1,0.653271
1,ABC_011-ABC_072_v1,0.688464
1,ABC_011_v1-ABC_072_v1,0.693645
1,ABC_012-ABC_072_v1,0.749144
1,ABC_012_v1-ABC_072_v1,0.743716
1,ABC_013-ABC_072_v1,0.769636
1,ABC_013_v1-ABC_072_v1,0.773344
1,ABC_014-ABC_072_v1,0.700443
1,ABC_014_v1-ABC_072_v1,0.700647
1,ABC_015-ABC_072_v1,0.649448
1,ABC_015_v1-ABC_072_v1,0.651435
1,ABC_016-ABC_072_v1,0.747401
1,ABC_016_v1-ABC_072_v1,0.74818
1,ABC_017-ABC_072_v1,0.803048
1,ABC_017_v1-ABC_072_v1,0.804725
1,ABC_018-ABC_072_v1,0.749701
1,ABC_018_v1-ABC_072_v1,0.744455
1,ABC_055-ABC_072_v1,0.759355
1,ABC_055_v1-ABC_072_v1,0.492974
1,ABC_056-ABC_072_v1,0.510324
1,ABC_056_v1-ABC_072_v1,0.509863
1,ABC_057-ABC_072_v1,0.489745
1,ABC_057_v1-ABC_072_v1,0.486144
1,ABC_059-ABC_072_v1,0.425767
1,ABC_059_v1-ABC_072_v1,0.500016
1,ABC_060-ABC_072_v1,0.493287
1,ABC_060_v1-ABC_072_v1,0.493439
1,ABC_061-ABC_072_v1,0.551412
1,ABC_061_v1-ABC_072_v1,0.551929
1,ABC_062-ABC_072_v1,0.553147
1,ABC_062_v1-ABC_072_v1,0.538941
1,ABC_063-ABC_072_v1,0.56953
1,ABC_063_v1-ABC_072_v1,0.539798
1,ABC_064-ABC_072_v1,0.637965
1,ABC_064_v1-ABC_072_v1,0.6195
1,ABC_065-ABC_072_v1,0.519203
1,ABC_065_v1-ABC_072_v1,0.525478
1,ABC_066-ABC_072_v1,0.448001
1,ABC_066_v1-ABC_072_v1,0.4444
1,ABC_067-ABC_072_v1,0.510102
1,ABC_067_v1-ABC_072_v1,0.51143
1,ABC_068-ABC_072_v1,0.527145
1,ABC_068_v1-ABC_072_v1,0.524381
1,ABC_069-ABC_072_v1,0.529227
1,ABC_069_v1-ABC_072_v1,0.535571
1,ABC_070-ABC_072_v1,0.522284
1,ABC_070_v1-ABC_072_v1,0.512879
1,ABC_071-ABC_072_v1,0.446401
1,ABC_071_v1-ABC_072_v1,0.446046
1,ABC_072-ABC_072_v1,0.037132
1,A1_a_T00-ABC_MOC_B,0.262674
1,A1_a_T00_v1-ABC_MOC_B,0.233996
1,A1_a_T36-ABC_MOC_B,0.444942
1,A1_a_T36_v1-ABC_MOC_B,0.401167
1,A1_c_T00-ABC_MOC_B,0.284142
1,A1_c_T00_v1-ABC_MOC_B,0.308039
1,A1_c_T36-ABC_MOC_B,0.425928
1,A1_c_T36_v1-ABC_MOC_B,0.432268
1,A1_w_T00-ABC_MOC_B,0.27974
1,A1_w_T00_v1-ABC_MOC_B,0.303708
1,A1_w_T36-ABC_MOC_B,0.404736
1,A1_w_T36_v1-ABC_MOC_B,0.443929
1,A1_x_T00-ABC_MOC_B,0.267216
1,A1_x_T00_v1-ABC_MOC_B,0.267134
1,A1_x_T_48-ABC_MOC_B,0.468909
1,A1_x_T_48_v1-ABC_MOC_B,0.427255
1,A2_a_T00-ABC_MOC_B,0.190573
1,A2_a_T00_v1-ABC_MOC_B,0.197946
1,A2_a_T36-ABC_MOC_B,0.478609
1,A2_a_T36_v1-ABC_MOC_B,0.442584
1,A2_c_T00-ABC_MOC_B,0.235972
1,A2_c_T00_v1-ABC_MOC_B,0.230421
1,A2_c_T36-ABC_MOC_B,0.491838
1,A2_c_T36_v1-ABC_MOC_B,0.542008
1,A2_w_T00-ABC_MOC_B,0.264481
1,A2_w_T00_v1-ABC_MOC_B,0.27241
1,A2_w_T36-ABC_MOC_B,0.419878
1,A2_w_T36_v1-ABC_MOC_B,0.441817
1,A2_x_T00-ABC_MOC_B,0.257862
1,A2_x_T00_v1-ABC_MOC_B,0.255428
1,A2_x_T_48-ABC_MOC_B,0.435788
1,A2_x_T_48_v1-ABC_MOC_B,0.435613
1,A3_a_T00-ABC_MOC_B,0.288295
1,A3_a_T00_v1-ABC_MOC_B,0.269261
1,A3_a_T36-ABC_MOC_B,0.437106
1,A3_a_T36_v1-ABC_MOC_B,0.404859
1,A3_c_T00-ABC_MOC_B,0.312991
1,A3_c_T00_v1-ABC_MOC_B,0.356813
1,A3_c_T36-ABC_MOC_B,0.415791
1,A3_c_T36_v1-ABC_MOC_B,0.421247
1,A3_w_T00-ABC_MOC_B,0.300721
1,A3_w_T00_v1-ABC_MOC_B,0.337118
1,A3_w_T36-ABC_MOC_B,0.421148
1,A3_w_T36_v1-ABC_MOC_B,0.416073
1,A3_x_T00-ABC_MOC_B,0.289834
1,A3_x_T00_v1-ABC_MOC_B,0.288138
1,A3_x_T_48-ABC_MOC_B,0.406518
1,A3_x_T_48_v1-ABC_MOC_B,0.422886
1,ABC_001-ABC_MOC_B,0.095872
1,ABC_001_v1-ABC_MOC_B,0.080506
1,ABC_002-ABC_MOC_B,0.072408
1,ABC_002_v1-ABC_MOC_B,0.091918
1,ABC_003-ABC_MOC_B,0.077973
1,ABC_003_v1-ABC_MOC_B,0.084187
1,ABC_005-ABC_MOC_B,0.110805
1,ABC_005_v1-ABC_MOC_B,0.103571
1,ABC_006-ABC_MOC_B,0.090216
1,ABC_006_v1-ABC_MOC_B,0.076096
1,ABC_007-ABC_MOC_B,0.083899
1,ABC_007_v1-ABC_MOC_B,0.098597
1,ABC_008-ABC_MOC_B,0.079945
1,ABC_008_v1-ABC_MOC_B,0.08089
1,ABC_009-ABC_MOC_B,0.104415
1,ABC_009_v1-ABC_MOC_B,0.093991
1,ABC_010-ABC_MOC_B,0.211237
1,ABC_010_v1-ABC_MOC_B,0.217205
1,ABC_011-ABC_MOC_B,0.139006
1,ABC_011_v1-ABC_MOC_B,0.13232
1,ABC_012-ABC_MOC_B,0.117678
1,ABC_012_v1-ABC_MOC_B,0.128614
1,ABC_013-ABC_MOC_B,0.080093
1,ABC_013_v1-ABC_MOC_B,0.076659
1,ABC_014-ABC_MOC_B,0.132875
1,ABC_014_v1-ABC_MOC_B,0.1333
1,ABC_015-ABC_MOC_B,0.210736
1,ABC_015_v1-ABC_MOC_B,0.191527
1,ABC_016-ABC_MOC_B,0.081636
1,ABC_016_v1-ABC_MOC_B,0.086459
1,ABC_017-ABC_MOC_B,0.090787
1,ABC_017_v1-ABC_MOC_B,0.073087
1,ABC_018-ABC_MOC_B,0.081741
1,ABC_018_v1-ABC_MOC_B,0.08837
1,ABC_055-ABC_MOC_B,0.367109
1,ABC_055_v1-ABC_MOC_B,0.564953
1,ABC_056-ABC_MOC_B,0.569381
1,ABC_056_v1-ABC_MOC_B,0.578877
1,ABC_057-ABC_MOC_B,0.558462
1,ABC_057_v1-ABC_MOC_B,0.564349
