"","rep(abund.nosub.asv$ASV, times = 3)","adjusted_pval","Treatment","l2fc","Mean_Abundance","significant","OTUNumber","Doman","Phylum","Class","Order","Family","Genus","Genus_OTU","Family_Genus_OTU","Family_OTU","significant1","fontface","l2fcSE"
"81","Otu00299",0.394042970793938,"Heated",1.51808464016692,325.333333333333,"N","Otu00299","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00299","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00299","Rhodobacteraceae_Otu00299","N","plain",0.906763635091985
"82","Otu00301",0.964754625671379,"Heated",-0.163637701319151,371.333333333333,"N","Otu00301","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","uncultured","uncultured_Otu00301","Alteromonadaceae_uncultured_Otu00301","Alteromonadaceae_Otu00301","N","plain",1.31225495740163
"83","Otu00308",0.754235590843411,"Heated",-1.03514008952565,145.666666666667,"N","Otu00308","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00308","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00308","Rhodobacteraceae_Otu00308","N","plain",1.23986653284187
"84","Otu00313",0.630828189253863,"Heated",1.90617254705927,166.666666666667,"N","Otu00313","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","Tenacibaculum_Otu00313","Flavobacteriaceae_Tenacibaculum_Otu00313","Flavobacteriaceae_Otu00313","N","plain",1.61122018521465
"85","Otu00322",9.99530409333427e-07,"Heated",21.1571875454146,66.6666666666667,"Y","Otu00322","Bacteria(100)","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_Otu00322","Saprospiraceae_uncultured_Otu00322","Saprospiraceae_Otu00322","Y","bold",3.75181855187328
"86","Otu00327",NA,"Heated",7.30921904031,53.6666666666667,NA,"Otu00327","Archaea(100)","Euryarchaeota","Thermoplasmata","Marine_Group_II","Marine_Group_II_fa","Marine_Group_II_ge","Marine_Group_II_ge_Otu00327","Marine_Group_II_fa_Marine_Group_II_ge_Otu00327","Marine_Group_II_fa_Otu00327","Y","bold",3.23661601782738
"87","Otu00334",NA,"Heated",1.74773824667919,81.6666666666667,NA,"Otu00334","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00334","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00334","Rhodobacteraceae_Otu00334","N","plain",2.75086009998189
"88","Otu00335",0.754235590843411,"Heated",-1.56659093645996,87.3333333333333,"N","Otu00335","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio_Otu00335","Vibrionaceae_Vibrio_Otu00335","Vibrionaceae_Otu00335","N","plain",1.9056393440613
"89","Otu00348",0.694187979966963,"Heated",-1.84195073398478,191,"N","Otu00348","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","OM43_clade","OM43_clade_Otu00348","Methylophilaceae_OM43_clade_Otu00348","Methylophilaceae_Otu00348","N","plain",1.83113767892681
"90","Otu00356",NA,"Heated",-0.811486114371887,48.3333333333333,NA,"Otu00356","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia","Labrenzia_Otu00356","Stappiaceae_Labrenzia_Otu00356","Stappiaceae_Otu00356","N","plain",1.91782195459727
"91","Otu00368",0.529882713450168,"Heated",0.927914583552922,605.666666666667,"N","Otu00368","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00368","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00368","Alteromonadaceae_Otu00368","Y","bold",0.693922162031951
"92","Otu00370",0.831499602038384,"Heated",-0.589664892938321,99.3333333333333,"N","Otu00370","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00370","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00370","Alteromonadaceae_Otu00370","N","plain",1.20143338857797
"93","Otu00387",0.801719645996,"Heated",-0.986600880187946,87.6666666666667,"N","Otu00387","Bacteria(98)","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified_Otu00387","Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Otu00387","Alphaproteobacteria_unclassified_Otu00387","N","plain",1.34454181350871
"94","Otu00389",0.754235590843411,"Heated",-0.986070747844971,120.333333333333,"N","Otu00389","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00389","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00389","Rhodobacteraceae_Otu00389","N","plain",1.20344467375974
"95","Otu00395",NA,"Heated",-1.0625724917756,54.6666666666667,NA,"Otu00395","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00395","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00395","Rhodobacteraceae_Otu00395","N","plain",1.39773325844612
"96","Otu00397",0.754235590843411,"Heated",1.34901064166399,160.333333333333,"N","Otu00397","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00397","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00397","Alteromonadaceae_Otu00397","N","plain",1.51112184425943
"97","Otu00404",0.81361820285532,"Heated",-1.18663604655904,115,"N","Otu00404","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria","Ruegeria_Otu00404","Rhodobacteraceae_Ruegeria_Otu00404","Rhodobacteraceae_Otu00404","N","plain",1.92759222326539
"98","Otu00410",0.520083181479845,"Heated",-1.99181764153086,75.6666666666667,"N","Otu00410","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Kordia","Kordia_Otu00410","Flavobacteriaceae_Kordia_Otu00410","Flavobacteriaceae_Otu00410","Y","bold",1.4402931900169
"99","Otu00419",NA,"Heated",-1.15817310642265,47.3333333333333,NA,"Otu00419","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola","Litoricola_Otu00419","Litoricolaceae_Litoricola_Otu00419","Litoricolaceae_Otu00419","Y","bold",2.46391030039225
"100","Otu00420",0.994359490717906,"Heated",0.0463783006467004,150.333333333333,"N","Otu00420","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea","Thalassotalea_Otu00420","Colwelliaceae_Thalassotalea_Otu00420","Colwelliaceae_Otu00420","N","plain",1.18814420721449
"101","Otu00423",NA,"Heated",0.115212144070476,58.3333333333333,NA,"Otu00423","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00423","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00423","Rhodobacteraceae_Otu00423","N","plain",2.5815601876341
"102","Otu00445",0.912357600361936,"Heated",-0.704275997696394,143,"N","Otu00445","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00445","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00445","Rhodobacteraceae_Otu00445","N","plain",1.89129349131619
"103","Otu00449",0.925138722998714,"Heated",0.299264729061927,49.3333333333333,"N","Otu00449","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00449","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00449","Alteromonadaceae_Otu00449","N","plain",0.887545211147827
"104","Otu00455",NA,"Heated",-0.864354569683004,30.6666666666667,NA,"Otu00455","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00455","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00455","Rhodobacteraceae_Otu00455","N","plain",1.09287325872894
"105","Otu00457",0.805203849623125,"Heated",-1.19548344846369,0,"N","Otu00457","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00457","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00457","Rhodobacteraceae_Otu00457","Y","bold",1.77073002360878
"106","Otu00458",0.801719645996,"Heated",-1.2974710759442,131.333333333333,"N","Otu00458","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00458","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00458","Alteromonadaceae_Otu00458","N","plain",1.85583945340121
"107","Otu00476",NA,"Heated",-0.575482223334209,0,NA,"Otu00476","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00476","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00476","Rhodobacteraceae_Otu00476","Y","bold",2.87947878729077
"108","Otu00480",0.495010006291892,"Heated",2.22280848958143,61.6666666666667,"N","Otu00480","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","Phaeocystidibacter","Phaeocystidibacter_Otu00480","Cryomorphaceae_Phaeocystidibacter_Otu00480","Cryomorphaceae_Otu00480","Y","bold",1.52079812952211
"109","Otu00481",0.886837658711771,"Heated",-0.394421712858916,160,"N","Otu00481","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea","Thalassotalea_Otu00481","Colwelliaceae_Thalassotalea_Otu00481","Colwelliaceae_Otu00481","N","plain",0.963210996834315
"110","Otu00499",0.964754625671379,"Heated",-0.278903440274428,161.333333333333,"N","Otu00499","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00499","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00499","Rhodobacteraceae_Otu00499","N","plain",1.97938680906908
"111","Otu00500",0.81361820285532,"Heated",-0.744598102016034,72.6666666666667,"N","Otu00500","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00500","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00500","Rhodobacteraceae_Otu00500","N","plain",1.23688388014577
"112","Otu00507",NA,"Heated",-1.45995230627085,31.3333333333333,NA,"Otu00507","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00507","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00507","Rhodobacteraceae_Otu00507","N","plain",2.51700801096575
"113","Otu00508",NA,"Heated",-0.553298188150604,39.3333333333333,NA,"Otu00508","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified_Otu00508","Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Otu00508","Alphaproteobacteria_unclassified_Otu00508","N","plain",3.44434747232071
"114","Otu00511",0.495010006291892,"Heated",3.28358140589376,44,"N","Otu00511","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea","Amphritea_Otu00511","Nitrincolaceae_Amphritea_Otu00511","Nitrincolaceae_Otu00511","N","plain",2.2331124633903
"116","Otu00571",0.0879191023435898,"Heated",-8.75211934641431,64.6666666666667,"N","Otu00571","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60","OM60_Otu00571","Halieaceae_OM60_Otu00571","Halieaceae_Otu00571","N","plain",3.42114374067358
"117","Otu00585",0.964754625671379,"Heated",-0.451260271483279,62.3333333333333,"N","Otu00585","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00585","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00585","Rhodobacteraceae_Otu00585","N","plain",3.14167418546679
"118","Otu00589",0.630828189253863,"Heated",2.63057395533722,71.3333333333333,"N","Otu00589","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea","Amphritea_Otu00589","Nitrincolaceae_Amphritea_Otu00589","Nitrincolaceae_Otu00589","N","plain",2.22778333094656
"119","Otu00590",NA,"Heated",0.40543834512318,91.3333333333333,NA,"Otu00590","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","uncultured","uncultured_Otu00590","Nitrincolaceae_uncultured_Otu00590","Nitrincolaceae_Otu00590","N","plain",2.19611013239999
"120","Otu00604",NA,"Heated",-1.31885931365896,60,NA,"Otu00604","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","Terasakiella","Terasakiella_Otu00604","Terasakiellaceae_Terasakiella_Otu00604","Terasakiellaceae_Otu00604","N","plain",1.97000355889308
"121","Otu00610",NA,"Heated",-0.140661879068606,53.3333333333333,NA,"Otu00610","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00610","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00610","Rhodobacteraceae_Otu00610","N","plain",1.994358105038
"122","Otu00626",NA,"Heated",-2.06767493998036,24,NA,"Otu00626","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","Neptuniibacter_Otu00626","Nitrincolaceae_Neptuniibacter_Otu00626","Nitrincolaceae_Otu00626","N","plain",3.21621740498262
"123","Otu00649",0.0652333153910873,"Heated",1.98575629574901,242.666666666667,"N","Otu00649","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea","Thalassotalea_Otu00649","Colwelliaceae_Thalassotalea_Otu00649","Colwelliaceae_Otu00649","Y","bold",0.739512662760276
"124","Otu00660",NA,"Heated",22.9796012824812,21.6666666666667,NA,"Otu00660","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea","Amphritea_Otu00660","Nitrincolaceae_Amphritea_Otu00660","Nitrincolaceae_Otu00660","N","plain",4.32955794927009
"125","Otu00664",0.815007118878175,"Heated",0.719394995241739,156.666666666667,"N","Otu00664","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","Aestuariibacter_Otu00664","Alteromonadaceae_Aestuariibacter_Otu00664","Alteromonadaceae_Otu00664","N","plain",1.2642683559117
"126","Otu00682",NA,"Heated",-1.12541110475596,38.3333333333333,NA,"Otu00682","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified","Nitrincolaceae_unclassified_Otu00682","Nitrincolaceae_Nitrincolaceae_unclassified_Otu00682","Nitrincolaceae_Otu00682","N","plain",3.39147381154136
"127","Otu00686",0.964754625671379,"Heated",0.234367550772022,6.33333333333333,"N","Otu00686","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas_Otu00686","Alteromonadaceae_Alteromonas_Otu00686","Alteromonadaceae_Otu00686","Y","bold",1.59018266484261
"128","Otu00687",NA,"Heated",-0.444662120445989,32.3333333333333,NA,"Otu00687","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00687","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00687","Rhodobacteraceae_Otu00687","N","plain",1.43969097075241
"129","Otu00721",0.831499602038384,"Heated",1.2491271623382,208.333333333333,"N","Otu00721","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Psychrosphaera","Psychrosphaera_Otu00721","Pseudoalteromonadaceae_Psychrosphaera_Otu00721","Pseudoalteromonadaceae_Otu00721","N","plain",2.50479146882581
"130","Otu00731",NA,"Heated",-0.798814699259521,37.3333333333333,NA,"Otu00731","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Marinobacterium","Marinobacterium_Otu00731","Nitrincolaceae_Marinobacterium_Otu00731","Nitrincolaceae_Otu00731","N","plain",1.52004920332036
"131","Otu00734",8.03846294729855e-20,"Heated",24.0914513371958,54.6666666666667,"Y","Otu00734","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00734","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00734","Alteromonadaceae_Otu00734","Y","bold",2.50545373059287
"132","Otu00746",NA,"Heated",-1.39908328807605,38.3333333333333,NA,"Otu00746","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00746","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00746","Alteromonadaceae_Otu00746","N","plain",1.93182465614038
"133","Otu00754",NA,"Heated",-1.27878989271653,34,NA,"Otu00754","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","Aestuariibacter_Otu00754","Alteromonadaceae_Aestuariibacter_Otu00754","Alteromonadaceae_Otu00754","N","plain",2.59244590285867
"134","Otu00801",0.815007118878175,"Heated",1.1342442690216,34,"N","Otu00801","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00801","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00801","Alteromonadaceae_Otu00801","N","plain",2.01517130288922
"135","Otu00802",0.82510050111837,"Heated",1.32808254272266,184.333333333333,"N","Otu00802","Bacteria(100)","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","OM27_clade_Otu00802","Bdellovibrionaceae_OM27_clade_Otu00802","Bdellovibrionaceae_Otu00802","Y","bold",2.48058660625006
"136","Otu00818",0.992631231719637,"Heated",0.0678401996958201,85.3333333333333,"N","Otu00818","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00818","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00818","Alteromonadaceae_Otu00818","N","plain",1.30988059722305
"137","Otu00823",NA,"Heated",8.23986551438737,75,NA,"Otu00823","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas_Otu00823","Pseudoalteromonadaceae_Pseudoalteromonas_Otu00823","Pseudoalteromonadaceae_Otu00823","Y","bold",3.13274200882344
"138","Otu00847",NA,"Heated",-1.04902936264578,15,NA,"Otu00847","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00847","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00847","Rhodobacteraceae_Otu00847","N","plain",3.11547245766258
"139","Otu00853",0.00679851183462581,"Heated",9.5194466402134,210.666666666667,"Y","Otu00853","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas_Otu00853","Pseudoalteromonadaceae_Pseudoalteromonas_Otu00853","Pseudoalteromonadaceae_Otu00853","Y","bold",2.74437614381399
"140","Otu00862",0.925138722998714,"Heated",0.438495526653351,96,"N","Otu00862","Bacteria(100)","Bacteroidetes","Bacteroidia","Cytophagales","Flammeovirgaceae","Flammeovirga","Flammeovirga_Otu00862","Flammeovirgaceae_Flammeovirga_Otu00862","Flammeovirgaceae_Otu00862","N","plain",1.33883170062237
"141","Otu00886",NA,"Heated",22.9361291571072,42.6666666666667,NA,"Otu00886","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas_Otu00886","Alteromonadaceae_Alteromonas_Otu00886","Alteromonadaceae_Otu00886","N","plain",3.76101664058327
"142","Otu00894",0.994640118470695,"Heated",0.045681145960117,53.6666666666667,"N","Otu00894","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00894","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00894","Alteromonadaceae_Otu00894","N","plain",1.93466689879586
"143","Otu00897",0.815007118878175,"Heated",-0.710344499056111,88.3333333333333,"N","Otu00897","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00897","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00897","Alteromonadaceae_Otu00897","N","plain",1.23736105057868
"144","Otu00988",NA,"Heated",-0.635906093638579,35.3333333333333,NA,"Otu00988","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00988","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00988","Rhodobacteraceae_Otu00988","N","plain",1.96615912530295
"145","Otu01012",NA,"Heated",-0.587225751435452,60.6666666666667,NA,"Otu01012","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu01012","Alteromonadaceae_Alteromonadaceae_unclassified_Otu01012","Alteromonadaceae_Otu01012","Y","bold",1.70725584892759
"146","Otu01023",NA,"Heated",-0.687436129125664,46.6666666666667,NA,"Otu01023","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu01023","Alteromonadaceae_Alteromonadaceae_unclassified_Otu01023","Alteromonadaceae_Otu01023","Y","bold",1.71851879997721
"147","Otu01024",0.938363746846218,"Heated",0.765916877819074,66.6666666666667,"N","Otu01024","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Catenovulum","Catenovulum_Otu01024","Alteromonadaceae_Catenovulum_Otu01024","Alteromonadaceae_Otu01024","N","plain",2.61893062328642
"148","Otu01027",NA,"Heated",-1.88838927043673,27,NA,"Otu01027","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu01027","Alteromonadaceae_Alteromonadaceae_unclassified_Otu01027","Alteromonadaceae_Otu01027","N","plain",3.29108452585822
"149","Otu01139",NA,"Heated",-1.74138946570386,59.6666666666667,NA,"Otu01139","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","Aestuariibacter_Otu01139","Alteromonadaceae_Aestuariibacter_Otu01139","Alteromonadaceae_Otu01139","N","plain",2.03991757579494
"150","Otu01153",0.964754625671379,"Heated",-0.387924019139582,40.3333333333333,"N","Otu01153","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonadaceae_unclassified","Pseudoalteromonadaceae_unclassified_Otu01153","Pseudoalteromonadaceae_Pseudoalteromonadaceae_unclassified_Otu01153","Pseudoalteromonadaceae_Otu01153","N","plain",2.55042575281955
"151","Otu01163",NA,"Heated",-0.847271951866651,41.3333333333333,NA,"Otu01163","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Agaribacter","Agaribacter_Otu01163","Alteromonadaceae_Agaribacter_Otu01163","Alteromonadaceae_Otu01163","N","plain",2.54032980317668
"152","Otu01224",1.56648943195621e-06,"Heated",9.84717597443972,46,"Y","Otu01224","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas_Otu01224","Pseudoalteromonadaceae_Pseudoalteromonas_Otu01224","Pseudoalteromonadaceae_Otu01224","Y","bold",1.7936180807954
"153","Otu01258",NA,"Heated",-2.30137801411562,13.6666666666667,NA,"Otu01258","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Agaribacter","Agaribacter_Otu01258","Alteromonadaceae_Agaribacter_Otu01258","Alteromonadaceae_Otu01258","N","plain",3.07409104022237
"154","Otu01285",0.962586824592977,"Heated",-0.493397894228072,50.3333333333333,"N","Otu01285","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonadaceae_unclassified","Pseudoalteromonadaceae_unclassified_Otu01285","Pseudoalteromonadaceae_Pseudoalteromonadaceae_unclassified_Otu01285","Pseudoalteromonadaceae_Otu01285","N","plain",2.0118843400947
"155","Otu01296",0.000856946669370848,"Heated",10.0439419620154,43.6666666666667,"Y","Otu01296","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas_Otu01296","Pseudoalteromonadaceae_Pseudoalteromonas_Otu01296","Pseudoalteromonadaceae_Otu01296","Y","bold",2.45832196426837
"156","Otu01307",NA,"Heated",1.72080512412166,53.6666666666667,NA,"Otu01307","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Umboniibacter","Umboniibacter_Otu01307","Cellvibrionaceae_Umboniibacter_Otu01307","Cellvibrionaceae_Otu01307","N","plain",1.93400689629221
"157","Otu01459",NA,"Heated",0,82.3333333333333,NA,"Otu01459","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified","Flavobacteriaceae_unclassified_Otu01459","Flavobacteriaceae_Flavobacteriaceae_unclassified_Otu01459","Flavobacteriaceae_Otu01459","N","plain",4.1445392330966
"158","Otu01581",NA,"Heated",-0.193417166644684,26,NA,"Otu01581","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu01581","Alteromonadaceae_Alteromonadaceae_unclassified_Otu01581","Alteromonadaceae_Otu01581","N","plain",2.66722102761284
