"","rep(abund.nosub.asv$ASV, times = 3)","adjusted_pval","Treatment","l2fc","Mean_Abundance","significant","OTUNumber","Doman","Phylum","Class","Order","Family","Genus","Genus_OTU","Family_Genus_OTU","Family_OTU","significant1","fontface","l2fcSE"
"159","Otu01761",NA,"Heated",-6.42425871668122,18,NA,"Otu01761","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured_Otu01761","Cryomorphaceae_uncultured_Otu01761","Cryomorphaceae_Otu01761","N","plain",4.40912520072155
"161","Otu00002",0.000834697227476572,"Bleached",1.46897061957481,12266.6666666667,"Y","Otu00002","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas_Otu00002","Alteromonadaceae_Alteromonas_Otu00002","Alteromonadaceae_Otu00002","Y","bold",0.353792608899645
"162","Otu00003",0.584715200704211,"Bleached",-0.838694392541585,10271.3333333333,"N","Otu00003","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured_Otu00003","Cryomorphaceae_uncultured_Otu00003","Cryomorphaceae_Otu00003","N","plain",0.621165156195887
"163","Otu00004",0.931170819571604,"Bleached",0.139659224762404,3680.33333333333,"N","Otu00004","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11_Otu00004","Rhodobacteraceae_HIMB11_Otu00004","Rhodobacteraceae_Otu00004","N","plain",0.414004106373516
"165","Otu00006",0.931170819571604,"Bleached",-0.216909828501009,1826.33333333333,"N","Otu00006","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","NS5_marine_group_Otu00006","Flavobacteriaceae_NS5_marine_group_Otu00006","Flavobacteriaceae_Otu00006","N","plain",0.645140207923497
"166","Otu00007",0.717557413171621,"Bleached",0.839195030921104,111.333333333333,"N","Otu00007","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea","Reinekea_Otu00007","Saccharospirillaceae_Reinekea_Otu00007","Saccharospirillaceae_Otu00007","N","plain",0.751716737888582
"167","Otu00008",0.0374773756557724,"Bleached",-0.990835057161558,2732.33333333333,"Y","Otu00008","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60","OM60_Otu00008","Halieaceae_OM60_Otu00008","Halieaceae_Otu00008","Y","bold",0.349664231003549
"168","Otu00009",0.00783007319761814,"Bleached",-2.49602688565147,1661.66666666667,"Y","Otu00009","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","OM43_clade","OM43_clade_Otu00009","Methylophilaceae_OM43_clade_Otu00009","Methylophilaceae_Otu00009","Y","bold",0.7337583442814
"169","Otu00011",0.944212990427797,"Bleached",-0.599545654747501,105,"N","Otu00011","Bacteria(100)","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ia","Clade_Ia_Otu00011","Clade_I_Clade_Ia_Otu00011","Clade_I_Otu00011","N","plain",2.502907923434
"170","Otu00012",0.931170819571604,"Bleached",-0.250293677235999,863,"N","Otu00012","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","Thalassobius_Otu00012","Rhodobacteraceae_Thalassobius_Otu00012","Rhodobacteraceae_Otu00012","N","plain",0.610176456076219
"171","Otu00013",0.944212990427797,"Bleached",-0.181915046955297,146.333333333333,"N","Otu00013","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Olleya","Olleya_Otu00013","Flavobacteriaceae_Olleya_Otu00013","Flavobacteriaceae_Otu00013","N","plain",0.828410546002943
"172","Otu00014",0.931170819571604,"Bleached",-0.990964156288383,111,"N","Otu00014","Bacteria(100)","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ia","Clade_Ia_Otu00014","Clade_I_Clade_Ia_Otu00014","Clade_I_Otu00014","N","plain",1.84308632851684
"173","Otu00016",0.263535248444314,"Bleached",-7.8852029317503,83.6666666666667,"N","Otu00016","Bacteria(100)","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ib","Clade_Ib_Otu00016","Clade_I_Clade_Ib_Otu00016","Clade_I_Otu00016","N","plain",4.2317864821306
"174","Otu00017",0.931170819571604,"Bleached",-0.578637694837533,99,"N","Otu00017","Bacteria(100)","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II_ge","Clade_II_ge_Otu00017","Clade_II_Clade_II_ge_Otu00017","Clade_II_Otu00017","N","plain",1.14983678294472
"175","Otu00018",0.524957385104272,"Bleached",-0.910050630394067,447.333333333333,"N","Otu00018","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade_ge","SAR116_clade_ge_Otu00018","SAR116_clade_SAR116_clade_ge_Otu00018","SAR116_clade_Otu00018","N","plain",0.635227253292607
"176","Otu00019",0.931170819571604,"Bleached",0.196820512280126,1034,"N","Otu00019","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Nautella","Nautella_Otu00019","Rhodobacteraceae_Nautella_Otu00019","Rhodobacteraceae_Otu00019","N","plain",0.543609953407515
"177","Otu00022",0.84314685616004,"Bleached",-0.829823694950504,72.3333333333333,"N","Otu00022","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade_unclassified","SAR116_clade_unclassified_Otu00022","SAR116_clade_SAR116_clade_unclassified_Otu00022","SAR116_clade_Otu00022","N","plain",1.19696363330202
"179","Otu00024",0.999334617679431,"Bleached",0.0560880432219498,427,"N","Otu00024","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","HIMB11_Otu00024","Rhodobacteraceae_HIMB11_Otu00024","Rhodobacteraceae_Otu00024","N","plain",1.18840346974591
"180","Otu00027",0.00199809521608039,"Bleached",-1.94391678443688,1907.66666666667,"Y","Otu00027","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola","Litoricola_Otu00027","Litoricolaceae_Litoricola_Otu00027","Litoricolaceae_Otu00027","Y","bold",0.497072598611974
"181","Otu00030",0.959415034670274,"Bleached",0.104952314851585,4140.33333333333,"N","Otu00030","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00030","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00030","Alteromonadaceae_Otu00030","N","plain",0.562975505587387
"182","Otu00034",0.734765827613299,"Bleached",-1.24745990127923,181.333333333333,"N","Otu00034","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas","Hyphomonas_Otu00034","Hyphomonadaceae_Hyphomonas_Otu00034","Hyphomonadaceae_Otu00034","N","plain",1.17903378686416
"183","Otu00036",0.931170819571604,"Bleached",0.171030751354228,1062.33333333333,"N","Otu00036","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00036","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00036","Rhodobacteraceae_Otu00036","N","plain",0.517205622619001
"184","Otu00038",0.816768802921265,"Bleached",-0.529473947664923,880.666666666667,"N","Otu00038","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Shimia","Shimia_Otu00038","Rhodobacteraceae_Shimia_Otu00038","Rhodobacteraceae_Otu00038","N","plain",0.68120259669366
"185","Otu00039",0.720380350990556,"Bleached",-1.40091975036846,172,"N","Otu00039","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169_marine_group","AEGEAN-169_marine_group_ge","AEGEAN-169_marine_group_ge_Otu00039","AEGEAN-169_marine_group_AEGEAN-169_marine_group_ge_Otu00039","AEGEAN-169_marine_group_Otu00039","N","plain",1.27040569970228
"186","Otu00041",0.941894423941767,"Bleached",-0.211670015098267,1911.33333333333,"N","Otu00041","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge","NS9_marine_group_ge_Otu00041","NS9_marine_group_NS9_marine_group_ge_Otu00041","NS9_marine_group_Otu00041","N","plain",0.822684667838031
"187","Otu00043",0.944212990427797,"Bleached",0.265596562578226,492.666666666667,"N","Otu00043","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge","NS9_marine_group_ge_Otu00043","NS9_marine_group_NS9_marine_group_ge_Otu00043","NS9_marine_group_Otu00043","N","plain",1.1987896665848
"188","Otu00044",1,"Bleached",-0.00997323487002887,1054.33333333333,"N","Otu00044","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","Thalassobius_Otu00044","Rhodobacteraceae_Thalassobius_Otu00044","Rhodobacteraceae_Otu00044","N","plain",0.537669856495648
"189","Otu00047",0.931170819571604,"Bleached",-0.56414174573949,97.3333333333333,"N","Otu00047","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade_ge","SAR116_clade_ge_Otu00047","SAR116_clade_SAR116_clade_ge_Otu00047","SAR116_clade_Otu00047","N","plain",1.17213537530748
"190","Otu00048",0.386127348175786,"Bleached",0.591539347842743,1384,"N","Otu00048","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","Aestuariibacter_Otu00048","Alteromonadaceae_Aestuariibacter_Otu00048","Alteromonadaceae_Otu00048","Y","bold",0.364013924246995
"192","Otu00055",0.931170819571604,"Bleached",1.43211109609897,59.3333333333333,"N","Otu00055","Archaea(100)","Euryarchaeota","Thermoplasmata","Marine_Group_II","Marine_Group_II_fa","Marine_Group_II_ge","Marine_Group_II_ge_Otu00055","Marine_Group_II_fa_Marine_Group_II_ge_Otu00055","Marine_Group_II_fa_Otu00055","N","plain",2.41702814480281
"193","Otu00056",0.931170819571604,"Bleached",-0.188973401963753,426.666666666667,"N","Otu00056","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00056","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00056","Rhodobacteraceae_Otu00056","N","plain",0.464340498453256
"194","Otu00057",0.931170819571604,"Bleached",0.422575786182955,387.666666666667,"N","Otu00057","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","NS5_marine_group_Otu00057","Flavobacteriaceae_NS5_marine_group_Otu00057","Flavobacteriaceae_Otu00057","N","plain",0.890699103455392
"195","Otu00058",0.931170819571604,"Bleached",-0.482056345534437,1082,"N","Otu00058","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge","NS9_marine_group_ge_Otu00058","NS9_marine_group_NS9_marine_group_ge_Otu00058","NS9_marine_group_Otu00058","Y","bold",0.887114225422566
"196","Otu00060",0.784245973875147,"Bleached",-0.64075018621164,1220.33333333333,"N","Otu00060","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00060","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00060","Rhodobacteraceae_Otu00060","N","plain",0.686801701136237
"197","Otu00061",0.663266210021249,"Bleached",-0.574379848744787,528.333333333333,"N","Otu00061","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00061","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00061","Rhodobacteraceae_Otu00061","N","plain",0.462118352627435
"198","Otu00063",0.682249341172046,"Bleached",-2.156308729154,189,"N","Otu00063","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade_ge","SAR116_clade_ge_Otu00063","SAR116_clade_SAR116_clade_ge_Otu00063","SAR116_clade_Otu00063","N","plain",1.80255222019892
"199","Otu00067",0.931170819571604,"Bleached",0.709148300590175,68,"N","Otu00067","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00067","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00067","Rhodobacteraceae_Otu00067","N","plain",1.97312850886331
"200","Otu00075",0.0059961361892128,"Bleached",3.699305368824,420.333333333333,"Y","Otu00075","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas_Otu00075","Pseudoalteromonadaceae_Pseudoalteromonas_Otu00075","Pseudoalteromonadaceae_Otu00075","Y","bold",1.05834002057996
"201","Otu00079",0.931170819571604,"Bleached",-0.996121631475864,62.6666666666667,"N","Otu00079","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae","Oleiphilus","Oleiphilus_Otu00079","Oleiphilaceae_Oleiphilus_Otu00079","Oleiphilaceae_Otu00079","N","plain",2.56354972978361
"202","Otu00083",0.722347841047227,"Bleached",-1.30912277955125,117.333333333333,"N","Otu00083","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade_ge","SAR116_clade_ge_Otu00083","SAR116_clade_SAR116_clade_ge_Otu00083","SAR116_clade_Otu00083","N","plain",1.21276290271096
"203","Otu00085",0.00440238067393965,"Bleached",3.20308326623812,652.333333333333,"Y","Otu00085","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas_Otu00085","Pseudoalteromonadaceae_Pseudoalteromonas_Otu00085","Pseudoalteromonadaceae_Otu00085","Y","bold",0.889821282629881
"204","Otu00093",0.784245973875147,"Bleached",0.80779470563066,359.666666666667,"N","Otu00093","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Leisingera","Leisingera_Otu00093","Rhodobacteraceae_Leisingera_Otu00093","Rhodobacteraceae_Otu00093","N","plain",0.864155508893738
"205","Otu00095",0.187452898746895,"Bleached",-8.07276788793552,95.3333333333333,"N","Otu00095","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60","OM60_Otu00095","Halieaceae_OM60_Otu00095","Halieaceae_Otu00095","N","plain",3.92011684830829
"206","Otu00101",0.00251447730887074,"Bleached",3.2942067115137,131.333333333333,"Y","Otu00101","Bacteria(100)","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_Otu00101","Saprospiraceae_uncultured_Otu00101","Saprospiraceae_Otu00101","Y","bold",0.87456271475139
"207","Otu00109",0.462116457835666,"Bleached",-2.21480406808036,429.666666666667,"N","Otu00109","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified","Nitrincolaceae_unclassified_Otu00109","Nitrincolaceae_Nitrincolaceae_unclassified_Otu00109","Nitrincolaceae_Otu00109","N","plain",1.45397578788504
"208","Otu00110",0.155071681797528,"Bleached",-1.61278359847284,457.666666666667,"N","Otu00110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","Donghicola_Otu00110","Rhodobacteraceae_Donghicola_Otu00110","Rhodobacteraceae_Otu00110","N","plain",0.74591498439395
"209","Otu00131",0.11047916344647,"Bleached",9.47357495191118,0,"N","Otu00131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","Vibrionaceae_unclassified_Otu00131","Vibrionaceae_Vibrionaceae_unclassified_Otu00131","Vibrionaceae_Otu00131","N","plain",4.04362570350024
"210","Otu00134",0.682249341172046,"Bleached",-1.37676888312884,540.333333333333,"N","Otu00134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","Neptuniibacter_Otu00134","Nitrincolaceae_Neptuniibacter_Otu00134","Nitrincolaceae_Otu00134","N","plain",1.15535306536276
"211","Otu00147",0.816768802921265,"Bleached",-0.967463580857996,301,"N","Otu00147","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Marinobacteraceae","Marinobacter","Marinobacter_Otu00147","Marinobacteraceae_Marinobacter_Otu00147","Marinobacteraceae_Otu00147","N","plain",1.13870607851159
"212","Otu00161",0.996339342894466,"Bleached",0.153159209553705,990,"N","Otu00161","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Psychrosphaera","Psychrosphaera_Otu00161","Pseudoalteromonadaceae_Psychrosphaera_Otu00161","Pseudoalteromonadaceae_Otu00161","N","plain",1.37217009226391
"213","Otu00163",0.941894423941767,"Bleached",-0.373848517387038,302.666666666667,"N","Otu00163","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00163","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00163","Rhodobacteraceae_Otu00163","N","plain",1.2866345505896
"214","Otu00167",0.931170819571604,"Bleached",0.737906427150781,222,"N","Otu00167","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00167","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00167","Rhodobacteraceae_Otu00167","N","plain",2.13940573654732
"215","Otu00179",0.717557413171621,"Bleached",1.00227464057108,265.666666666667,"N","Otu00179","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00179","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00179","Alteromonadaceae_Otu00179","Y","bold",0.877359932763257
"216","Otu00181",0.0374773756557724,"Bleached",2.22139549894071,493,"Y","Otu00181","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00181","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00181","Rhodobacteraceae_Otu00181","Y","bold",0.790112722634479
"217","Otu00184",0.999334617679431,"Bleached",-0.307131289381418,51.6666666666667,"N","Otu00184","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00184","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00184","Rhodobacteraceae_Otu00184","N","plain",4.17156313751798
"218","Otu00186",0.816768802921265,"Bleached",1.014760831846,152.666666666667,"N","Otu00186","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00186","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00186","Rhodobacteraceae_Otu00186","N","plain",1.26595246311716
"219","Otu00189",0.999334617679431,"Bleached",-0.0790416441243718,149.666666666667,"N","Otu00189","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00189","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00189","Rhodobacteraceae_Otu00189","N","plain",1.48491101391861
"220","Otu00195",0.00218212264911799,"Bleached",1.62233856341164,317.333333333333,"Y","Otu00195","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas_Otu00195","Alteromonadaceae_Alteromonas_Otu00195","Alteromonadaceae_Otu00195","Y","bold",0.420636133552672
"221","Otu00199",0.931170819571604,"Bleached",0.43154733816727,152.666666666667,"N","Otu00199","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","Thalassobius_Otu00199","Rhodobacteraceae_Thalassobius_Otu00199","Rhodobacteraceae_Otu00199","N","plain",1.20502233393503
"222","Otu00205",0.816768802921265,"Bleached",-2.00846989247423,232.666666666667,"N","Otu00205","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","Neptuniibacter_Otu00205","Nitrincolaceae_Neptuniibacter_Otu00205","Nitrincolaceae_Otu00205","N","plain",2.54536647962707
"223","Otu00222",0.145809332072059,"Bleached",-8.32463803189135,116.666666666667,"N","Otu00222","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified","Flavobacteriaceae_unclassified_Otu00222","Flavobacteriaceae_Flavobacteriaceae_unclassified_Otu00222","Flavobacteriaceae_Otu00222","N","plain",3.77897204934902
"224","Otu00227",0.789483822249933,"Bleached",-1.10494507724784,484.666666666667,"N","Otu00227","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00227","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00227","Rhodobacteraceae_Otu00227","N","plain",1.20305609314894
"225","Otu00230",0.941894423941767,"Bleached",0.700998609982824,104.333333333333,"N","Otu00230","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00230","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00230","Rhodobacteraceae_Otu00230","N","plain",2.31801069396401
"226","Otu00234",0.306232377092334,"Bleached",-2.45836011802892,468,"N","Otu00234","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified","Nitrincolaceae_unclassified_Otu00234","Nitrincolaceae_Nitrincolaceae_unclassified_Otu00234","Nitrincolaceae_Otu00234","N","plain",1.37857361665536
"227","Otu00243",0.655558737826362,"Bleached",1.65423796860508,94.6666666666667,"N","Otu00243","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriales_unclassified","Flavobacteriales_unclassified","Flavobacteriales_unclassified_Otu00243","Flavobacteriales_unclassified_Flavobacteriales_unclassified_Otu00243","Flavobacteriales_unclassified_Otu00243","N","plain",1.29858143959472
"228","Otu00247",0.941894423941767,"Bleached",0.232042152580161,105.333333333333,"N","Otu00247","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00247","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00247","Rhodobacteraceae_Otu00247","N","plain",0.746789615423798
"229","Otu00248",0.964655560158702,"Bleached",-0.160507053526047,620,"N","Otu00248","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00248","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00248","Alteromonadaceae_Otu00248","N","plain",0.933055569606249
"230","Otu00251",NA,"Bleached",3.37526026528104,53.6666666666667,NA,"Otu00251","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Marinobacterium","Marinobacterium_Otu00251","Nitrincolaceae_Marinobacterium_Otu00251","Nitrincolaceae_Otu00251","N","plain",3.57117947938019
"231","Otu00252",0.941894423941767,"Bleached",-0.263640800584099,417,"N","Otu00252","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Psychrosphaera","Psychrosphaera_Otu00252","Pseudoalteromonadaceae_Psychrosphaera_Otu00252","Pseudoalteromonadaceae_Otu00252","N","plain",1.02472526224966
"232","Otu00263",0.187326933097578,"Bleached",3.03804904066315,35.3333333333333,"N","Otu00263","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","Tenacibaculum_Otu00263","Flavobacteriaceae_Tenacibaculum_Otu00263","Flavobacteriaceae_Otu00263","N","plain",1.46577983842375
"233","Otu00268",0.964655560158702,"Bleached",0.200242392849005,231.333333333333,"N","Otu00268","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge","NS9_marine_group_ge_Otu00268","NS9_marine_group_NS9_marine_group_ge_Otu00268","NS9_marine_group_Otu00268","N","plain",1.21842449723667
"234","Otu00276",0.766111899281363,"Bleached",1.26633429284493,114.666666666667,"N","Otu00276","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge","NS9_marine_group_ge_Otu00276","NS9_marine_group_NS9_marine_group_ge_Otu00276","NS9_marine_group_Otu00276","N","plain",1.26890470064331
"235","Otu00277",0.11047916344647,"Bleached",1.18356412530093,212,"N","Otu00277","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","uncultured","uncultured_Otu00277","Flavobacteriaceae_uncultured_Otu00277","Flavobacteriaceae_Otu00277","Y","bold",0.507216608633876
"236","Otu00284",0.314354387169889,"Bleached",3.22241646166326,105.333333333333,"N","Otu00284","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified","Nitrincolaceae_unclassified_Otu00284","Nitrincolaceae_Nitrincolaceae_unclassified_Otu00284","Nitrincolaceae_Otu00284","N","plain",1.84466086545475
"237","Otu00289",0.835285568240666,"Bleached",-1.33476918830454,103.666666666667,"N","Otu00289","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Lentilitoribacter","Lentilitoribacter_Otu00289","Rhizobiaceae_Lentilitoribacter_Otu00289","Rhizobiaceae_Otu00289","N","plain",1.85833201162346
"238","Otu00290",0.766111899281363,"Bleached",1.27888007250497,417,"N","Otu00290","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","Alteromonadaceae_unclassified_Otu00290","Alteromonadaceae_Alteromonadaceae_unclassified_Otu00290","Alteromonadaceae_Otu00290","N","plain",1.28740952931241
"239","Otu00295",0.944212990427797,"Bleached",0.29751927365187,224.333333333333,"N","Otu00295","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00295","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00295","Rhodobacteraceae_Otu00295","N","plain",1.26864741159483
"240","Otu00299",0.145809332072059,"Bleached",1.98487816470644,124.666666666667,"N","Otu00299","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","Rhodobacteraceae_unclassified_Otu00299","Rhodobacteraceae_Rhodobacteraceae_unclassified_Otu00299","Rhodobacteraceae_Otu00299","N","plain",0.902286648378319
