"","ESV","OTUNumber","Doman","Phylum","Class","Order","Family","Genus","mean_abund","NC.relabund","BA.relabund","BH.relabund","NCH.relabund","NbA.relabund","NbH.relabund"
"Otu00019","esv_19","Otu00019","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Nautella",855.466666666667,0.133351430219538,0.120932442061688,0.26371687421533,0.138237589494758,0.210512028774049,0.133249635234637
"Otu00189","esv_190","Otu00189","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",157.666666666667,0.327975980219004,0.0921935711762628,0.174849876368774,0.172730483927941,0.15860120098905,0.0736488873189686
"Otu00195","esv_196","Otu00195","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas",302.133333333333,0,0.288509004479386,0.25779321693025,0.0539354602797331,0.174056129445105,0.225706188865527
"Otu00002","esv_2","Otu00002","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas",12565,0.0725072337803791,0.243583114211215,0.230886866975455,0.0954748990571331,0.16194866491369,0.195599221062128
"Otu00199","esv_200","Otu00199","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius",133.333333333333,0.262562814070352,0.132537688442211,0.209380234505863,0.111390284757119,0.19179229480737,0.0923366834170854
"Otu00205","esv_207","Otu00205","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter",267.466666666667,0.592560302237722,0.020924149956408,0.0709096192967161,0.125738641867674,0.135232006199748,0.0546352804417321
"Otu01761","esv_2101","Otu01761","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured",15.6,0,0.230769230769231,0.21301775147929,0,0.556213017751479,0
"Otu00022","esv_22","Otu00022","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade_unclassified",74.7333333333333,0.124231242312423,0.0516605166051661,0.207462074620746,0.372283722837228,0.177941779417794,0.0664206642066421
"Otu00222","esv_225","Otu00222","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified",65.4666666666667,0.258259655653792,0,0.0586319218241042,0.357375523499302,0.325732899022801,0
"Otu00023","esv_23","Otu00023","Bacteria(100)","Actinobacteria","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus_Actinomarina",83.6,0.302667578659371,0.0554035567715458,0.106019151846785,0.279753761969904,0.187414500683995,0.0687414500683995
"Otu00227","esv_230","Otu00227","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",309.533333333333,0.0926848714371138,0.0711580625872035,0.156667331074347,0.329878413394459,0.289814630257126,0.0597966912497509
"Otu00230","esv_233","Otu00230","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",69.6,0.217391304347826,0.206521739130435,0.072463768115942,0.197262479871176,0.252012882447665,0.0543478260869565
"Otu00234","esv_237","Otu00234","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified",419.733333333333,0.572030699547056,0.0188726723704076,0.0636638147961751,0.136134876698541,0.176648213387016,0.0326497232008052
"Otu00024","esv_24","Otu00024","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11",357.866666666667,0.117897371714643,0.114392991239049,0.186232790988736,0.287359198998748,0.213767209011264,0.0803504380475595
"Otu00243","esv_246","Otu00243","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriales_unclassified","Flavobacteriales_unclassified",67.1333333333333,0.0870479394449117,0.325483599663583,0.0723296888141295,0.229604709840202,0.238856181665265,0.0466778805719092
"Otu00247","esv_250","Otu00247","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",190.2,0.283308270676692,0.06,0.0655639097744361,0.413533834586466,0.0950375939849624,0.0825563909774436
"Otu00248","esv_251","Otu00248","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified",397.4,0.101231688652431,0.143211136214562,0.275635886597187,0.0599081699584578,0.27111726550543,0.148895853071934
"Otu00251","esv_254","Otu00251","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Marinobacterium",93.2666666666667,0.374144486692015,0.401520912547529,0.0461343472750317,0,0.0816223067173637,0.0965779467680608
"Otu00252","esv_255","Otu00252","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Psychrosphaera",418.866666666667,0.155704425497361,0.0791717417783191,0.353769116253891,0.0278792800108269,0.169305724725944,0.214169711733658
"Otu00263","esv_267","Otu00263","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",55.4,0,0.397442455242967,0.441943734015345,0,0.10843989769821,0.0521739130434783
"Otu00027","esv_27","Otu00027","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola",776.066666666667,0.0646546675516339,0.0597352906727053,0.222777495802913,0.0573146449068832,0.446882442509663,0.148635458556202
"Otu00268","esv_272","Otu00268","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge",197.466666666667,0.119400726392252,0.123032687651332,0.134382566585956,0.345036319612591,0.210048426150121,0.0680992736077482
"Otu00276","esv_280","Otu00276","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge",85.6666666666667,0.0315789473684211,0.260780984719864,0.226146010186757,0.158234295415959,0.233616298811545,0.0896434634974533
"Otu00277","esv_281","Otu00277","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","uncultured",297.8,0.0630011454753723,0.13602520045819,0.304123711340206,0.132875143184422,0.121420389461627,0.242554410080183
"Otu00284","esv_288","Otu00284","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified",207.4,0.437696335078534,0.317277486910995,0.0488656195462478,0.0493310063990692,0.0735311227457824,0.0732984293193717
"Otu00289","esv_294","Otu00289","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Lentilitoribacter",92.2,0.167756703727927,0.0480706344015697,0.133420536298234,0.376716808371485,0.203400915631131,0.0706344015696534
"Otu00290","esv_295","Otu00290","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified",360.2,0.157786259541985,0.223511450381679,0.175419847328244,0.10824427480916,0.190992366412214,0.144045801526718
"Otu00003","esv_3","Otu00003","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured",4198.13333333333,0.0195735681298287,0.14487030083301,0.204022616427122,0.0705972060368021,0.443322255312415,0.117614053260823
"Otu00030","esv_30","Otu00030","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified",4871,0.129724693545735,0.0755768282211951,0.208455884591729,0.309846118245979,0.151275446512846,0.125121028882515
"Otu00295","esv_300","Otu00295","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",226,0.449982490953659,0.110306991945839,0.0873117777518385,0.129800396871717,0.157114509163068,0.0654838333138788
"Otu00299","esv_304","Otu00299","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",244.533333333333,0.101551480959097,0.164315937940762,0.229431123648331,0.269393511988717,0.0879172543488481,0.147390691114245
"Otu00301","esv_306","Otu00301","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","uncultured",331.266666666667,0.145550527903469,0.197083961789844,0.186693480811128,0.107591754650578,0.203955086308028,0.159125188536953
"Otu00308","esv_315","Otu00308","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",119.6,0.126996197718631,0.067680608365019,0.221546261089987,0.32446134347275,0.182509505703422,0.0768060836501901
"Otu00313","esv_320","Otu00313","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",103.666666666667,0.043467208947636,0.480427046263345,0.25419420437214,0.0488052872394509,0.0686324351804779,0.10447381799695
"Otu00322","esv_329","Otu00322","Bacteria(100)","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured",54.1333333333333,0,0.40513068731849,0.193610842207164,0.164569215876089,0,0.236689254598258
"Otu00327","esv_336","Otu00327","Archaea(100)","Euryarchaeota","Thermoplasmata","Marine_Group_II","Marine_Group_II_fa","Marine_Group_II_ge",30.3333333333333,0.175985334555454,0.178735105407883,0.295142071494042,0.207149404216315,0,0.142988084326306
"Otu00034","esv_34","Otu00034","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas",116.2,0.180491551459293,0.0637480798771121,0.133640552995392,0.265232974910394,0.278545826932924,0.0783410138248848
"Otu00334","esv_343","Otu00334","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",85.8666666666667,0,0.32793136320305,0.155703844931681,0.120749920559263,0.179218303145853,0.216396568160153
"Otu00335","esv_344","Otu00335","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio",175.666666666667,0.472769953051643,0.0230046948356808,0.0820031298904538,0.291079812206573,0.101095461658842,0.0300469483568075
"Otu00348","esv_358","Otu00348","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","OM43_clade",116.2,0.23575194576952,0.0572432839568165,0.287722821993472,0,0.337936228973136,0.081345719307055
"Otu00036","esv_36","Otu00036","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",1343.06666666667,0.22608827281967,0.0852453344289947,0.135112341327336,0.340981337715979,0.137837078044245,0.0747356356637761
"Otu00356","esv_369","Otu00356","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia",39.9333333333333,0.126126126126126,0.0698198198198198,0.217717717717718,0.261261261261261,0.219219219219219,0.105855855855856
"Otu00038","esv_38","Otu00038","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Shimia",636.4,0.172074639213163,0.0871403621656402,0.164812942366026,0.224744921408218,0.242853203419432,0.108373931427521
"Otu00368","esv_383","Otu00368","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified",230.466666666667,0.12567514161507,0.0292451587406139,0.47872480569095,0.110920827295482,0.142800685021736,0.112633381636148
"Otu00370","esv_385","Otu00370","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified",114.866666666667,0.144630071599045,0.269212410501193,0.142243436754177,0.121241050119332,0.20381861575179,0.118854415274463
"Otu00039","esv_39","Otu00039","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169_marine_group","AEGEAN-169_marine_group_ge",149.533333333333,0.196906603212374,0.0434265318262939,0.21376164981162,0.250247868332342,0.20464009518144,0.091017251635931
"Otu00004","esv_4","Otu00004","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11",3177.53333333333,0.108572175927656,0.115971002578379,0.191696872314189,0.273607114831284,0.206289002653115,0.103863831695378
"Otu00387","esv_403","Otu00387","Bacteria(98)","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified",111.066666666667,0.144332699103017,0.0660505572166349,0.142973634139712,0.400108725197064,0.173960315303071,0.0725740690405001
"Otu00389","esv_405","Otu00389","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",153.733333333333,0.326122523177604,0.0752590438102163,0.131248863842938,0.195237229594619,0.18869296491547,0.0834393746591529
"Otu00041","esv_41","Otu00041","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge",1910.2,0.199113386613387,0.0753933566433567,0.114604145854146,0.389922577422577,0.179008491508492,0.041958041958042
"Otu00395","esv_413","Otu00395","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified",65.6,0.36609745939192,0.119950020824656,0.136609745939192,0.183256976259892,0.139108704706372,0.0549770928779675
"Otu00397","esv_416","Otu00397","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified",109.333333333333,0,0.309855649576904,0.239422598307616,0,0.209556993529119,0.241164758586361
"Otu00404","esv_425","Otu00404","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria",92.1333333333333,0.123420796890185,0.098153547133139,0.223517978620019,0.224813735017817,0.237771298995789,0.0923226433430515
"Otu00043","esv_43","Otu00043","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge",366.8,0.0713936430317848,0.14718826405868,0.223634881825591,0.225916870415648,0.240912795436023,0.0909535452322738
"Otu00410","esv_432","Otu00410","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Kordia",56.8666666666667,0.0844370860927152,0,0.250551876379691,0.132450331125828,0.441501103752759,0.0910596026490066
"Otu00044","esv_44","Otu00044","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius",1977.8,0.116015151985593,0.0502996243052753,0.108330487161176,0.556866519700686,0.0982084639985096,0.0702797528487596
"Otu00419","esv_441","Otu00419","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola",32.1333333333333,0,0,0.274131274131274,0,0.517374517374517,0.208494208494208
