"","Sample","Family","abund","Sample_Name","Sample_Name_Unique","PCR_setting","Experiment.x","Replicate","Temp","Bleaching_Status","Stress_status","Treatment","Sample_Type","Timepoint_char","Timepoint","Bottle_NR","Notes","PLANC_aquaria","Experiment.y","Treatment_Timepoint","stress_status_v1","organism"
"222","ABC_066","Colwelliaceae",0.021083,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"223","ABC_066","Litoricolaceae",0.004083,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"224","ABC_066","Saprospiraceae",0.02275,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"225","ABC_066","Nitrincolaceae",0.069333,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"226","ABC_066","Proteobacteria_unclassified",0.000666,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"227","ABC_066","Clade_I",0.000917,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"228","ABC_066","Other",0.0166679999999999,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"229","ABC_066","Marine_Group_II_fa",0.000167,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"230","ABC_066","Vibrionaceae",0.005666,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"231","ABC_066","Methylophilaceae",0.004917,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"232","ABC_066","Oleiphilaceae",0,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"233","ABC_066","Rhodobacteraceae",0.166333,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"234","ABC_066","Cyanobiaceae",0.003583,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"235","ABC_066","Marinobacteraceae",0.000833,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"236","ABC_066","Flavobacteriales_unclassified",0.012,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"237","ABC_066","Bdellovibrionaceae",0.000833,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"238","ABC_066","Pseudoalteromonadaceae",0.198668,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"239","ABC_066","Halieaceae",0.007083,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"240","ABC_066","Cryomorphaceae",0.057666,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"241","ABC_067","Clade_I",0.004751,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"242","ABC_067","Halieaceae",0.030667,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"243","ABC_067","Saprospiraceae",0.000999,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"244","ABC_067","Cyanobiaceae",0.00925,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"245","ABC_067","SAR116_clade",0.012167,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"246","ABC_067","Oleiphilaceae",0.01475,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"247","ABC_067","Flavobacteriaceae",0.03375,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"248","ABC_067","Cryomorphaceae",0.151666,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"249","ABC_067","Rhodobacteraceae",0.203166,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"250","ABC_067","Pseudoalteromonadaceae",0.042083,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"251","ABC_067","Alteromonadaceae",0.309751,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"252","ABC_067","Flavobacteriales_unclassified",0.005333,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"253","ABC_067","Vibrionaceae",0.0015,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"254","ABC_067","Other",0.031415,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"255","ABC_067","Bdellovibrionaceae",0.005666,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"256","ABC_067","Litoricolaceae",0.018083,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"257","ABC_067","Proteobacteria_unclassified",0.008583,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"258","ABC_067","Colwelliaceae",0.022501,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"259","ABC_067","Marine_Group_II_fa",0.00025,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"260","ABC_067","Methylophagaceae",0.004333,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"261","ABC_067","Marinobacteraceae",0.004084,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"262","ABC_067","Methylophilaceae",0.012334,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"263","ABC_067","Nitrincolaceae",0.038751,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"264","ABC_067","NS9_marine_group",0.034167,"ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient","water"
"265","ABC_068","Cyanobiaceae",0.01225,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"266","ABC_068","Rhodobacteraceae",0.201077,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"267","ABC_068","NS9_marine_group",0.080918,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"268","ABC_068","Saprospiraceae",0.002166,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"269","ABC_068","Other",0.034836,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"270","ABC_068","Cryomorphaceae",0.052251,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"271","ABC_068","Nitrincolaceae",0.017833,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"272","ABC_068","Proteobacteria_unclassified",0.008833,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"273","ABC_068","Litoricolaceae",0.015583,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"274","ABC_068","Clade_I",0.004501,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"275","ABC_068","Colwelliaceae",0.005915,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"276","ABC_068","Halieaceae",0.046168,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"277","ABC_068","Pseudoalteromonadaceae",0.032668,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"278","ABC_068","Methylophagaceae",0.011167,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"279","ABC_068","Marinobacteraceae",0.003583,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"280","ABC_068","Flavobacteriaceae",0.055083,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"281","ABC_068","SAR116_clade",0.018583,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"282","ABC_068","Oleiphilaceae",0.001583,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"283","ABC_068","Bdellovibrionaceae",0.047833,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"284","ABC_068","Alteromonadaceae",0.291502,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"285","ABC_068","Marine_Group_II_fa",0.001084,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"286","ABC_068","Methylophilaceae",0.027833,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"287","ABC_068","Flavobacteriales_unclassified",0.025083,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"288","ABC_068","Vibrionaceae",0.001667,"ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient","water"
"289","ABC_069","Litoricolaceae",0.042666,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"290","ABC_069","Cyanobiaceae",0.0085,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"291","ABC_069","Nitrincolaceae",0.025498,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"292","ABC_069","Flavobacteriaceae",0.044248,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"293","ABC_069","Halieaceae",0.038083,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"294","ABC_069","Bdellovibrionaceae",0.0135,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"295","ABC_069","Methylophilaceae",0.025833,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"296","ABC_069","Proteobacteria_unclassified",0.003083,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"297","ABC_069","Methylophagaceae",0.000417,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"298","ABC_069","Other",0.041341,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"299","ABC_069","Marinobacteraceae",0.003,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"300","ABC_069","Saprospiraceae",0.003,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"301","ABC_069","SAR116_clade",0.008334,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"302","ABC_069","Pseudoalteromonadaceae",0.025666,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"303","ABC_069","Marine_Group_II_fa",0.002584,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"304","ABC_069","Colwelliaceae",0.005,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"305","ABC_069","Clade_I",0.0055,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"306","ABC_069","Rhodobacteraceae",0.233999,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"307","ABC_069","Flavobacteriales_unclassified",0.005666,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"308","ABC_069","Oleiphilaceae",0.00025,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"309","ABC_069","Vibrionaceae",0.004167,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"310","ABC_069","NS9_marine_group",0.027999,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"311","ABC_069","Cryomorphaceae",0.183916,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"312","ABC_069","Alteromonadaceae",0.24775,"ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient","water"
"313","ABC_070","Cryomorphaceae",0.00675,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"314","ABC_070","Vibrionaceae",0.014418,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"315","ABC_070","NS9_marine_group",0.056166,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"316","ABC_070","Halieaceae",0.026249,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"317","ABC_070","Methylophagaceae",0.004167,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"318","ABC_070","Methylophilaceae",0.037167,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"319","ABC_070","Bdellovibrionaceae",0.000583,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"320","ABC_070","Oleiphilaceae",0.000917,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"321","ABC_070","Rhodobacteraceae",0.371663,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"322","ABC_070","Flavobacteriales_unclassified",0.008251,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"323","ABC_070","Saprospiraceae",0.002751,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"324","ABC_070","Colwelliaceae",0.0015,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"325","ABC_070","Other",0.0404209999999999,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"326","ABC_070","Marine_Group_II_fa",0.0105,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"327","ABC_070","SAR116_clade",0.009916,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"328","ABC_070","Clade_I",0.006917,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"329","ABC_070","Litoricolaceae",0.006083,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"330","ABC_070","Nitrincolaceae",0.117497,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"331","ABC_070","Alteromonadaceae",0.172166,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"332","ABC_070","Marinobacteraceae",0.005083,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"333","ABC_070","Cyanobiaceae",0.010083,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"334","ABC_070","Pseudoalteromonadaceae",0.041,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"335","ABC_070","Proteobacteria_unclassified",0.00425,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"336","ABC_070","Flavobacteriaceae",0.045502,"ABC_070","ABC_070","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,16,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"337","ABC_071","Clade_I",0.002584,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"338","ABC_071","SAR116_clade",0.006417,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"339","ABC_071","Nitrincolaceae",0.105999,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"340","ABC_071","Flavobacteriaceae",0.032584,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"341","ABC_071","Colwelliaceae",0.00225,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"342","ABC_071","Pseudoalteromonadaceae",0.030584,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"343","ABC_071","Methylophagaceae",0.009416,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
"344","ABC_071","Marinobacteraceae",0.004,"ABC_071","ABC_071","Standard","ABC","I","Ambient",NA,"Ambient","Negative Control","Sterivex","Tend",36,17,NA,NA,"ABCDOM","Negative Control_36",NA,"water"
