"","Sample","Family","abund","Sample_Name","Sample_Name_Unique","PCR_setting","Experiment.x","Replicate","Temp","Bleaching_Status","Stress_status","Treatment","Sample_Type","Timepoint_char","Timepoint","Bottle_NR","Notes","PLANC_aquaria","Experiment.y","Treatment_Timepoint","stress_status_v1","organism"
"105","ABC_060","SAR116_clade",0.005167,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"106","ABC_060","NS9_marine_group",0.020666,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"107","ABC_060","Clade_I",0.00275,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"108","ABC_060","Colwelliaceae",0.007916,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"109","ABC_060","Methylophilaceae",0.00675,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"110","ABC_060","Cryomorphaceae",0.048666,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"111","ABC_060","Nitrincolaceae",0.014249,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"112","ABC_060","Proteobacteria_unclassified",0.004083,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"113","ABC_060","Halieaceae",0.011917,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"114","ABC_060","Saprospiraceae",0.009833,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"115","ABC_060","Flavobacteriales_unclassified",0.004583,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"116","ABC_060","Methylophagaceae",0.025666,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"117","ABC_060","Pseudoalteromonadaceae",0.058666,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"118","ABC_060","Rhodobacteraceae",0.178414,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"119","ABC_060","Flavobacteriaceae",0.037583,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"120","ABC_060","Bdellovibrionaceae",0.078166,"ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed","water"
"121","ABC_061","Litoricolaceae",0.003083,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"122","ABC_061","Clade_I",0.004249,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"123","ABC_061","Proteobacteria_unclassified",0.007916,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"124","ABC_061","SAR116_clade",0.020334,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"125","ABC_061","Pseudoalteromonadaceae",0.03475,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"126","ABC_061","Nitrincolaceae",0.074833,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"127","ABC_061","Bdellovibrionaceae",0.004751,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"128","ABC_061","Oleiphilaceae",0.001667,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"129","ABC_061","Colwelliaceae",0.000583,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"130","ABC_061","Marine_Group_II_fa",0.019834,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"131","ABC_061","Halieaceae",0.03075,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"132","ABC_061","Cyanobiaceae",0.020082,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"133","ABC_061","Saprospiraceae",0.004748,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"134","ABC_061","Vibrionaceae",0.005249,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"135","ABC_061","NS9_marine_group",0.071333,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"136","ABC_061","Alteromonadaceae",0.199251,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"137","ABC_061","Other",0.036586,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"138","ABC_061","Methylophilaceae",0.004583,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"139","ABC_061","Flavobacteriaceae",0.055251,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"140","ABC_061","Cryomorphaceae",0.021416,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"141","ABC_061","Rhodobacteraceae",0.301,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"142","ABC_061","Flavobacteriales_unclassified",0.008001,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"143","ABC_061","Marinobacteraceae",0.006167,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"144","ABC_061","Methylophagaceae",0.063583,"ABC_061","ABC_061","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,7,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"145","ABC_062","Proteobacteria_unclassified",0.005501,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"146","ABC_062","Colwelliaceae",0.000834,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"147","ABC_062","Halieaceae",0.011833,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"148","ABC_062","Marine_Group_II_fa",0.00375,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"149","ABC_062","Flavobacteriales_unclassified",0.00625,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"150","ABC_062","Marinobacteraceae",0.0065,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"151","ABC_062","Alteromonadaceae",0.200584,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"152","ABC_062","Clade_I",0.006416,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"153","ABC_062","Flavobacteriaceae",0.049664,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"154","ABC_062","Rhodobacteraceae",0.243083,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"155","ABC_062","Methylophilaceae",0.001833,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"156","ABC_062","Oleiphilaceae",0.0025,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"157","ABC_062","Litoricolaceae",0.000833,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"158","ABC_062","Other",0.179503,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"159","ABC_062","Saprospiraceae",0.003999,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"160","ABC_062","Cryomorphaceae",0.018833,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"161","ABC_062","SAR116_clade",0.01575,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"162","ABC_062","Bdellovibrionaceae",0.000417,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"163","ABC_062","Vibrionaceae",0.002166,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"164","ABC_062","NS9_marine_group",0.067834,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"165","ABC_062","Cyanobiaceae",0.015916,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"166","ABC_062","Methylophagaceae",0.072501,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"167","ABC_062","Nitrincolaceae",0.063166,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"168","ABC_062","Pseudoalteromonadaceae",0.020334,"ABC_062","ABC_062","Standard","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,8,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"169","ABC_063","Vibrionaceae",0.007417,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"170","ABC_063","Alteromonadaceae",0.211584,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"171","ABC_063","NS9_marine_group",0.068584,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"172","ABC_063","Clade_I",0.0075,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"173","ABC_063","Colwelliaceae",0,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"174","ABC_063","Pseudoalteromonadaceae",0.011584,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"175","ABC_063","Marinobacteraceae",0.004416,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"176","ABC_063","Nitrincolaceae",0.029916,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"177","ABC_063","Litoricolaceae",0.003,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"178","ABC_063","Methylophagaceae",0.000417,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"179","ABC_063","Methylophilaceae",0.002167,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"180","ABC_063","Marine_Group_II_fa",0.00125,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"181","ABC_063","Other",0.048585,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"182","ABC_063","Bdellovibrionaceae",0,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"183","ABC_063","Oleiphilaceae",0.012917,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"184","ABC_063","Cyanobiaceae",0.015167,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"185","ABC_063","Proteobacteria_unclassified",0.015083,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"186","ABC_063","Saprospiraceae",0.002749,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"187","ABC_063","Cryomorphaceae",0.011083,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"188","ABC_063","SAR116_clade",0.014667,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"189","ABC_063","Flavobacteriaceae",0.039916,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"190","ABC_063","Rhodobacteraceae",0.457581,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"191","ABC_063","Halieaceae",0.027,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"192","ABC_063","Flavobacteriales_unclassified",0.007417,"ABC_063","ABC_063","Dil","ABC","I","Hot",NA,"Thermal Stress","Negative Control + Heated","Sterivex","Tend",36,9,NA,NA,"ABCDOM","Negative Control + Heated_36",NA,"water"
"193","ABC_065","Methylophagaceae",0.00025,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"194","ABC_065","Flavobacteriales_unclassified",0.002916,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"195","ABC_065","Pseudoalteromonadaceae",0.045833,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"196","ABC_065","Nitrincolaceae",0.017916,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"197","ABC_065","Proteobacteria_unclassified",0.00425,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"198","ABC_065","NS9_marine_group",0.028249,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"199","ABC_065","Flavobacteriaceae",0.026418,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"200","ABC_065","Marinobacteraceae",0.001,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"201","ABC_065","Methylophilaceae",0.000667,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"202","ABC_065","Marine_Group_II_fa",0.005583,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"203","ABC_065","SAR116_clade",0.006332,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"204","ABC_065","Bdellovibrionaceae",0.00475,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"205","ABC_065","Cyanobiaceae",0.006333,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"206","ABC_065","Oleiphilaceae",0.000583,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"207","ABC_065","Alteromonadaceae",0.53433,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"208","ABC_065","Cryomorphaceae",0.086499,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"209","ABC_065","Rhodobacteraceae",0.165667,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"210","ABC_065","Litoricolaceae",0.003083,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"211","ABC_065","Saprospiraceae",0.003416,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"212","ABC_065","Vibrionaceae",0.000833,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"213","ABC_065","Clade_I",0.001333,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"214","ABC_065","Other",0.020926,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"215","ABC_065","Halieaceae",0.018917,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"216","ABC_065","Colwelliaceae",0.013916,"ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed","water"
"217","ABC_066","Alteromonadaceae",0.317084,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"218","ABC_066","NS9_marine_group",0.029416,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"219","ABC_066","Methylophagaceae",0.012,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"220","ABC_066","SAR116_clade",0.002168,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
"221","ABC_066","Flavobacteriaceae",0.046083,"ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed","water"
