"","ASV","heated.p","heated.padj","bleached.p","bleached.padj","bleached.heated.p","bleached.heated.padj","heated.l2fc","bleached.l2fc","bleached.heated.l2fc","heated.sig","bleached.sig","bleached.heated.sig","ESV","OTUNumber","Doman","Phylum","Class","Order","Family","Genus","X","X.1","X.2","X.3","X.4","DA_in"
"Otu00313","Otu00313",0.236784636555844,0.630825576373103,0.0134084911465969,0.0886126371427275,0.141160280273695,0.645113309040224,1.90617782938737,3.96595983623231,2.11366881405071,"N","N","N","esv_320","Otu00313","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","",NA,NA,NA,"","NNN"
"Otu00322","Otu00322",1.0977287867893e-09,6.42171340271743e-08,4.52434709055637e-11,2.29233585921523e-09,4.35962223442214e-11,2.20887526544055e-09,22.8658566406198,24.6706005749762,22.364748216294,"Y","Y","Y","esv_329","Otu00322","Bacteria(100)","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","",NA,NA,NA,"","Non-bleached + Heated and Bleached + Ambient and Bleached + Heated"
"Otu00327","Otu00327",0.023926605713549,NA,0.0109129259606788,0.0753983975465078,0.00379649349566851,0.0384711340894409,7.30935659634036,8.19375356919234,8.46413189441508,NA,"N","Y","esv_336","Otu00327","Archaea(100)","Euryarchaeota","Thermoplasmata","Marine_Group_II","Marine_Group_II_fa","Marine_Group_II_ge","",NA,NA,NA,"","Bleached + Heated"
"Otu00034","Otu00034",0.180675225889846,0.529884931078281,0.290034926968383,0.734755148319903,0.435602405661512,0.997343993153846,-1.60384714550744,-1.24746973359571,-0.817749941025391,"N","N","N","esv_34","Otu00034","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas","",NA,NA,NA,"","NNN"
"Otu00334","Otu00334",NA,NA,NA,NA,NA,NA,1.74780759600272,2.12537166883006,-0.466164780859535,NA,NA,NA,"esv_343","Otu00334","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NANANA"
"Otu00335","Otu00335",0.411028122908204,0.754232410160575,0.604114421518344,0.931163267364503,0.928850653639334,0.997343993153846,-1.56660415189084,-0.976816386521856,-0.1499522103135,"N","N","N","esv_344","Otu00335","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","",NA,NA,NA,"","NNN"
"Otu00348","Otu00348",0.314458926837671,0.694182913962405,0.45673756080633,0.816754226383084,0.997343993153846,0.997343993153846,-1.84196528819436,-1.35288477457817,0.00539770679450459,"N","N","N","esv_358","Otu00348","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","OM43_clade","",NA,NA,NA,"","NNN"
"Otu00036","Otu00036",0.806143863012871,0.962585859179165,0.740888187939295,0.931163267364503,0.588397608421003,0.997343993153846,-0.127609962963867,0.171028174407894,0.250027181690751,"N","N","N","esv_36","Otu00036","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00356","Otu00356",0.672198440400408,NA,0.6391353158471,0.931163267364503,0.897172146383916,0.997343993153846,-0.811495950593585,-0.889485134276481,0.21757841086725,NA,"N","N","esv_369","Otu00356","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia","",NA,NA,NA,"","NANN"
"Otu00038","Otu00038",0.25880023646076,0.630825576373103,0.436999345631534,0.816754226383084,0.459450108321552,0.997343993153846,-0.773462597903576,-0.529478362409016,-0.450048899627389,"N","N","N","esv_38","Otu00038","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Shimia","",NA,NA,NA,"","NNN"
"Otu00368","Otu00368",0.181157241394284,0.529884931078281,0.0502655725764719,0.231526273685568,0.00252002080041612,0.0294648585894808,0.9279133943839,-1.38182966971467,1.8550138623058,"N","N","Y","esv_383","Otu00368","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","",NA,NA,NA,"","Bleached + Heated"
"Otu00370","Otu00370",0.623565763279495,0.831501556312961,0.275817729803927,0.722338481558773,0.851144665098328,0.997343993153846,-0.589667935263349,1.29092820634099,-0.199134074406935,"N","N","N","esv_385","Otu00370","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00039","Otu00039",0.444636682797505,0.788219574050122,0.270139375494476,0.720371667985269,0.825419204707078,0.997343993153846,-0.976720266141084,-1.40092785694318,0.248708183671999,"N","N","N","esv_39","Otu00039","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169_marine_group","AEGEAN-169_marine_group_ge","",NA,NA,NA,"","NNN"
"Otu00004","Otu00004",0.426727601065256,0.76810968191746,0.735865889743039,0.931163267364503,0.605367451209406,0.997343993153846,-0.330048170473798,0.139657230664777,0.19122271554789,"N","N","N","esv_4","Otu00004","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","",NA,NA,NA,"","NNN"
"Otu00387","Otu00387",0.463079754203009,0.801717482704586,0.716092214237593,0.931163267364503,0.99525390059593,0.997343993153846,-0.986606313736338,-0.481429151359072,-0.00701236546047168,"N","N","N","esv_403","Otu00387","Bacteria(98)","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","",NA,NA,NA,"","NNN"
"Otu00389","Otu00389",0.412571574788691,0.754232410160575,0.719907487711344,0.931163267364503,0.712902924514138,0.997343993153846,-0.986075741639334,-0.426452163447814,-0.390521402298493,"N","N","N","esv_405","Otu00389","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00041","Otu00041",0.0372984776568633,0.21819609429265,0.796945825441013,0.941906394828814,0.584610493211515,0.997343993153846,-1.72174845538734,-0.211678136180243,-0.402134725819963,"N","N","N","esv_41","Otu00041","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge","",NA,NA,NA,"","NNN"
"Otu00395","Otu00395",0.447127641405055,NA,0.619438857116238,0.931163267364503,0.684209461659268,0.997343993153846,-1.06257593826776,0.670110760244731,0.490079666634515,NA,"N","N","esv_413","Otu00395","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NANN"
"Otu00397","Otu00397",0.372008311586755,0.754232410160575,0.332296262346389,0.777062028871557,0.744034423548812,0.997343993153846,1.3490083196485,1.46267855185265,0.440782092297214,"N","N","N","esv_416","Otu00397","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00404","Otu00404",0.538152668244424,0.813612520281641,0.957272744057784,0.999312469187543,0.943153112581703,0.997343993153846,-1.18664708095867,-0.102376509409504,0.121737876260948,"N","N","N","esv_425","Otu00404","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria","",NA,NA,NA,"","NNN"
"Otu00043","Otu00043",0.327309498602408,0.696276569754214,0.824670165323176,0.944210178394839,0.892089873682848,0.997343993153846,-1.18149442745761,0.265582451288835,0.14540369911017,"N","N","N","esv_43","Otu00043","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge","",NA,NA,NA,"","NNN"
"Otu00410","Otu00410",0.166684988184291,0.520079900515794,2.21451867669931e-05,0.000561011398097157,0.61315507631123,0.997343993153846,-1.99183507290868,-8.51162879308998,-0.632952772666198,"N","Y","N","esv_432","Otu00410","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Kordia","",NA,NA,NA,"","Bleached + Ambient"
"Otu00044","Otu00044",0.923527339135464,0.964756238204011,0.985197053597412,1,0.392406617143421,0.997343993153846,0.0518055332187186,-0.00997582072666788,0.410578233467957,"N","N","N","esv_44","Otu00044","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","",NA,NA,NA,"","NNN"
"Otu00419","Otu00419",0.638303877493055,NA,0.00484768498034229,0.0356935564766935,0.671301035562884,0.997343993153846,-1.15822102837573,-7.98886589803897,-0.928714273445966,NA,"Y","N","esv_441","Otu00419","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola","",NA,NA,NA,"","Bleached + Ambient"
"Otu00420","Otu00420",0.968863449808486,0.994359856382394,0.0585342543190982,0.254205904471512,0.201015877777569,0.825289484334127,0.0463778288266931,2.20529166445784,1.33446242281793,"N","N","N","esv_442","Otu00420","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea","",NA,NA,NA,"","NNN"
"Otu00423","Otu00423",0.964407860982045,NA,0.727567182306651,0.931163267364503,0.792753592907334,0.997343993153846,0.115197522890128,-0.898855181791081,0.603417460013298,NA,"N","N","esv_446","Otu00423","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NANN"
"Otu00047","Otu00047",0.279496658281363,0.654022180378389,0.630302239028423,0.931163267364503,0.811048328741685,0.997343993153846,-1.30260113789203,-0.564150024435228,0.248810240566192,"N","N","N","esv_47","Otu00047","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade_ge","",NA,NA,NA,"","NNN"
"Otu00445","Otu00445",0.709607510311064,0.912352513257082,0.590187556460826,0.931163267364503,0.971055182520329,0.997343993153846,-0.704288439036938,-1.0155625070811,0.0610306939640624,"N","N","N","esv_470","Otu00445","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00449","Otu00449",0.735981465923506,0.925139961766464,0.260929188220312,0.717552217601557,0.499877501390605,0.997343993153846,0.299262413561064,-1.00249547919903,-0.528345619041975,"N","N","N","esv_475","Otu00449","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00048","Otu00048",1.81670746614665e-05,0.000425109547078317,0.104153359670923,0.386129528536104,1.01486167268252e-05,0.000257098290412905,1.56096437704983,0.591538296447594,1.43412807510652,"Y","N","Y","esv_48","Otu00048","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","",NA,NA,NA,"","Non-bleached + Heated and Bleached + Heated"
"Otu00455","Otu00455",0.429000417387418,NA,0.90673676391465,0.996338958244104,0.328824926346538,0.997343993153846,-0.864357981116637,-0.124267664763647,-0.926695879517253,NA,"N","N","esv_482","Otu00455","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NANN"
"Otu00457","Otu00457",0.499583840144535,0.805201058449805,0.777245096069772,0.941906394828814,4.97913380434668e-06,0.000151365667652139,-1.19550244080604,0.494594853415591,-8.92733716879,"N","N","Y","esv_484","Otu00457","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","Bleached + Heated"
"Otu00458","Otu00458",0.484468554217332,0.801717482704586,0.643071801208816,0.931163267364503,0.945523481121635,0.997343993153846,-1.29748389314026,-0.854455862984135,-0.112452219962495,"N","N","N","esv_485","Otu00458","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00005","Otu00005",0.254519406753488,0.630825576373103,0.64164556031765,0.931163267364503,0.143018708872701,0.645113309040224,-0.664200885748509,-0.263424415047458,-0.739128364045539,"N","N","N","esv_5","Otu00005","Bacteria(100)","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Prochlorococcus_MIT9313","",NA,NA,NA,"","NNN"
"Otu00476","Otu00476",0.841582622762333,NA,0.736640829728148,0.931163267364503,0.00339095854142946,0.0368161213069484,-0.575524571556006,0.96357848552667,-8.25840521449981,NA,"N","Y","esv_505","Otu00476","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","Bleached + Heated"
"Otu00480","Otu00480",0.143848674485041,0.495008673963231,0.000136556375127066,0.00207565690193141,0.414884947725873,0.997343993153846,2.22281549662374,5.76670040061733,1.10716004687229,"N","Y","N","esv_509","Otu00480","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","Phaeocystidibacter","",NA,NA,NA,"","Bleached + Ambient"
"Otu00481","Otu00481",0.682181725021039,0.88683624252735,0.673117342919596,0.931163267364503,0.349942162057332,0.997343993153846,-0.394423470029702,0.397228702310138,0.783870375404984,"N","N","N","esv_510","Otu00481","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea","",NA,NA,NA,"","NNN"
"Otu00053","Otu00053",0.13184203802841,0.482047451541373,0.448518814634544,0.816754226383084,0.24522713425812,0.88748867636272,-1.46352669823273,-0.730306325140799,-1.00062618944549,"N","N","N","esv_53","Otu00053","Bacteria(99)","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","",NA,NA,NA,"","NNN"
"Otu00499","Otu00499",0.887942458416329,0.964756238204011,0.950446883005269,0.999312469187543,0.735571706800866,0.997343993153846,-0.278912882432675,-0.122559524251409,0.594821805987408,"N","N","N","esv_530","Otu00499","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00500","Otu00500",0.547176065224346,0.813612520281641,0.731878095803736,0.931163267364503,0.96788435525977,0.997343993153846,-0.744601537272195,0.414502049910091,0.0435164007595367,"N","N","N","esv_531","Otu00500","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00507","Otu00507",0.561886642658043,NA,0.410315678757869,0.816754226383084,0.771489738207058,0.997343993153846,-1.45997771953275,-2.06142911734012,-0.643812980555424,NA,"N","N","esv_539","Otu00507","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NANN"
"Otu00508","Otu00508",0.872360753494843,NA,0.0534696279915447,0.239040689844553,0.91128898491179,0.997343993153846,-0.553377130931452,-7.17829427067528,-0.341839675775058,NA,"N","N","esv_540","Otu00508","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","",NA,NA,NA,"","NANN"
"Otu00511","Otu00511",0.141436302956545,0.495008673963231,0.0772882995217866,0.309153198087146,0.801554461726641,0.997343993153846,3.2837258826597,3.94099259821563,0.502795215811861,"N","N","N","esv_544","Otu00511","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea","",NA,NA,NA,"","NNN"
"Otu00055","Otu00055",0.889263100043344,0.964756238204011,0.553516392944452,0.931163267364503,0.237890278988416,0.881934692835104,0.337921255239674,1.43208212769872,2.55012368807674,"N","N","N","esv_55","Otu00055","Archaea(100)","Euryarchaeota","Thermoplasmata","Marine_Group_II","Marine_Group_II_fa","Marine_Group_II_ge","",NA,NA,NA,"","NNN"
"Otu00056","Otu00056",0.994777655455604,0.994777655455604,0.684026073526143,0.931163267364503,0.715020095707355,0.997343993153846,-0.00307183168607422,-0.188975124580913,-0.150888952462567,"N","N","N","esv_56","Otu00056","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00057","Otu00057",0.0525336110169363,0.292687261380074,0.635196915832543,0.931163267364503,0.390176432737943,0.997343993153846,1.72636127963389,0.422569663343726,-0.685064921821407,"N","N","N","esv_57","Otu00057","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","",NA,NA,NA,"","NNN"
"Otu00058","Otu00058",0.0050136967292487,0.0488835431101749,0.58684774093238,0.931163267364503,0.0556907506857603,0.302512595052726,-2.52361205992646,-0.482066258025296,-1.51871658779463,"Y","N","N","esv_58","Otu00058","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group_ge","",NA,NA,NA,"","Non-bleached + Heated"
"Otu00006","Otu00006",0.110136451074248,0.429532159189566,0.73669955152542,0.931163267364503,0.598027905126722,0.997343993153846,1.03054751634336,-0.216913624327561,-0.304065630204248,"N","N","N","esv_6","Otu00006","Bacteria(100)","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","",NA,NA,NA,"","NNN"
"Otu00060","Otu00060",0.516154524647311,0.805201058449805,0.350843525923607,0.784238469711591,0.907415818541618,0.997343993153846,-0.447017393293714,-0.64075446999561,-0.0713312402614211,"N","N","N","esv_60","Otu00060","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00565","Otu00565",0.649551613039708,0.853904929501638,0.3082334456331,0.76613611873938,0.996241348955661,0.997343993153846,-0.955151836949206,-2.14281212535738,0.00878685228864069,"N","N","N","esv_606","Otu00565","Bacteria(80)","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","",NA,NA,NA,"","NNN"
"Otu00061","Otu00061",0.768193484891752,0.938466661458022,0.213893055197831,0.663330614873758,0.933152789828682,0.997343993153846,0.136766329219362,-0.574381409192846,-0.0344034253478296,"N","N","N","esv_61","Otu00061","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00571","Otu00571",0.0105202274957386,0.0879190440715296,0.704651621374495,0.931163267364503,0.435863223350987,0.997343993153846,-8.75219857949741,-1.17706543832032,-2.1645008806171,"N","N","N","esv_613","Otu00571","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60","",NA,NA,NA,"100)","NNN"
"Otu00063","Otu00063",0.214147779126779,0.596554527567457,0.231592884530022,0.682236430815912,0.816111321942889,0.997343993153846,-2.26150989495236,-2.15632704222686,-0.372550617415061,"N","N","N","esv_63","Otu00063","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade_ge","",NA,NA,NA,"","NNN"
"Otu00585","Otu00585",0.885780265129414,0.964756238204011,0.94404453877442,0.999312469187543,0.681968694857403,0.997343993153846,-0.451292183916572,-0.220119966330547,-1.14961895906405,"N","N","N","esv_630","Otu00585","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00589","Otu00589",0.237711565131404,0.630825576373103,0.139861172640488,0.494392982357074,0.847547878653413,0.997343993153846,2.63041570995743,3.28594434430771,0.383271309422818,"N","N","N","esv_634","Otu00589","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea","",NA,NA,NA,"","NNN"
"Otu00590","Otu00590",NA,NA,NA,NA,NA,NA,0.405261262161892,3.44949883673578,0.913961920840874,NA,NA,NA,"esv_635","Otu00590","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","uncultured","",NA,NA,NA,"","NANANA"
"Otu00604","Otu00604",0.503192583198802,NA,0.452379755491014,0.816754226383084,0.981380033248079,0.997343993153846,-1.31887269063712,-1.46514870551134,0.0403401272498362,NA,"N","N","esv_651","Otu00604","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","Terasakiella","",NA,NA,NA,"","NANN"
"Otu00610","Otu00610",0.943768050618655,NA,0.786110524235557,0.941906394828814,0.993804687605197,0.997343993153846,-0.140672059403369,-0.539293233578223,-0.0137597685584937,NA,"N","N","esv_658","Otu00610","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NANN"
"Otu00067","Otu00067",0.857096160245854,0.964756238204011,0.71930285100691,0.931163267364503,0.806897141462239,0.997343993153846,-0.35834601947439,0.709122336900444,0.431167956839325,"N","N","N","esv_67","Otu00067","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NNN"
"Otu00626","Otu00626",0.520280303199458,NA,0.018029430192704,0.10961893557164,0.374229840067007,0.997343993153846,-2.06776995342599,-8.27988386374658,-2.54276970721478,NA,"N","N","esv_678","Otu00626","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","",NA,NA,NA,"","NANN"
"Otu00007","Otu00007",0.986137706261501,0.994638893384445,0.264265642782999,0.717552217601557,0.668065433752916,0.997343993153846,-0.0133779149135017,0.839190483685922,-0.289178671234615,"N","N","N","esv_7","Otu00007","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea","",NA,NA,NA,"","NNN"
"Otu00649","Otu00649",0.00724816397453089,0.065233475770778,0.00413867409188252,0.0349488034425635,0.000761964517757903,0.0115818606699201,1.98575671084107,2.10191145216541,2.20522062514757,"N","Y","Y","esv_707","Otu00649","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea","",NA,NA,NA,"","Bleached + Ambient and Bleached + Heated"
"Otu00660","Otu00660",NA,NA,NA,NA,NA,NA,24.6775324365873,25.1863619338506,20.432247322942,NA,NA,NA,"esv_720","Otu00660","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea","",NA,NA,NA,"","NANANA"
"Otu00664","Otu00664",0.569343059790399,0.815004967418123,0.0914140775666684,0.34737349475334,0.434392925397445,0.997343993153846,0.719394142426401,2.11964015618311,0.878795504824378,"N","N","N","esv_727","Otu00664","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","",NA,NA,NA,"","NNN"
"Otu00682","Otu00682",NA,NA,NA,NA,NA,NA,-1.12549731155022,-7.50524902220329,-1.09531991260574,NA,NA,NA,"esv_749","Otu00682","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified","",NA,NA,NA,"","NANANA"
"Otu00075","Otu00075",0.0159419095125224,0.11657521331032,0.000473393197618373,0.00553505892599944,0.00716834723806859,0.0680992987616516,2.55253006693212,3.69929453529371,2.54592427302527,"N","Y","N","esv_75","Otu00075","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","",NA,NA,NA,"","Bleached + Ambient"
"Otu00686","Otu00686",0.882833179544669,0.964756238204011,0.217563022329992,0.663330614873758,0.00201546161436594,0.0255291804486352,0.234359487899183,1.9524457757283,-4.51170929671022,"N","N","Y","esv_753","Otu00686","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","",NA,NA,NA,"","Bleached + Heated"
"Otu00687","Otu00687",0.757426596131759,NA,0.635026893343684,0.931163267364503,0.555627552080319,0.997343993153846,-0.444666492860209,0.670576067364182,-0.747043309656697,NA,"N","N","esv_755","Otu00687","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","",NA,NA,NA,"","NANN"
"Otu00079","Otu00079",0.699937347022117,NA,0.69758034979956,0.931163267364503,0.465314166436363,0.997343993153846,-0.993641694947647,-0.996162738332293,-1.6733934981163,NA,"N","N","esv_79","Otu00079","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae","Oleiphilus","",NA,NA,NA,"","NANN"
"Otu00721","Otu00721",0.618028945275081,0.831501556312961,0.371764485570933,0.807260025811168,0.369510813061033,0.997343993153846,1.24901139483569,2.23304930662365,2.00679423324913,"N","N","N","esv_796","Otu00721","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Psychrosphaera","",NA,NA,NA,"","NNN"
"Otu00008","Otu00008",0.00110590931604601,0.0129391389977383,0.00460154160653772,0.0356935564766935,0.0202401630243943,0.153825238985396,-1.15038439018938,-0.990836389597635,-0.723915891693324,"Y","Y","N","esv_8","Otu00008","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60","",NA,NA,NA,"97)","Non-bleached + Heated and Bleached + Ambient"
"Otu00731","Otu00731",0.599219880292617,NA,0.41241453238559,0.816754226383084,0.732840121780677,0.997343993153846,-0.798822042400442,-1.2332714859105,-0.453786534260316,NA,"N","N","esv_811","Otu00731","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Marinobacterium","",NA,NA,NA,"","NANN"
"Otu00734","Otu00734",7.26457479564301e-25,8.49955251090233e-23,2.04802652809413e-24,3.11300032270308e-22,1.84352087654209e-22,2.80215173234397e-20,25.7990319495365,25.5419206129539,22.4609617671053,"Y","Y","Y","esv_814","Otu00734","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","",NA,NA,NA,"","Non-bleached + Heated and Bleached + Ambient and Bleached + Heated"
"Otu00083","Otu00083",0.202430477084072,0.577667458996011,0.28038138428926,0.722338481558773,0.676291133015346,0.997343993153846,-1.57989954877939,-1.30913144716658,-0.44837800364761,"N","N","N","esv_83","Otu00083","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade_ge","",NA,NA,NA,"","NNN"
"Otu00746","Otu00746",0.468922173440115,NA,0.454797502245172,0.816754226383084,0.657161331559242,0.997343993153846,-1.39909767570246,-1.42874115617675,-0.754133631596364,NA,"N","N","esv_830","Otu00746","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonadaceae_unclassified","",NA,NA,NA,"","NANN"
"Otu00754","Otu00754",0.621815030532302,NA,0.92565244391267,0.999312469187543,0.829701290035997,0.997343993153846,-1.27880868933828,-0.238943640229385,-0.492098776959945,NA,"N","N","esv_839","Otu00754","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","",NA,NA,NA,"","NANN"
