"","OTU","Sample","abund","ESV.x","Doman.x","Phylum.x","Class.x","Order.x","Family","Genus.x","X","X.1","X.2","X.3","X.4","Sample_Name","Sample_Name_Unique","PCR_setting","Experiment.x","Replicate","Temp","Bleaching_Status","Stress_status","Treatment","Sample_Type","Timepoint_char","Timepoint","Bottle_NR","Notes","PLANC_aquaria","Experiment.y","Treatment_Timepoint","stress_status_v1","heated.p","heated.padj","bleached.p","bleached.padj","bleached.heated.p","bleached.heated.padj","heated.l2fc","bleached.l2fc","bleached.heated.l2fc","heated.l2fcSE","bleached.l2fcSE","bleached.heated.l2fcSE","heated.sig","bleached.sig","bleached.heated.sig","ESV.y","OTUNumber","Doman.y","Phylum.y","Class.y","Order.y","Family.y","Genus.y","DA_in","heated.enrich","bleached.enrich","bleached.heated.enrich","Mean Bleached + Ambient Abundance","Mean Bleached + Heated Abundance","Mean Non-bleached + Ambient Abundance","Mean Non-bleached + Heated Abundance","sig","sig.enrichment"
"478","Otu00109","ABC_059_v1",0,"esv_109","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified","",NA,NA,NA,"","ABC_059","ABC_059_v1","Standard","ABC","II","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,5,NA,"HE2_T7H","ABCDOM","Heated_36","Stressed",0.395388504421766,0.754235590843411,0.127690073875645,0.462116457835666,0.638961306236179,0.997337269467708,-1.23638798110198,-2.21480406808036,-0.607705858989043,1.4547693120043,1.45397578788504,1.29532950466034,"N","N","N","esv_109","Otu00109","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified","NNN","depleted","depleted","depleted",429.666666666667,173,54.5,284,"N",""
"479","Otu00109","ABC_067",0.00687359159315585,"esv_109","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified","",NA,NA,NA,"","ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient",0.395388504421766,0.754235590843411,0.127690073875645,0.462116457835666,0.638961306236179,0.997337269467708,-1.23638798110198,-2.21480406808036,-0.607705858989043,1.4547693120043,1.45397578788504,1.29532950466034,"N","N","N","esv_109","Otu00109","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified","NNN","depleted","depleted","depleted",429.666666666667,173,54.5,284,"N",""
"480","Otu00109","ABC_069",0.00796791080290978,"esv_109","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified","",NA,NA,NA,"","ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient",0.395388504421766,0.754235590843411,0.127690073875645,0.462116457835666,0.638961306236179,0.997337269467708,-1.23638798110198,-2.21480406808036,-0.607705858989043,1.4547693120043,1.45397578788504,1.29532950466034,"N","N","N","esv_109","Otu00109","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae_unclassified","NNN","depleted","depleted","depleted",429.666666666667,173,54.5,284,"N",""
"481","Otu00110","ABC_055_v1",0.0039134793337446,"esv_110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","",NA,NA,NA,"","ABC_055","ABC_055_v1","Standard","ABC","II","Hot","Bleached","Thermal Stress","Bleached + Heated","Sterivex","Tend",36,1,NA,"PB1_T7H","ABCDOM","Bleached + Heated_36","Stressed",0.100800053887722,0.406676079478051,0.0306062529863542,0.155071681797528,0.344703071322527,0.997337269467708,-1.23325793641603,-1.61278359847284,-0.625195417998712,0.751534119147851,0.74591498439395,0.661643060649906,"N","N","N","esv_110","Otu00110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","NNN","depleted","depleted","depleted",457.666666666667,127.5,79,271,"N",""
"482","Otu00110","ABC_068",0.00332677249582816,"esv_110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","",NA,NA,NA,"","ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient",0.100800053887722,0.406676079478051,0.0306062529863542,0.155071681797528,0.344703071322527,0.997337269467708,-1.23325793641603,-1.61278359847284,-0.625195417998712,0.751534119147851,0.74591498439395,0.661643060649906,"N","N","N","esv_110","Otu00110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","NNN","depleted","depleted","depleted",457.666666666667,127.5,79,271,"N",""
"483","Otu00110","ABC_060",0.00243857266329176,"esv_110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","",NA,NA,NA,"","ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed",0.100800053887722,0.406676079478051,0.0306062529863542,0.155071681797528,0.344703071322527,0.997337269467708,-1.23325793641603,-1.61278359847284,-0.625195417998712,0.751534119147851,0.74591498439395,0.661643060649906,"N","N","N","esv_110","Otu00110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","NNN","depleted","depleted","depleted",457.666666666667,127.5,79,271,"N",""
"484","Otu00110","ABC_059_v1",0.00142755174875089,"esv_110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","",NA,NA,NA,"","ABC_059","ABC_059_v1","Standard","ABC","II","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,5,NA,"HE2_T7H","ABCDOM","Heated_36","Stressed",0.100800053887722,0.406676079478051,0.0306062529863542,0.155071681797528,0.344703071322527,0.997337269467708,-1.23325793641603,-1.61278359847284,-0.625195417998712,0.751534119147851,0.74591498439395,0.661643060649906,"N","N","N","esv_110","Otu00110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","NNN","depleted","depleted","depleted",457.666666666667,127.5,79,271,"N",""
"485","Otu00110","ABC_067",0.00886659343894733,"esv_110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","",NA,NA,NA,"","ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient",0.100800053887722,0.406676079478051,0.0306062529863542,0.155071681797528,0.344703071322527,0.997337269467708,-1.23325793641603,-1.61278359847284,-0.625195417998712,0.751534119147851,0.74591498439395,0.661643060649906,"N","N","N","esv_110","Otu00110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","NNN","depleted","depleted","depleted",457.666666666667,127.5,79,271,"N",""
"486","Otu00110","ABC_057",0.00384312435623339,"esv_110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","",NA,NA,NA,"","ABC_057","ABC_057","Standard","ABC","I","Hot","Bleached","Thermal Stress","Bleached + Heated","Sterivex","Tend",36,3,NA,"PB3_T7H","ABCDOM","Bleached + Heated_36","Stressed",0.100800053887722,0.406676079478051,0.0306062529863542,0.155071681797528,0.344703071322527,0.997337269467708,-1.23325793641603,-1.61278359847284,-0.625195417998712,0.751534119147851,0.74591498439395,0.661643060649906,"N","N","N","esv_110","Otu00110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","NNN","depleted","depleted","depleted",457.666666666667,127.5,79,271,"N",""
"487","Otu00110","ABC_056",0.00202772857753619,"esv_110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","",NA,NA,NA,"","ABC_056","ABC_056","Standard","ABC","I","Hot","Bleached","Thermal Stress","Bleached + Heated","Sterivex","Tend",36,2,NA,"PB2_T7H","ABCDOM","Bleached + Heated_36","Stressed",0.100800053887722,0.406676079478051,0.0306062529863542,0.155071681797528,0.344703071322527,0.997337269467708,-1.23325793641603,-1.61278359847284,-0.625195417998712,0.751534119147851,0.74591498439395,0.661643060649906,"N","N","N","esv_110","Otu00110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","NNN","depleted","depleted","depleted",457.666666666667,127.5,79,271,"N",""
"488","Otu00110","ABC_069",0.00379359575769937,"esv_110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","",NA,NA,NA,"","ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient",0.100800053887722,0.406676079478051,0.0306062529863542,0.155071681797528,0.344703071322527,0.997337269467708,-1.23325793641603,-1.61278359847284,-0.625195417998712,0.751534119147851,0.74591498439395,0.661643060649906,"N","N","N","esv_110","Otu00110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","NNN","depleted","depleted","depleted",457.666666666667,127.5,79,271,"N",""
"489","Otu00110","ABC_066",0.00121578699411863,"esv_110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","",NA,NA,NA,"","ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed",0.100800053887722,0.406676079478051,0.0306062529863542,0.155071681797528,0.344703071322527,0.997337269467708,-1.23325793641603,-1.61278359847284,-0.625195417998712,0.751534119147851,0.74591498439395,0.661643060649906,"N","N","N","esv_110","Otu00110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","NNN","depleted","depleted","depleted",457.666666666667,127.5,79,271,"N",""
"490","Otu00110","ABC_065",0.00120737427054471,"esv_110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","",NA,NA,NA,"","ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed",0.100800053887722,0.406676079478051,0.0306062529863542,0.155071681797528,0.344703071322527,0.997337269467708,-1.23325793641603,-1.61278359847284,-0.625195417998712,0.751534119147851,0.74591498439395,0.661643060649906,"N","N","N","esv_110","Otu00110","Bacteria(100)","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Donghicola","NNN","depleted","depleted","depleted",457.666666666667,127.5,79,271,"N",""
"491","Otu00131","ABC_056",0,"esv_131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","",NA,NA,NA,"","ABC_056","ABC_056","Standard","ABC","I","Hot","Bleached","Thermal Stress","Bleached + Heated","Sterivex","Tend",36,2,NA,"PB2_T7H","ABCDOM","Bleached + Heated_36","Stressed",0.0176175517620386,0.121250209185795,0.0191375004770588,0.11047916344647,0.020212770950588,0.153825995666526,9.60243336527623,9.47357495191118,8.48833550404116,4.04558350021438,4.04362570350024,3.65502417635213,"N","N","N","esv_131","Otu00131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","NNN","enriched","enriched","enriched",0,19,58,56,"N",""
"492","Otu00131","ABC_068",0,"esv_131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","",NA,NA,NA,"","ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient",0.0176175517620386,0.121250209185795,0.0191375004770588,0.11047916344647,0.020212770950588,0.153825995666526,9.60243336527623,9.47357495191118,8.48833550404116,4.04558350021438,4.04362570350024,3.65502417635213,"N","N","N","esv_131","Otu00131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","NNN","enriched","enriched","enriched",0,19,58,56,"N",""
"493","Otu00131","ABC_069",0,"esv_131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","",NA,NA,NA,"","ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient",0.0176175517620386,0.121250209185795,0.0191375004770588,0.11047916344647,0.020212770950588,0.153825995666526,9.60243336527623,9.47357495191118,8.48833550404116,4.04558350021438,4.04362570350024,3.65502417635213,"N","N","N","esv_131","Otu00131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","NNN","enriched","enriched","enriched",0,19,58,56,"N",""
"494","Otu00131","ABC_065",0,"esv_131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","",NA,NA,NA,"","ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed",0.0176175517620386,0.121250209185795,0.0191375004770588,0.11047916344647,0.020212770950588,0.153825995666526,9.60243336527623,9.47357495191118,8.48833550404116,4.04558350021438,4.04362570350024,3.65502417635213,"N","N","N","esv_131","Otu00131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","NNN","enriched","enriched","enriched",0,19,58,56,"N",""
"495","Otu00131","ABC_066",0.00176289114147201,"esv_131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","",NA,NA,NA,"","ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed",0.0176175517620386,0.121250209185795,0.0191375004770588,0.11047916344647,0.020212770950588,0.153825995666526,9.60243336527623,9.47357495191118,8.48833550404116,4.04558350021438,4.04362570350024,3.65502417635213,"N","N","N","esv_131","Otu00131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","NNN","enriched","enriched","enriched",0,19,58,56,"N",""
"496","Otu00131","ABC_067",0,"esv_131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","",NA,NA,NA,"","ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient",0.0176175517620386,0.121250209185795,0.0191375004770588,0.11047916344647,0.020212770950588,0.153825995666526,9.60243336527623,9.47357495191118,8.48833550404116,4.04558350021438,4.04362570350024,3.65502417635213,"N","N","N","esv_131","Otu00131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","NNN","enriched","enriched","enriched",0,19,58,56,"N",""
"497","Otu00131","ABC_057",0.000874224234188227,"esv_131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","",NA,NA,NA,"","ABC_057","ABC_057","Standard","ABC","I","Hot","Bleached","Thermal Stress","Bleached + Heated","Sterivex","Tend",36,3,NA,"PB3_T7H","ABCDOM","Bleached + Heated_36","Stressed",0.0176175517620386,0.121250209185795,0.0191375004770588,0.11047916344647,0.020212770950588,0.153825995666526,9.60243336527623,9.47357495191118,8.48833550404116,4.04558350021438,4.04362570350024,3.65502417635213,"N","N","N","esv_131","Otu00131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","NNN","enriched","enriched","enriched",0,19,58,56,"N",""
"498","Otu00131","ABC_059_v1",0.00301372035847411,"esv_131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","",NA,NA,NA,"","ABC_059","ABC_059_v1","Standard","ABC","II","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,5,NA,"HE2_T7H","ABCDOM","Heated_36","Stressed",0.0176175517620386,0.121250209185795,0.0191375004770588,0.11047916344647,0.020212770950588,0.153825995666526,9.60243336527623,9.47357495191118,8.48833550404116,4.04558350021438,4.04362570350024,3.65502417635213,"N","N","N","esv_131","Otu00131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","NNN","enriched","enriched","enriched",0,19,58,56,"N",""
"499","Otu00131","ABC_060",0,"esv_131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","",NA,NA,NA,"","ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed",0.0176175517620386,0.121250209185795,0.0191375004770588,0.11047916344647,0.020212770950588,0.153825995666526,9.60243336527623,9.47357495191118,8.48833550404116,4.04558350021438,4.04362570350024,3.65502417635213,"N","N","N","esv_131","Otu00131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","NNN","enriched","enriched","enriched",0,19,58,56,"N",""
"500","Otu00131","ABC_055_v1",0.00129164096236891,"esv_131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","",NA,NA,NA,"","ABC_055","ABC_055_v1","Standard","ABC","II","Hot","Bleached","Thermal Stress","Bleached + Heated","Sterivex","Tend",36,1,NA,"PB1_T7H","ABCDOM","Bleached + Heated_36","Stressed",0.0176175517620386,0.121250209185795,0.0191375004770588,0.11047916344647,0.020212770950588,0.153825995666526,9.60243336527623,9.47357495191118,8.48833550404116,4.04558350021438,4.04362570350024,3.65502417635213,"N","N","N","esv_131","Otu00131","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrionaceae_unclassified","NNN","enriched","enriched","enriched",0,19,58,56,"N",""
"501","Otu00134","ABC_055_v1",0.0035664713140037,"esv_134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","",NA,NA,NA,"","ABC_055","ABC_055_v1","Standard","ABC","II","Hot","Bleached","Thermal Stress","Bleached + Heated","Sterivex","Tend",36,1,NA,"PB1_T7H","ABCDOM","Bleached + Heated_36","Stressed",0.0837641301373485,0.394042970793938,0.233401090400963,0.682249341172046,0.387499633750692,0.997337269467708,-2.01519432034708,-1.37676888312884,-0.891102791262512,1.16535655093412,1.15535306536276,1.03117721164972,"N","N","N","esv_134","Otu00134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","NNN","depleted","depleted","depleted",540.333333333333,117.5,106.5,249.333333333333,"N",""
"502","Otu00134","ABC_069",0.00422870351485485,"esv_134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","",NA,NA,NA,"","ABC_069","ABC_069","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,15,NA,"HE3_T7C","ABCDOM","Control_36","Ambient",0.0837641301373485,0.394042970793938,0.233401090400963,0.682249341172046,0.387499633750692,0.997337269467708,-2.01519432034708,-1.37676888312884,-0.891102791262512,1.16535655093412,1.15535306536276,1.03117721164972,"N","N","N","esv_134","Otu00134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","NNN","depleted","depleted","depleted",540.333333333333,117.5,106.5,249.333333333333,"N",""
"503","Otu00134","ABC_068",0.0069423644687861,"esv_134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","",NA,NA,NA,"","ABC_068","ABC_068","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,14,NA,"HE2_T7C","ABCDOM","Control_36","Ambient",0.0837641301373485,0.394042970793938,0.233401090400963,0.682249341172046,0.387499633750692,0.997337269467708,-2.01519432034708,-1.37676888312884,-0.891102791262512,1.16535655093412,1.15535306536276,1.03117721164972,"N","N","N","esv_134","Otu00134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","NNN","depleted","depleted","depleted",540.333333333333,117.5,106.5,249.333333333333,"N",""
"504","Otu00134","ABC_067",0.00748508079584187,"esv_134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","",NA,NA,NA,"","ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient",0.0837641301373485,0.394042970793938,0.233401090400963,0.682249341172046,0.387499633750692,0.997337269467708,-2.01519432034708,-1.37676888312884,-0.891102791262512,1.16535655093412,1.15535306536276,1.03117721164972,"N","N","N","esv_134","Otu00134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","NNN","depleted","depleted","depleted",540.333333333333,117.5,106.5,249.333333333333,"N",""
"505","Otu00134","ABC_059_v1",0,"esv_134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","",NA,NA,NA,"","ABC_059","ABC_059_v1","Standard","ABC","II","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,5,NA,"HE2_T7H","ABCDOM","Heated_36","Stressed",0.0837641301373485,0.394042970793938,0.233401090400963,0.682249341172046,0.387499633750692,0.997337269467708,-2.01519432034708,-1.37676888312884,-0.891102791262512,1.16535655093412,1.15535306536276,1.03117721164972,"N","N","N","esv_134","Otu00134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","NNN","depleted","depleted","depleted",540.333333333333,117.5,106.5,249.333333333333,"N",""
"506","Otu00134","ABC_057",0.00309007971886334,"esv_134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","",NA,NA,NA,"","ABC_057","ABC_057","Standard","ABC","I","Hot","Bleached","Thermal Stress","Bleached + Heated","Sterivex","Tend",36,3,NA,"PB3_T7H","ABCDOM","Bleached + Heated_36","Stressed",0.0837641301373485,0.394042970793938,0.233401090400963,0.682249341172046,0.387499633750692,0.997337269467708,-2.01519432034708,-1.37676888312884,-0.891102791262512,1.16535655093412,1.15535306536276,1.03117721164972,"N","N","N","esv_134","Otu00134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","NNN","depleted","depleted","depleted",540.333333333333,117.5,106.5,249.333333333333,"N",""
"507","Otu00134","ABC_065",0.00170270730461434,"esv_134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","",NA,NA,NA,"","ABC_065","ABC_065","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,11,NA,"BL2_T7C","ABCDOM","Bleached_36","Stressed",0.0837641301373485,0.394042970793938,0.233401090400963,0.682249341172046,0.387499633750692,0.997337269467708,-2.01519432034708,-1.37676888312884,-0.891102791262512,1.16535655093412,1.15535306536276,1.03117721164972,"N","N","N","esv_134","Otu00134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","NNN","depleted","depleted","depleted",540.333333333333,117.5,106.5,249.333333333333,"N",""
"508","Otu00134","ABC_060",0.0024179939910277,"esv_134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","",NA,NA,NA,"","ABC_060","ABC_060","Dil","ABC","I","Hot","Non Bleached","Thermal Stress","Heated","Sterivex","Tend",36,6,NA,"HE3_T7H","ABCDOM","Heated_36","Stressed",0.0837641301373485,0.394042970793938,0.233401090400963,0.682249341172046,0.387499633750692,0.997337269467708,-2.01519432034708,-1.37676888312884,-0.891102791262512,1.16535655093412,1.15535306536276,1.03117721164972,"N","N","N","esv_134","Otu00134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","NNN","depleted","depleted","depleted",540.333333333333,117.5,106.5,249.333333333333,"N",""
"509","Otu00134","ABC_066",0.00156532575492774,"esv_134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","",NA,NA,NA,"","ABC_066","ABC_066","Standard","ABC","I","Ambient","Bleached","Ambient","Bleached","Sterivex","Tend",36,12,NA,"BL3_T7C","ABCDOM","Bleached_36","Stressed",0.0837641301373485,0.394042970793938,0.233401090400963,0.682249341172046,0.387499633750692,0.997337269467708,-2.01519432034708,-1.37676888312884,-0.891102791262512,1.16535655093412,1.15535306536276,1.03117721164972,"N","N","N","esv_134","Otu00134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","NNN","depleted","depleted","depleted",540.333333333333,117.5,106.5,249.333333333333,"N",""
"510","Otu00134","ABC_056",0.00251633787332804,"esv_134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","",NA,NA,NA,"","ABC_056","ABC_056","Standard","ABC","I","Hot","Bleached","Thermal Stress","Bleached + Heated","Sterivex","Tend",36,2,NA,"PB2_T7H","ABCDOM","Bleached + Heated_36","Stressed",0.0837641301373485,0.394042970793938,0.233401090400963,0.682249341172046,0.387499633750692,0.997337269467708,-2.01519432034708,-1.37676888312884,-0.891102791262512,1.16535655093412,1.15535306536276,1.03117721164972,"N","N","N","esv_134","Otu00134","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter","NNN","depleted","depleted","depleted",540.333333333333,117.5,106.5,249.333333333333,"N",""
"511","Otu00147","ABC_067",0.0037142307126114,"esv_147","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Marinobacteraceae","Marinobacter","",NA,NA,NA,"","ABC_067","ABC_067","Standard","ABC","I","Ambient","Non Bleached","Ambient","Control","Sterivex","Tend",36,13,NA,"HE1_T7C","ABCDOM","Control_36","Ambient",0.168915905096018,0.520083181479845,0.395538282701786,0.816768802921265,0.442258391988104,0.997337269467708,-1.58461617841218,-0.967463580857996,-0.780687778137154,1.15186543947157,1.13870607851159,1.01601099940756,"N","N","N","esv_147","Otu00147","Bacteria(100)","Proteobacteria","Gammaproteobacteria","Alteromonadales","Marinobacteraceae","Marinobacter","NNN","depleted","depleted","depleted",301,88,81.5,152.666666666667,"N",""
