Tree#,Groups,WScore
1,A2_w_T00-JAR_04_LR,0.550071
1,A2_w_T36-JAR_04_LR,0.648497
1,A2_x_T00-JAR_04_LR,0.448048
1,A2_x_T_48-JAR_04_LR,0.558714
1,A3_a_T00-JAR_04_LR,0.548661
1,A3_a_T36-JAR_04_LR,0.663889
1,A3_c_T00-JAR_04_LR,0.571432
1,A3_c_T36-JAR_04_LR,0.705166
1,A3_w_T00-JAR_04_LR,0.562989
1,A3_w_T36-JAR_04_LR,0.67843
1,A3_x_T00-JAR_04_LR,0.401405
1,A3_x_T_48-JAR_04_LR,0.503997
1,ABC_001-JAR_04_LR,0.513929
1,ABC_002-JAR_04_LR,0.519522
1,ABC_003-JAR_04_LR,0.510023
1,ABC_005-JAR_04_LR,0.527453
1,ABC_006-JAR_04_LR,0.526407
1,ABC_007-JAR_04_LR,0.543789
1,ABC_008-JAR_04_LR,0.516333
1,ABC_009-JAR_04_LR,0.519722
1,ABC_010-JAR_04_LR,0.607876
1,ABC_011-JAR_04_LR,0.55212
1,ABC_012-JAR_04_LR,0.516629
1,ABC_013-JAR_04_LR,0.516383
1,ABC_014-JAR_04_LR,0.573407
1,ABC_015-JAR_04_LR,0.590989
1,ABC_016-JAR_04_LR,0.516063
1,ABC_017-JAR_04_LR,0.515343
1,ABC_018-JAR_04_LR,0.536144
1,ABC_055-JAR_04_LR,0.689178
1,ABC_055_v1-JAR_04_LR,0.776378
1,ABC_056-JAR_04_LR,0.775408
1,ABC_057-JAR_04_LR,0.776505
1,ABC_059-JAR_04_LR,0.808331
1,ABC_059_v1-JAR_04_LR,0.823277
1,ABC_060-JAR_04_LR,0.791473
1,ABC_061-JAR_04_LR,0.688096
1,ABC_062-JAR_04_LR,0.719483
1,ABC_063-JAR_04_LR,0.71948
1,ABC_064-JAR_04_LR,0.746185
1,ABC_065-JAR_04_LR,0.800395
1,ABC_066-JAR_04_LR,0.810523
1,ABC_067-JAR_04_LR,0.763155
1,ABC_068-JAR_04_LR,0.746597
1,ABC_069-JAR_04_LR,0.741826
1,ABC_070-JAR_04_LR,0.716537
1,ABC_071-JAR_04_LR,0.759724
1,ABC_072-JAR_04_LR,0.878451
1,ABC_MOC_B-JAR_04_LR,0.50562
1,BACKREEF_T_48-JAR_04_LR,0.391536
1,BAKER_OS-JAR_04_LR,0.506735
1,BAK_02_DR-JAR_04_LR,0.621827
1,BAK_02_LR-JAR_04_LR,0.609155
1,BAK_02_WC-JAR_04_LR,0.248757
1,BAK_100_DR-JAR_04_LR,0.580939
1,BAK_100_LR-JAR_04_LR,0.355785
1,BAK_11_DR-JAR_04_LR,0.691574
1,BAK_11_LR-JAR_04_LR,0.541489
1,BAK_11_OS-JAR_04_LR,0.110379
1,BAK_11_WC-JAR_04_LR,0.243795
1,BAK_14_DR-JAR_04_LR,0.41182
1,BAK_14_LR-JAR_04_LR,0.241025
1,BAK_14_WC-JAR_04_LR,0.662259
1,C1_a_T00-JAR_04_LR,0.565827
1,C1_a_T36-JAR_04_LR,0.666596
1,C1_c_T00-JAR_04_LR,0.559115
1,C1_c_T36-JAR_04_LR,0.704045
1,C1_w_T00-JAR_04_LR,0.577166
1,C1_w_T36-JAR_04_LR,0.674181
1,C1_x_T00-JAR_04_LR,0.4956
1,C1_x_T_48-JAR_04_LR,0.503527
1,C2_a_T00-JAR_04_LR,0.630487
1,C2_a_T36-JAR_04_LR,0.715295
1,C2_c_T00-JAR_04_LR,0.632758
1,C2_c_T36-JAR_04_LR,0.728093
1,C2_w_T00-JAR_04_LR,0.621167
1,C2_w_T36-JAR_04_LR,0.711713
1,C2_x_T00-JAR_04_LR,0.482993
1,C2_x_T_48-JAR_04_LR,0.540474
1,C3_a_T00-JAR_04_LR,0.590084
1,C3_a_T36-JAR_04_LR,0.63748
1,C3_c_T00-JAR_04_LR,0.592134
1,C3_c_T36-JAR_04_LR,0.680142
1,C3_w_T00-JAR_04_LR,0.59626
1,C3_w_T36-JAR_04_LR,0.633937
1,C3_x_T00-JAR_04_LR,0.529803
1,C3_x_T_48-JAR_04_LR,0.562218
1,HOWLAND_OS-JAR_04_LR,0.223082
1,HOW_11_DR-JAR_04_LR,0.686698
1,HOW_11_LR-JAR_04_LR,0.718297
1,HOW_12_DR-JAR_04_LR,0.618532
1,HOW_12_LR-JAR_04_LR,0.374865
1,HOW_13_DR-JAR_04_LR,0.662747
1,HOW_13_LR-JAR_04_LR,0.736592
1,HOW_13_WC-JAR_04_LR,0.547555
1,HOW_14_WC-JAR_04_LR,0.201988
1,HOW_S1_DR-JAR_04_LR,0.383851
1,HOW_S1_LR-JAR_04_LR,0.332311
1,JAR_01_DR-JAR_04_LR,0.262901
1,JAR_01_LR-JAR_04_LR,0.087891
1,JAR_01_WC-JAR_04_LR,0.101498
1,JAR_04_DR-JAR_04_LR,0.243238
1,A1_a_T00-JAR_04_WC,0.549276
1,A1_a_T36-JAR_04_WC,0.612756
1,A1_c_T00-JAR_04_WC,0.538997
1,A1_c_T36-JAR_04_WC,0.667669
1,A1_w_T00-JAR_04_WC,0.549259
1,A1_w_T36-JAR_04_WC,0.651326
1,A1_x_T00-JAR_04_WC,0.479798
1,A1_x_T_48-JAR_04_WC,0.595251
1,A2_a_T00-JAR_04_WC,0.526066
1,A2_a_T36-JAR_04_WC,0.628773
1,A2_c_T00-JAR_04_WC,0.513645
1,A2_c_T36-JAR_04_WC,0.673798
1,A2_w_T00-JAR_04_WC,0.522489
1,A2_w_T36-JAR_04_WC,0.634581
1,A2_x_T00-JAR_04_WC,0.497247
1,A2_x_T_48-JAR_04_WC,0.606812
1,A3_a_T00-JAR_04_WC,0.483481
1,A3_a_T36-JAR_04_WC,0.625115
1,A3_c_T00-JAR_04_WC,0.483661
1,A3_c_T36-JAR_04_WC,0.663832
1,A3_w_T00-JAR_04_WC,0.505418
1,A3_w_T36-JAR_04_WC,0.639182
1,A3_x_T00-JAR_04_WC,0.41396
1,A3_x_T_48-JAR_04_WC,0.555107
1,ABC_001-JAR_04_WC,0.519518
1,ABC_002-JAR_04_WC,0.525454
1,ABC_003-JAR_04_WC,0.523301
1,ABC_005-JAR_04_WC,0.528863
1,ABC_006-JAR_04_WC,0.533073
1,ABC_007-JAR_04_WC,0.542351
1,ABC_008-JAR_04_WC,0.530176
1,ABC_009-JAR_04_WC,0.538804
1,ABC_010-JAR_04_WC,0.537938
1,ABC_011-JAR_04_WC,0.499384
1,ABC_012-JAR_04_WC,0.497985
1,ABC_013-JAR_04_WC,0.516236
1,ABC_014-JAR_04_WC,0.529915
1,ABC_015-JAR_04_WC,0.525759
1,ABC_016-JAR_04_WC,0.483763
1,ABC_017-JAR_04_WC,0.529651
1,ABC_018-JAR_04_WC,0.510196
1,ABC_055-JAR_04_WC,0.698779
1,ABC_055_v1-JAR_04_WC,0.677274
1,ABC_056-JAR_04_WC,0.678507
1,ABC_057-JAR_04_WC,0.676653
1,ABC_059-JAR_04_WC,0.706625
1,ABC_059_v1-JAR_04_WC,0.726644
1,ABC_060-JAR_04_WC,0.691804
1,ABC_061-JAR_04_WC,0.605357
1,ABC_062-JAR_04_WC,0.630712
1,ABC_063-JAR_04_WC,0.637219
1,ABC_064-JAR_04_WC,0.671668
1,ABC_065-JAR_04_WC,0.704195
1,ABC_066-JAR_04_WC,0.711599
1,ABC_067-JAR_04_WC,0.668375
1,ABC_068-JAR_04_WC,0.655752
1,ABC_069-JAR_04_WC,0.650479
1,ABC_070-JAR_04_WC,0.62797
1,ABC_071-JAR_04_WC,0.666799
1,ABC_072-JAR_04_WC,0.778309
1,ABC_MOC_B-JAR_04_WC,0.504685
1,BACKREEF_T_48-JAR_04_WC,0.444878
1,BAKER_OS-JAR_04_WC,0.538438
1,BAK_02_DR-JAR_04_WC,0.490605
1,BAK_02_LR-JAR_04_WC,0.480519
1,BAK_02_WC-JAR_04_WC,0.17602
1,BAK_100_DR-JAR_04_WC,0.430914
1,BAK_100_LR-JAR_04_WC,0.23553
1,BAK_11_DR-JAR_04_WC,0.592068
1,BAK_11_LR-JAR_04_WC,0.388844
1,BAK_11_OS-JAR_04_WC,0.178263
1,BAK_11_WC-JAR_04_WC,0.221959
1,BAK_14_DR-JAR_04_WC,0.27762
1,BAK_14_LR-JAR_04_WC,0.163164
1,BAK_14_WC-JAR_04_WC,0.531177
1,C1_a_T00-JAR_04_WC,0.556658
1,C1_a_T36-JAR_04_WC,0.645471
1,C1_c_T00-JAR_04_WC,0.547237
1,C1_c_T36-JAR_04_WC,0.708342
1,C1_w_T00-JAR_04_WC,0.550611
1,C1_w_T36-JAR_04_WC,0.659051
1,C1_x_T00-JAR_04_WC,0.542527
1,C1_x_T_48-JAR_04_WC,0.557669
1,C2_a_T00-JAR_04_WC,0.584741
1,C2_a_T36-JAR_04_WC,0.698867
1,C2_c_T00-JAR_04_WC,0.578099
1,C2_c_T36-JAR_04_WC,0.723539
1,C2_w_T00-JAR_04_WC,0.579851
1,C2_w_T36-JAR_04_WC,0.717214
1,C2_x_T00-JAR_04_WC,0.471239
1,C2_x_T_48-JAR_04_WC,0.6
1,C3_a_T00-JAR_04_WC,0.558765
1,C3_a_T36-JAR_04_WC,0.631436
1,C3_c_T00-JAR_04_WC,0.543593
1,C3_c_T36-JAR_04_WC,0.645886
1,C3_w_T00-JAR_04_WC,0.54861
1,C3_w_T36-JAR_04_WC,0.626394
1,C3_x_T00-JAR_04_WC,0.572756
1,C3_x_T_48-JAR_04_WC,0.613418
1,HOWLAND_OS-JAR_04_WC,0.1994
1,HOW_11_DR-JAR_04_WC,0.622101
1,HOW_11_LR-JAR_04_WC,0.66282
1,HOW_12_DR-JAR_04_WC,0.543926
1,HOW_12_LR-JAR_04_WC,0.255593
1,HOW_13_DR-JAR_04_WC,0.547899
1,HOW_13_LR-JAR_04_WC,0.576089
1,HOW_13_WC-JAR_04_WC,0.39875
1,HOW_14_WC-JAR_04_WC,0.193377
1,HOW_S1_DR-JAR_04_WC,0.237818
1,HOW_S1_LR-JAR_04_WC,0.250879
1,JAR_01_DR-JAR_04_WC,0.157825
1,JAR_01_LR-JAR_04_WC,0.226714
1,JAR_01_WC-JAR_04_WC,0.246481
1,JAR_04_DR-JAR_04_WC,0.143332
1,JAR_04_LR-JAR_04_WC,0.19894
1,A1_a_T00-JAR_08_DR,0.466672
1,A1_a_T36-JAR_08_DR,0.550707
1,A1_c_T00-JAR_08_DR,0.480719
1,A1_c_T36-JAR_08_DR,0.592792
1,A1_w_T00-JAR_08_DR,0.489384
1,A1_w_T36-JAR_08_DR,0.585841
1,A1_x_T00-JAR_08_DR,0.389981
1,A1_x_T_48-JAR_08_DR,0.504985
1,A2_a_T00-JAR_08_DR,0.446951
1,A2_a_T36-JAR_08_DR,0.560171
1,A2_c_T00-JAR_08_DR,0.453045
1,A2_c_T36-JAR_08_DR,0.609433
1,A2_w_T00-JAR_08_DR,0.462498
1,A2_w_T36-JAR_08_DR,0.565462
1,A2_x_T00-JAR_08_DR,0.405779
1,A2_x_T_48-JAR_08_DR,0.541007
1,A3_a_T00-JAR_08_DR,0.457115
1,A3_a_T36-JAR_08_DR,0.573062
1,A3_c_T00-JAR_08_DR,0.478831
1,A3_c_T36-JAR_08_DR,0.609369
1,A3_w_T00-JAR_08_DR,0.468299
1,A3_w_T36-JAR_08_DR,0.588121
1,A3_x_T00-JAR_08_DR,0.334245
1,A3_x_T_48-JAR_08_DR,0.472532
1,ABC_001-JAR_08_DR,0.448476
1,ABC_002-JAR_08_DR,0.454376
1,ABC_003-JAR_08_DR,0.446588
1,ABC_005-JAR_08_DR,0.464119
1,ABC_006-JAR_08_DR,0.461456
1,ABC_007-JAR_08_DR,0.477305
1,ABC_008-JAR_08_DR,0.451092
1,ABC_009-JAR_08_DR,0.455686
1,ABC_010-JAR_08_DR,0.523903
1,ABC_011-JAR_08_DR,0.470579
1,ABC_012-JAR_08_DR,0.437991
1,ABC_013-JAR_08_DR,0.438786
1,ABC_014-JAR_08_DR,0.495188
1,ABC_015-JAR_08_DR,0.50856
1,ABC_016-JAR_08_DR,0.436399
1,ABC_017-JAR_08_DR,0.448535
1,ABC_018-JAR_08_DR,0.455291
1,ABC_055-JAR_08_DR,0.612029
1,ABC_055_v1-JAR_08_DR,0.692413
1,ABC_056-JAR_08_DR,0.698236
1,ABC_057-JAR_08_DR,0.694343
1,ABC_059-JAR_08_DR,0.728353
1,ABC_059_v1-JAR_08_DR,0.741781
1,ABC_060-JAR_08_DR,0.711785
1,ABC_061-JAR_08_DR,0.600999
1,ABC_062-JAR_08_DR,0.633136
1,ABC_063-JAR_08_DR,0.639492
1,ABC_064-JAR_08_DR,0.675189
1,ABC_065-JAR_08_DR,0.72358
1,ABC_066-JAR_08_DR,0.725626
1,ABC_067-JAR_08_DR,0.683912
1,ABC_068-JAR_08_DR,0.658385
1,ABC_069-JAR_08_DR,0.662841
1,ABC_070-JAR_08_DR,0.633415
1,ABC_071-JAR_08_DR,0.685875
1,ABC_072-JAR_08_DR,0.821073
1,ABC_MOC_B-JAR_08_DR,0.429378
1,BACKREEF_T_48-JAR_08_DR,0.38247
1,BAKER_OS-JAR_08_DR,0.489452
1,BAK_02_DR-JAR_08_DR,0.55217
1,BAK_02_LR-JAR_08_DR,0.580538
1,BAK_02_WC-JAR_08_DR,0.241961
1,BAK_100_DR-JAR_08_DR,0.48701
1,BAK_100_LR-JAR_08_DR,0.352925
1,BAK_11_DR-JAR_08_DR,0.600194
1,BAK_11_LR-JAR_08_DR,0.476494
1,BAK_11_OS-JAR_08_DR,0.202017
1,BAK_11_WC-JAR_08_DR,0.280499
1,BAK_14_DR-JAR_08_DR,0.36655
1,BAK_14_LR-JAR_08_DR,0.276512
1,BAK_14_WC-JAR_08_DR,0.557046
1,C1_a_T00-JAR_08_DR,0.47378
1,C1_a_T36-JAR_08_DR,0.563561
1,C1_c_T00-JAR_08_DR,0.463641
1,C1_c_T36-JAR_08_DR,0.61522
1,C1_w_T00-JAR_08_DR,0.481465
1,C1_w_T36-JAR_08_DR,0.575353
1,C1_x_T00-JAR_08_DR,0.434284
1,C1_x_T_48-JAR_08_DR,0.487721
1,C2_a_T00-JAR_08_DR,0.526705
1,C2_a_T36-JAR_08_DR,0.6179
1,C2_c_T00-JAR_08_DR,0.532439
1,C2_c_T36-JAR_08_DR,0.633753
1,C2_w_T00-JAR_08_DR,0.525227
1,C2_w_T36-JAR_08_DR,0.625413
1,C2_x_T00-JAR_08_DR,0.394277
1,C2_x_T_48-JAR_08_DR,0.52901
1,C3_a_T00-JAR_08_DR,0.497898
1,C3_a_T36-JAR_08_DR,0.550062
1,C3_c_T00-JAR_08_DR,0.497707
1,C3_c_T36-JAR_08_DR,0.584073
1,C3_w_T00-JAR_08_DR,0.499678
1,C3_w_T36-JAR_08_DR,0.54636
1,C3_x_T00-JAR_08_DR,0.474124
1,C3_x_T_48-JAR_08_DR,0.522071
1,HOWLAND_OS-JAR_08_DR,0.20958
1,HOW_11_DR-JAR_08_DR,0.588047
1,HOW_11_LR-JAR_08_DR,0.623393
1,HOW_12_DR-JAR_08_DR,0.540962
1,HOW_12_LR-JAR_08_DR,0.347284
1,HOW_13_DR-JAR_08_DR,0.547721
1,HOW_13_LR-JAR_08_DR,0.686515
1,HOW_13_WC-JAR_08_DR,0.521656
1,HOW_14_WC-JAR_08_DR,0.27982
1,HOW_S1_DR-JAR_08_DR,0.35559
1,HOW_S1_LR-JAR_08_DR,0.387063
1,JAR_01_DR-JAR_08_DR,0.145042
1,JAR_01_LR-JAR_08_DR,0.216078
1,JAR_01_WC-JAR_08_DR,0.231458
1,JAR_04_DR-JAR_08_DR,0.171435
1,JAR_04_LR-JAR_08_DR,0.196569
1,JAR_04_WC-JAR_08_DR,0.208192
1,A1_a_T00-JAR_08_LR,0.565831
1,A1_a_T36-JAR_08_LR,0.655776
1,A1_c_T00-JAR_08_LR,0.585979
1,A1_c_T36-JAR_08_LR,0.695787
1,A1_w_T00-JAR_08_LR,0.591487
1,A1_w_T36-JAR_08_LR,0.67676
1,A1_x_T00-JAR_08_LR,0.471021
1,A1_x_T_48-JAR_08_LR,0.507984
1,A2_a_T00-JAR_08_LR,0.531368
1,A2_a_T36-JAR_08_LR,0.668613
1,A2_c_T00-JAR_08_LR,0.552808
1,A2_c_T36-JAR_08_LR,0.716351
1,A2_w_T00-JAR_08_LR,0.554355
1,A2_w_T36-JAR_08_LR,0.656938
1,A2_x_T00-JAR_08_LR,0.429659
1,A2_x_T_48-JAR_08_LR,0.519905
1,A3_a_T00-JAR_08_LR,0.556152
1,A3_a_T36-JAR_08_LR,0.672914
1,A3_c_T00-JAR_08_LR,0.577697
1,A3_c_T36-JAR_08_LR,0.709877
1,A3_w_T00-JAR_08_LR,0.568473
1,A3_w_T36-JAR_08_LR,0.679425
1,A3_x_T00-JAR_08_LR,0.412528
1,A3_x_T_48-JAR_08_LR,0.467858
1,ABC_001-JAR_08_LR,0.510231
1,ABC_002-JAR_08_LR,0.512884
1,ABC_003-JAR_08_LR,0.505775
1,ABC_005-JAR_08_LR,0.521814
1,ABC_006-JAR_08_LR,0.520141
1,ABC_007-JAR_08_LR,0.537999
1,ABC_008-JAR_08_LR,0.512364
1,ABC_009-JAR_08_LR,0.513918
1,ABC_010-JAR_08_LR,0.607403
1,ABC_011-JAR_08_LR,0.550338
1,ABC_012-JAR_08_LR,0.511368
1,ABC_013-JAR_08_LR,0.51056
1,ABC_014-JAR_08_LR,0.570041
1,ABC_015-JAR_08_LR,0.591193
1,ABC_016-JAR_08_LR,0.511099
1,ABC_017-JAR_08_LR,0.510123
1,ABC_018-JAR_08_LR,0.531451
1,ABC_055-JAR_08_LR,0.691307
1,ABC_055_v1-JAR_08_LR,0.772263
1,ABC_056-JAR_08_LR,0.774494
1,ABC_057-JAR_08_LR,0.773142
1,ABC_059-JAR_08_LR,0.806815
1,ABC_059_v1-JAR_08_LR,0.817461
1,ABC_060-JAR_08_LR,0.789341
1,ABC_061-JAR_08_LR,0.691575
1,ABC_062-JAR_08_LR,0.71712
1,ABC_063-JAR_08_LR,0.727647
1,ABC_064-JAR_08_LR,0.744996
1,ABC_065-JAR_08_LR,0.798801
1,ABC_066-JAR_08_LR,0.80558
1,ABC_067-JAR_08_LR,0.760665
1,ABC_068-JAR_08_LR,0.7443
1,ABC_069-JAR_08_LR,0.739936
1,ABC_070-JAR_08_LR,0.72234
1,ABC_071-JAR_08_LR,0.765652
1,ABC_072-JAR_08_LR,0.878872
1,ABC_MOC_B-JAR_08_LR,0.50059
1,BACKREEF_T_48-JAR_08_LR,0.354987
1,BAKER_OS-JAR_08_LR,0.477415
1,BAK_02_DR-JAR_08_LR,0.630521
1,BAK_02_LR-JAR_08_LR,0.624292
1,BAK_02_WC-JAR_08_LR,0.267349
1,BAK_100_DR-JAR_08_LR,0.585388
1,BAK_100_LR-JAR_08_LR,0.370425
1,BAK_11_DR-JAR_08_LR,0.692995
1,BAK_11_LR-JAR_08_LR,0.555067
1,BAK_11_OS-JAR_08_LR,0.151769
1,BAK_11_WC-JAR_08_LR,0.286092
1,BAK_14_DR-JAR_08_LR,0.420682
1,BAK_14_LR-JAR_08_LR,0.268675
1,BAK_14_WC-JAR_08_LR,0.668791
1,C1_a_T00-JAR_08_LR,0.575801
1,C1_a_T36-JAR_08_LR,0.67325
1,C1_c_T00-JAR_08_LR,0.568214
1,C1_c_T36-JAR_08_LR,0.710854
1,C1_w_T00-JAR_08_LR,0.586474
1,C1_w_T36-JAR_08_LR,0.680275
1,C1_x_T00-JAR_08_LR,0.484428
1,C1_x_T_48-JAR_08_LR,0.467234
1,C2_a_T00-JAR_08_LR,0.642214
1,C2_a_T36-JAR_08_LR,0.724834
1,C2_c_T00-JAR_08_LR,0.645119
1,C2_c_T36-JAR_08_LR,0.735451
1,C2_w_T00-JAR_08_LR,0.633954
1,C2_w_T36-JAR_08_LR,0.719482
1,C2_x_T00-JAR_08_LR,0.497269
1,C2_x_T_48-JAR_08_LR,0.501719
1,C3_a_T00-JAR_08_LR,0.589171
1,C3_a_T36-JAR_08_LR,0.645982
1,C3_c_T00-JAR_08_LR,0.592419
1,C3_c_T36-JAR_08_LR,0.687504
1,C3_w_T00-JAR_08_LR,0.59769
1,C3_w_T36-JAR_08_LR,0.640897
1,C3_x_T00-JAR_08_LR,0.515299
1,C3_x_T_48-JAR_08_LR,0.522377
1,HOWLAND_OS-JAR_08_LR,0.22706
1,HOW_11_DR-JAR_08_LR,0.687457
1,HOW_11_LR-JAR_08_LR,0.723475
1,HOW_12_DR-JAR_08_LR,0.622116
1,HOW_12_LR-JAR_08_LR,0.396813
1,HOW_13_DR-JAR_08_LR,0.66949
1,HOW_13_LR-JAR_08_LR,0.742075
1,HOW_13_WC-JAR_08_LR,0.562425
1,HOW_14_WC-JAR_08_LR,0.258149
1,HOW_S1_DR-JAR_08_LR,0.401887
1,HOW_S1_LR-JAR_08_LR,0.381373
1,JAR_01_DR-JAR_08_LR,0.274903
1,JAR_01_LR-JAR_08_LR,0.062093
1,JAR_01_WC-JAR_08_LR,0.051816
1,JAR_04_DR-JAR_08_LR,0.266487
1,JAR_04_LR-JAR_08_LR,0.10385
1,JAR_04_WC-JAR_08_LR,0.225844
1,JAR_08_DR-JAR_08_LR,0.207941
1,A1_a_T00-JAR_08_WC,0.529106
1,A1_a_T36-JAR_08_WC,0.582619
1,A1_c_T00-JAR_08_WC,0.500947
1,A1_c_T36-JAR_08_WC,0.62687
1,A1_w_T00-JAR_08_WC,0.523535
1,A1_w_T36-JAR_08_WC,0.609098
1,A1_x_T00-JAR_08_WC,0.496936
1,A1_x_T_48-JAR_08_WC,0.602014
1,A2_a_T00-JAR_08_WC,0.519041
1,A2_a_T36-JAR_08_WC,0.591991
1,A2_c_T00-JAR_08_WC,0.481576
1,A2_c_T36-JAR_08_WC,0.624414
1,A2_w_T00-JAR_08_WC,0.484808
1,A2_w_T36-JAR_08_WC,0.592401
1,A2_x_T00-JAR_08_WC,0.510057
1,A2_x_T_48-JAR_08_WC,0.622897
1,A3_a_T00-JAR_08_WC,0.461377
1,A3_a_T36-JAR_08_WC,0.607572
1,A3_c_T00-JAR_08_WC,0.456002
1,A3_c_T36-JAR_08_WC,0.631408
1,A3_w_T00-JAR_08_WC,0.47305
1,A3_w_T36-JAR_08_WC,0.597608
1,A3_x_T00-JAR_08_WC,0.448837
1,A3_x_T_48-JAR_08_WC,0.571515
1,ABC_001-JAR_08_WC,0.560945
1,ABC_002-JAR_08_WC,0.567004
1,ABC_003-JAR_08_WC,0.567806
1,ABC_005-JAR_08_WC,0.568449
1,ABC_006-JAR_08_WC,0.573417
1,ABC_007-JAR_08_WC,0.578141
1,ABC_008-JAR_08_WC,0.570771
1,ABC_009-JAR_08_WC,0.587314
1,ABC_010-JAR_08_WC,0.554029
1,ABC_011-JAR_08_WC,0.540243
1,ABC_012-JAR_08_WC,0.524467
1,ABC_013-JAR_08_WC,0.55693
1,ABC_014-JAR_08_WC,0.560342
1,ABC_015-JAR_08_WC,0.555152
1,ABC_016-JAR_08_WC,0.524535
1,ABC_017-JAR_08_WC,0.575261
1,ABC_018-JAR_08_WC,0.540928
1,ABC_055-JAR_08_WC,0.691227
1,ABC_055_v1-JAR_08_WC,0.656187
1,ABC_056-JAR_08_WC,0.657083
1,ABC_057-JAR_08_WC,0.653463
1,ABC_059-JAR_08_WC,0.688157
1,ABC_059_v1-JAR_08_WC,0.707333
1,ABC_060-JAR_08_WC,0.666059
1,ABC_061-JAR_08_WC,0.587875
1,ABC_062-JAR_08_WC,0.584183
1,ABC_063-JAR_08_WC,0.610577
1,ABC_064-JAR_08_WC,0.656365
1,ABC_065-JAR_08_WC,0.685416
1,ABC_066-JAR_08_WC,0.688805
1,ABC_067-JAR_08_WC,0.640648
1,ABC_068-JAR_08_WC,0.625276
1,ABC_069-JAR_08_WC,0.624601
1,ABC_070-JAR_08_WC,0.605913
1,ABC_071-JAR_08_WC,0.63618
1,ABC_072-JAR_08_WC,0.762806
1,ABC_MOC_B-JAR_08_WC,0.528243
1,BACKREEF_T_48-JAR_08_WC,0.517444
1,BAKER_OS-JAR_08_WC,0.554431
1,BAK_02_DR-JAR_08_WC,0.458717
1,BAK_02_LR-JAR_08_WC,0.477542
1,BAK_02_WC-JAR_08_WC,0.230557
1,BAK_100_DR-JAR_08_WC,0.393238
1,BAK_100_LR-JAR_08_WC,0.229018
1,BAK_11_DR-JAR_08_WC,0.581799
1,BAK_11_LR-JAR_08_WC,0.351468
1,BAK_11_OS-JAR_08_WC,0.293248
1,BAK_11_WC-JAR_08_WC,0.266375
1,BAK_14_DR-JAR_08_WC,0.269136
1,BAK_14_LR-JAR_08_WC,0.201188
1,BAK_14_WC-JAR_08_WC,0.498802
1,C1_a_T00-JAR_08_WC,0.521157
1,C1_a_T36-JAR_08_WC,0.601507
1,C1_c_T00-JAR_08_WC,0.526809
1,C1_c_T36-JAR_08_WC,0.673731
1,C1_w_T00-JAR_08_WC,0.49948
1,C1_w_T36-JAR_08_WC,0.623016
1,C1_x_T00-JAR_08_WC,0.542907
1,C1_x_T_48-JAR_08_WC,0.570827
1,C2_a_T00-JAR_08_WC,0.53664
1,C2_a_T36-JAR_08_WC,0.666209
1,C2_c_T00-JAR_08_WC,0.529412
1,C2_c_T36-JAR_08_WC,0.686145
1,C2_w_T00-JAR_08_WC,0.522604
1,C2_w_T36-JAR_08_WC,0.687342
1,C2_x_T00-JAR_08_WC,0.477165
1,C2_x_T_48-JAR_08_WC,0.615945
1,C3_a_T00-JAR_08_WC,0.534814
1,C3_a_T36-JAR_08_WC,0.58792
1,C3_c_T00-JAR_08_WC,0.516243
1,C3_c_T36-JAR_08_WC,0.599653
1,C3_w_T00-JAR_08_WC,0.520956
1,C3_w_T36-JAR_08_WC,0.589672
1,C3_x_T00-JAR_08_WC,0.578123
1,C3_x_T_48-JAR_08_WC,0.621345
1,HOWLAND_OS-JAR_08_WC,0.270949
1,HOW_11_DR-JAR_08_WC,0.544346
1,HOW_11_LR-JAR_08_WC,0.599193
1,HOW_12_DR-JAR_08_WC,0.535386
1,HOW_12_LR-JAR_08_WC,0.294133
1,HOW_13_DR-JAR_08_WC,0.519565
1,HOW_13_LR-JAR_08_WC,0.535707
1,HOW_13_WC-JAR_08_WC,0.404686
1,HOW_14_WC-JAR_08_WC,0.254345
1,HOW_S1_DR-JAR_08_WC,0.227458
1,HOW_S1_LR-JAR_08_WC,0.273898
1,JAR_01_DR-JAR_08_WC,0.218102
1,JAR_01_LR-JAR_08_WC,0.363565
1,JAR_01_WC-JAR_08_WC,0.378069
1,JAR_04_DR-JAR_08_WC,0.21186
1,JAR_04_LR-JAR_08_WC,0.34375
1,JAR_04_WC-JAR_08_WC,0.215022
1,JAR_08_DR-JAR_08_WC,0.279935
1,JAR_08_LR-JAR_08_WC,0.353547
1,A1_a_T00-JAR_11_DR,0.45188
1,A1_a_T36-JAR_11_DR,0.552014
1,A1_c_T00-JAR_11_DR,0.469719
1,A1_c_T36-JAR_11_DR,0.591392
1,A1_w_T00-JAR_11_DR,0.477285
1,A1_w_T36-JAR_11_DR,0.57354
1,A1_x_T00-JAR_11_DR,0.393027
1,A1_x_T_48-JAR_11_DR,0.517467
1,A2_a_T00-JAR_11_DR,0.437636
1,A2_a_T36-JAR_11_DR,0.571351
1,A2_c_T00-JAR_11_DR,0.439712
1,A2_c_T36-JAR_11_DR,0.615396
1,A2_w_T00-JAR_11_DR,0.445023
1,A2_w_T36-JAR_11_DR,0.565398
1,A2_x_T00-JAR_11_DR,0.413565
1,A2_x_T_48-JAR_11_DR,0.543078
1,A3_a_T00-JAR_11_DR,0.45552
1,A3_a_T36-JAR_11_DR,0.579543
1,A3_c_T00-JAR_11_DR,0.469679
